haplogroup	ml_age_years	ml_ci95_lower_years	ml_ci95_upper_years	ml_age_kya	ml_ci95_lower_kya	ml_ci95_upper_kya	n_samples	calibration_method	confidence	flag
J1c7a_16092_9152	11859.7	9214.1	14544.0	11.8597	9.2141	14.5440	0	ancestor_only	NA	
J1c7a_16241	11859.7	9214.1	14544.0	11.8597	9.2141	14.5440	0	ancestor_only	NA	
J1c7a_189_152	11859.7	9214.1	14544.0	11.8597	9.2141	14.5440	0	ancestor_only	NA	
J1c7b		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c7d		5390.4			5.3904	NA	0	single_child_interpolation	NA	
J1c7d4		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c7e		4607.1			4.6071	NA	0	single_child_interpolation	NA	
J1c7e1		2303.5			2.3035	NA	0	single_child_interpolation	NA	
J1c7e1a		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c7g		5390.4			5.3904	NA	1	single_child_interpolation	NA	
J1c7g1		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c7h		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c7n		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c7p		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c7q		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c7r		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c7s		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c7u		4607.1			4.6071	NA	0	single_child_interpolation	NA	
J1c7u1		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c7v		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c7w		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c7x		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c7y		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c8	14941.2	12500.7	17412.5	14.9412	12.5007	17.4125	16	rho_direct	NA	
J1c81	17587.2	12822.3	22464.7	17.5872	12.8223	22.4647	4	rho_fallback_no_desc	low	ci_exceeds_ancestor
J1c81b		6411.1			6.4111	NA	0	single_child_interpolation	NA	
J1c81b_195	17859.9	17338.8	18382.2	17.8599	17.3388	18.3822	0	ancestor_only	NA	
J1c81c	11985.1	7360.1	16729.4	11.9851	7.3601	16.7294	4	rho_fallback_no_desc	NA	
J1c81c1		0.0			0.0000	NA	0	single_child_interpolation	NA	
J1c81c1'2		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c81c1a		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c81c2		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c81c3		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c81c3a		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c81c3b		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c81c4	9938.4	3680.1		9.9384	3.6801	NA	1	single_child_interpolation	NA	
J1c81c4a	7891.7	0.0		7.8917	0.0000	NA	1	rho_fallback_no_desc	NA	
J1c84	18436.2	8669.4		18.4362	8.6694	NA	1	single_child_interpolation	NA	
J1c84a	19012.5	0.0		19.0125	0.0000	NA	1	rho_fallback_no_desc	NA	
J1c84a1		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c84a2		0.0			0.0000	NA	0	single_child_interpolation	NA	
J1c84a2a		0.0			0.0000	NA	0	single_child_interpolation	NA	
J1c84a2a_16189	17859.9	17338.8	18382.2	17.8599	17.3388	18.3822	0	ancestor_only	NA	
J1c84a3	7891.7	0.0		7.8917	0.0000	NA	1	rho_fallback_no_desc	NA	
J1c86	7891.7	0.0		7.8917	0.0000	NA	1	rho_fallback_no_desc	NA	
J1c87	15615.2	8669.4		15.6152	8.6694	NA	1	single_child_interpolation	NA	
J1c87b	13370.5	0.0		13.3705	0.0000	NA	1	rho_fallback_no_desc	NA	
J1c89		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c8a	13171.9	10940.8	15429.8	13.1719	10.9408	15.4298	14	rho_direct	NA	
J1c8a+16319	10414.5	8217.2	12639.2	10.4145	8.2172	12.6392	14	rho_direct	NA	
J1c8a1	8567.3	5261.1	11938.6	8.5673	5.2611	11.9386	4	rho_fallback_no_desc	NA	
J1c8a10	9153.1	4108.6		9.1531	4.1086	NA	1	single_child_interpolation	NA	
J1c8a10a	7891.7	0.0		7.8917	0.0000	NA	1	rho_fallback_no_desc	NA	
J1c8a11		4108.6			4.1086	NA	0	single_child_interpolation	NA	
J1c8a11a		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c8a11a^		2054.3			2.0543	NA	0	single_child_interpolation	NA	
J1c8a12		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c8a13		4108.6			4.1086	NA	0	single_child_interpolation	NA	
J1c8a13a		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c8a14		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c8a15		4108.6			4.1086	NA	0	single_child_interpolation	NA	
J1c8a15a		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c8a18	7891.7	0.0		7.8917	0.0000	NA	1	rho_fallback_no_desc	NA	
J1c8a1_189	10414.5	8217.2	12639.2	10.4145	8.2172	12.6392	0	ancestor_only	NA	
J1c8a1a		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c8a1b		2630.6			2.6306	NA	1	single_child_interpolation	NA	
J1c8a1b+16189		1315.3			1.3153	NA	0	single_child_interpolation	NA	
J1c8a1b_16189_16311	10414.5	8217.2	12639.2	10.4145	8.2172	12.6392	0	ancestor_only	NA	
J1c8a1e		2630.6			2.6306	NA	0	single_child_interpolation	NA	
J1c8a1e1		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c8a1g		2630.6			2.6306	NA	0	single_child_interpolation	NA	
J1c8a1g1		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c8a1h	5576.3	2630.6		5.5763	2.6306	NA	1	single_child_interpolation	NA	
J1c8a1h_189	10414.5	8217.2	12639.2	10.4145	8.2172	12.6392	0	ancestor_only	NA	
J1c8a1i		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c8a1i^		2630.6			2.6306	NA	0	single_child_interpolation	NA	
J1c8a1j		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c8a1k		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c8a1m		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c8a1m'n		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c8a1n		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c8a2	5216.4	5216.4	5216.4	5.2164	5.2164	5.2164	2	rho_fallback_no_desc	NA	
J1c8a20		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c8a21		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c8a22		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c8a23		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c8a24		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c8a25		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c8a26		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c8a27		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c8a28		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c8a2a		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c8a2b		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c8a3	9245.6	1442.2	17416.8	9.2456	1.4422	17.4168	2	rho_fallback_no_desc	low	ci_exceeds_ancestor
J1c8a30		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c8a31		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c8a32		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c8a33		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c8a34	7891.7	0.0		7.8917	0.0000	NA	1	rho_fallback_no_desc	NA	
J1c8a3a		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c8a3b		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c8a4		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c8a5		5470.4			5.4704	NA	0	single_child_interpolation	NA	
J1c8a5_16319	13171.9	10940.8	15429.8	13.1719	10.9408	15.4298	0	ancestor_only	NA	
J1c8a6		5470.4			5.4704	NA	0	single_child_interpolation	NA	
J1c8a6a		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c8a7		4108.6			4.1086	NA	0	single_child_interpolation	NA	
J1c8a7b		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c8a9		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c8a_16319_16189	10414.5	8217.2	12639.2	10.4145	8.2172	12.6392	0	ancestor_only	NA	
J1c8a_16319_16209	10414.5	8217.2	12639.2	10.4145	8.2172	12.6392	0	ancestor_only	NA	
J1c8a_16319_16311	10414.5	8217.2	12639.2	10.4145	8.2172	12.6392	0	ancestor_only	NA	
J1c8b	5216.4	102.5	10500.5	5.2164	0.1025	10.5005	2	rho_fallback_no_desc	NA	
J1c8b1		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c8b2		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c9	9245.6	7714.3	10790.5	9.2456	7.7143	10.7905	4	rho_fallback_no_desc	NA	
J1c90		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c9a		3857.2			3.8572	NA	0	single_child_interpolation	NA	
J1c9a1		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c9b	5216.4	0.0		5.2164	0.0000	NA	1	rho_fallback_no_desc	NA	
J1c9c	5216.4	0.0		5.2164	0.0000	NA	1	rho_fallback_no_desc	NA	
J1c9c2		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c9c_152	17859.9	17338.8	18382.2	17.8599	17.3388	18.3822	0	ancestor_only	NA	
J1c9f		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c9f1		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c9f2		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c9f_189	17859.9	17338.8	18382.2	17.8599	17.3388	18.3822	0	ancestor_only	NA	
J1c9g	5216.4	0.0		5.2164	0.0000	NA	1	rho_fallback_no_desc	NA	
J1c9g1		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c9g2		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c9g3		0.0			0.0000	NA	0	single_child_interpolation	NA	
J1c9g3a		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c9h		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c9i		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c9j		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c9j^		3857.2			3.8572	NA	0	single_child_interpolation	NA	
J1c9k		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c9k^		3857.2			3.8572	NA	0	single_child_interpolation	NA	
J1c9l	7891.7	0.0		7.8917	0.0000	NA	1	rho_fallback_no_desc	NA	
J1c_16261_16172	17303.3	15412.9	19211.3	17.3033	15.4129	19.2113	0	ancestor_only	NA	
J1d	16220.3	14462.3	17993.9	16.2203	14.4623	17.9939	58	rho_direct	NA	
J1d1	14893.4	11345.8	18506.6	14.8934	11.3458	18.5066	11	rho_direct	low	ci_exceeds_ancestor
"J1d1""14"	14604.5	12700.0	16527.9	14.6045	12.7000	16.5279	52	rho_direct	NA	
J1d12		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1d12^		7231.1			7.2311	NA	2	single_child_interpolation	NA	
J1d14	3895.3	1338.7	6495.1	3.8953	1.3387	6.4951	2	rho_fallback_no_desc	NA	
J1d15	642.0	0.0	1908.8	0.642	0.0000	1.9088	4	rho_fallback_no_desc	NA	
J1d1a	11985.1	7065.6	17039.7	11.9851	7.0656	17.0397	6	rho_fallback_no_desc	low	ci_exceeds_ancestor
J1d1a'c	14766.0	9770.9	19892.5	14.766	9.7709	19.8925	6	rho_fallback_no_desc	low	ci_exceeds_ancestor
J1d1a1	8431.9	2865.6	14186.2	8.4319	2.8656	14.1862	5	rho_fallback_no_desc	NA	
J1d1a1_16519	14893.4	11345.8	18506.6	14.8934	11.3458	18.5066	0	ancestor_only	NA	
J1d1a1a	1286.9	0.0	3842.7	1.2869	0.0000	3.8427	2	rho_fallback_no_desc	NA	
J1d1a1b		1432.8			1.4328	NA	0	single_child_interpolation	NA	
J1d1a1b1		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1d1a1c		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1d1a1d		1432.8			1.4328	NA	0	single_child_interpolation	NA	
J1d1a1d1		0.0			0.0000	NA	0	single_child_interpolation	NA	
J1d1a1d1'2		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1d1a1d1a		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1d1a1d2		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1d1a1e		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1d1a1e1		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1d1a1e_16519	14893.4	11345.8	18506.6	14.8934	11.3458	18.5066	0	ancestor_only	NA	
J1d1a1f		1432.8			1.4328	NA	0	single_child_interpolation	NA	
J1d1a1f1		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1d1a1g		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1d1a1l	0.0	0.0		0.0	0.0000	NA	1	rho_fallback_no_desc	NA	
J1d1a1o		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1d1a1p	0.0	0.0		0.0	0.0000	NA	1	rho_fallback_no_desc	NA	
J1d1a1q		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1d1a1s		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1d1a2		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1d1a5		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1d1a5a		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1d1a5b		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1d1a6		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1d1b	8973.9	5404.0	12619.3	8.9739	5.4040	12.6193	5	rho_fallback_no_desc	NA	
J1d1b1	6548.6	3199.2	9967.9	6.5486	3.1992	9.9679	4	rho_fallback_no_desc	NA	
J1d1b1a	2585.4	0.0		2.5854	0.0000	NA	1	rho_fallback_no_desc	NA	
J1d1b1a1		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1d1b1a2		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1d1b1a2^		0.0			0.0000	NA	0	single_child_interpolation	NA	
J1d1b1b		1599.6			1.5996	NA	0	single_child_interpolation	NA	
J1d1b1b1		799.8			0.7998	NA	0	single_child_interpolation	NA	
J1d1b1b1a		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1d1b1c	4567.0	1599.6		4.567	1.5996	NA	2	single_child_interpolation	NA	
J1d1b1c2	2585.4	0.0		2.5854	0.0000	NA	1	rho_fallback_no_desc	NA	
J1d1b1d		1599.6			1.5996	NA	0	single_child_interpolation	NA	
J1d1b1d1		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1d1b2	7891.7	0.0		7.8917	0.0000	NA	1	rho_fallback_no_desc	NA	
J1d1b2a		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1d1b2b	5216.4	0.0		5.2164	0.0000	NA	1	rho_fallback_no_desc	NA	
J1d1b2b1		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1d1b2b1a		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1d1b2b1b		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1d1b2b2	0.0	0.0		0.0	0.0000	NA	1	rho_fallback_no_desc	NA	
J1d1c		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1d1c3		0.0			0.0000	NA	0	single_child_interpolation	NA	
J1d1c3a		0.0			0.0000	NA	0	single_child_interpolation	NA	
J1d1c3a1		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1d1c4		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1d1c5		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1d1c6		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1d2	8341.8	1716.8	15235.3	8.3418	1.7168	15.2353	6	rho_fallback_no_desc	NA	
J1d2a	7891.7	0.0	18783.8	7.8917	0.0000	18.7838	2	rho_fallback_no_desc	low	ci_exceeds_ancestor
J1d2a1	7891.7	0.0		7.8917	0.0000	NA	1	rho_fallback_no_desc	NA	
J1d2a2	0.0	0.0		0.0	0.0000	NA	1	rho_fallback_no_desc	NA	
J1d2b	4170.9	858.4		4.1709	0.8584	NA	1	single_child_interpolation	NA	
J1d2b1	0.0	0.0		0.0	0.0000	NA	1	rho_fallback_no_desc	NA	
J1d2c		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1d2d	2585.4	0.0	5566.0	2.5854	0.0000	5.5660	3	rho_fallback_no_desc	NA	
J1d3	12676.5	8060.9	17409.1	12.6765	8.0609	17.4091	8	rho_fallback_no_desc	low	ci_exceeds_ancestor
J1d3a	9439.8	4331.4	14702.6	9.4398	4.3314	14.7026	7	rho_fallback_no_desc	NA	
J1d3a1	3333.8	1417.5		3.3338	1.4175	NA	2	single_child_interpolation	NA	
J1d3a1^	6667.5	2835.0	10598.9	6.6675	2.8350	10.5989	2	single_child_interpolation	NA	
J1d3a1a	0.0	0.0		0.0	0.0000	NA	1	rho_fallback_no_desc	NA	
J1d3a2	1934.8	0.0	5801.2	1.9348	0.0000	5.8012	4	rho_fallback_no_desc	NA	
J1d3a2b	5216.4	0.0		5.2164	0.0000	NA	1	rho_fallback_no_desc	NA	
J1d3a2b1		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1d3a2b2		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1d3a2c		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1d3a2d		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1d3a5		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1d3a6		2165.7			2.1657	NA	1	single_child_interpolation	NA	
J1d3a6a		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1d3a7		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1d3a8		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1d3b	10284.1	4030.4		10.2841	4.0305	NA	1	single_child_interpolation	NA	
J1d3b1	7891.7	0.0		7.8917	0.0000	NA	1	rho_fallback_no_desc	NA	
J1d4	10610.1	10610.1	10610.1	10.6101	10.6101	10.6101	2	rho_fallback_no_desc	NA	
J1d5	15702.0	11158.8	20351.5	15.702	11.1588	20.3515	6	rho_fallback_no_desc	low	ci_exceeds_ancestor
J1d5^	15153.2	11929.4	18439.7	15.1532	11.9294	18.4397	6	single_child_interpolation	low	ci_exceeds_ancestor
J1d5a	5216.4	102.5	10500.5	5.2164	0.1025	10.5005	2	rho_fallback_no_desc	NA	
J1d5d	10610.1	0.0		10.6101	0.0000	NA	1	rho_fallback_no_desc	NA	
J1d5e		5579.4			5.5794	NA	0	single_child_interpolation	NA	
J1d5e1		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1d5g	12473.8	8880.5	16140.7	12.4738	8.8805	16.1407	2	single_child_interpolation	NA	
J1d5g1	7529.6	4440.2		7.5296	4.4402	NA	2	single_child_interpolation	NA	
J1d5g1a	2585.4	0.0		2.5854	0.0000	NA	1	rho_fallback_no_desc	NA	
J1d5g1a_127	14604.5	12700.0	16527.9	14.6045	12.7000	16.5279	0	ancestor_only	NA	
J1d5g1a_195	14604.5	12700.0	16527.9	14.6045	12.7000	16.5279	0	ancestor_only	NA	
J1d6	5511.5	3159.9	7898.1	5.5115	3.1599	7.8981	9	rho_fallback_no_desc	NA	
J1d6a	2585.4	2585.4	2585.4	2.5854	2.5854	2.5854	2	rho_fallback_no_desc	NA	
J1d6b		1580.0			1.5799	NA	1	single_child_interpolation	NA	
J1d6b1		790.0			0.7900	NA	0	single_child_interpolation	NA	
J1d6b1a		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1d6b1a^		395.0			0.3950	NA	0	single_child_interpolation	NA	
J1d6c	0.0	0.0		0.0	0.0000	NA	1	rho_fallback_no_desc	NA	
J1d6d		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1d7	27761.5	0.0		27.7615	0.0000	NA	1	rho_fallback_no_desc	NA	
J1d7a	24808.6	0.0		24.8086	0.0000	NA	1	rho_fallback_no_desc	NA	
J1d7a1	16350.1	0.0		16.3501	0.0000	NA	1	single_child_interpolation	NA	
J1d7a1a	9467.8	0.0		9.4678	0.0000	NA	1	single_child_interpolation	NA	
J1d7a1a1	2585.4	0.0		2.5854	0.0000	NA	1	rho_fallback_no_desc	NA	
J1d7a2		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1d7b		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1d7b3		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1d7b4		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1d8	8161.5	6350.0	10836.8	8.1615	6.3500	10.8368	7	single_child_interpolation	NA	
J1d8a	1718.5	0.0	5145.6	1.7185	0.0000	5.1456	3	rho_fallback_no_desc	NA	
J1g	17326.2	14375.1	20358.6	17.3262	14.3751	20.3586	2	single_child_interpolation	NA	
J1g1	10610.1	5322.5	16058.8	10.6101	5.3225	16.0588	2	rho_fallback_no_desc	NA	
J1g1a		2661.2			2.6612	NA	0	single_child_interpolation	NA	
J1g1a1		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1g1b	2585.4	0.0	7783.8	2.5854	0.0000	7.7838	2	rho_fallback_no_desc	NA	
J2	31323.1	30289.5	32360.8	31.3231	30.2895	32.3608	383	rho_direct	NA	
J2a	32878.4	32071.0	33688.3	32.8784	32.0710	33.6883	163	rho_direct	low	ci_exceeds_ancestor
J2a1	29865.9	29014.0	30720.5	29.8659	29.0140	30.7205	129	rho_direct	NA	
J2a1a	13327.0	12564.0	14093.1	13.327	12.5640	14.0931	128	rho_direct	NA	
J2a1a1	10532.6	9770.9	11297.7	10.5326	9.7709	11.2977	123	single_child_interpolation	NA	
J2a1a1+16261	7738.2	6977.7	8502.2	7.7382	6.9777	8.5022	123	rho_direct	NA	
J2a1a1_16261_189	7738.2	6977.7	8502.2	7.7382	6.9777	8.5022	0	ancestor_only	NA	
J2a1a1a	7442.8	5638.9	9266.3	7.4428	5.6389	9.2663	24	rho_direct	low	ci_exceeds_ancestor
J2a1a1a1	856.7	0.0	2550.7	0.8567	0.0000	2.5507	3	rho_fallback_no_desc	NA	
J2a1a1a1'10	3457.4	1753.1	5181.0	3.4574	1.7531	5.1810	3	rho_fallback_no_desc	NA	
J2a1a1a1'10^	5450.1	3696.0	7223.6	5.4501	3.6960	7.2236	3	single_child_interpolation	NA	
J2a1a1a10		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J2a1a1a11		2819.4			2.8194	NA	0	single_child_interpolation	NA	
J2a1a1a11a		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J2a1a1a11a1		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J2a1a1a11a10		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J2a1a1a11a2		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J2a1a1a11a3		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J2a1a1a11a4		0.0			0.0000	NA	0	single_child_interpolation	NA	
J2a1a1a11a4a		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J2a1a1a11a5		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J2a1a1a11a6		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J2a1a1a11a7		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J2a1a1a11a8		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J2a1a1a11a9		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J2a1a1a12		1409.7			1.4097	NA	0	single_child_interpolation	NA	
J2a1a1a12^		2819.4			2.8194	NA	0	single_child_interpolation	NA	
J2a1a1a12a		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J2a1a1a14		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J2a1a1a15		2819.4			2.8194	NA	0	single_child_interpolation	NA	
J2a1a1a15a		1409.7			1.4097	NA	0	single_child_interpolation	NA	
J2a1a1a15a_249	7442.8	5638.9	9266.3	7.4428	5.6389	9.2663	0	ancestor_only	NA	
J2a1a1a16		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J2a1a1a17		2819.4			2.8194	NA	0	single_child_interpolation	NA	
J2a1a1a17a		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J2a1a1a18		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J2a1a1a19		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J2a1a1a1_16172	7442.8	5638.9	9266.3	7.4428	5.6389	9.2663	0	ancestor_only	NA	
J2a1a1a1c		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J2a1a1a1d		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J2a1a1a1e		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J2a1a1a2	4975.4	3348.6	6619.0	4.9754	3.3486	6.6190	11	rho_direct	NA	
J2a1a1a20		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J2a1a1a21		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J2a1a1a22		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J2a1a1a23		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J2a1a1a24		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J2a1a1a25		2819.4			2.8194	NA	0	single_child_interpolation	NA	
J2a1a1a25_709	7442.8	5638.9	9266.3	7.4428	5.6389	9.2663	0	ancestor_only	NA	
J2a1a1a26		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J2a1a1a27		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J2a1a1a28		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J2a1a1a29		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J2a1a1a2_11914	4975.4	3348.6	6619.0	4.9754	3.3486	6.6190	0	ancestor_only	NA	
J2a1a1a2_16189	4975.4	3348.6	6619.0	4.9754	3.3486	6.6190	0	ancestor_only	NA	
J2a1a1a2_189	4975.4	3348.6	6619.0	4.9754	3.3486	6.6190	0	ancestor_only	NA	
J2a1a1a2_93	4975.4	3348.6	6619.0	4.9754	3.3486	6.6190	0	ancestor_only	NA	
J2a1a1a2a	2585.4	513.0	4687.0	2.5854	0.5130	4.6870	4	rho_fallback_no_desc	NA	
J2a1a1a2aa		1674.3			1.6743	NA	0	single_child_interpolation	NA	
J2a1a1a2aa1		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J2a1a1a2ab	2585.4	0.0		2.5854	0.0000	NA	1	rho_fallback_no_desc	NA	
