haplogroup	ml_age_years	ml_ci95_lower_years	ml_ci95_upper_years	ml_age_kya	ml_ci95_lower_kya	ml_ci95_upper_kya	n_samples	calibration_method	confidence	flag
J1c4g		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c4g'af		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c4h		0.0			0.0000	NA	1	single_child_interpolation	NA	
J1c4h1		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c4i		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c4j		4594.4			4.5944	NA	0	single_child_interpolation	NA	
J1c4j_16189	10349.4	9188.7	11517.6	10.3494	9.1887	11.5176	0	ancestor_only	NA	
J1c4k		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c4l		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c4m	6548.6	3947.9	9191.2	6.5486	3.9479	9.1912	2	rho_fallback_no_desc	NA	
J1c4n		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c4o		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c4o'p'q		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c4p		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c4q		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c4r		1148.6			1.1486	NA	0	single_child_interpolation	NA	
J1c4r^		2297.2			2.2972	NA	0	single_child_interpolation	NA	
J1c4r^^		4594.4			4.5944	NA	0	single_child_interpolation	NA	
J1c4r_189	10349.4	9188.7	11517.6	10.3494	9.1887	11.5176	0	ancestor_only	NA	
J1c4s		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c4t		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c4u		4594.4			4.5944	NA	0	single_child_interpolation	NA	
J1c4u1		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c4v		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c4w		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c4x		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c4y	7891.7	0.0		7.8917	0.0000	NA	1	rho_fallback_no_desc	NA	
J1c4z		4594.4			4.5944	NA	0	single_child_interpolation	NA	
J1c4z1		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c5	14403.3	12363.5	16464.7	14.4033	12.3635	16.4647	27	rho_direct	NA	
J1c50		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c50a		0.0			0.0000	NA	0	single_child_interpolation	NA	
J1c50a1		0.0			0.0000	NA	0	single_child_interpolation	NA	
J1c50a1a		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c50b		0.0			0.0000	NA	0	single_child_interpolation	NA	
J1c50b1		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c51		8669.4			8.6694	NA	0	single_child_interpolation	NA	
J1c51a		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c52		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c53	2585.4	0.0		2.5854	0.0000	NA	1	rho_fallback_no_desc	NA	
J1c54		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c55		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c57		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c58		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c59		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c5_16519	14403.3	12363.5	16464.7	14.4033	12.3635	16.4647	0	ancestor_only	NA	
J1c5a	9829.1	6832.4	12877.7	9.8291	6.8324	12.8777	7	rho_fallback_no_desc	NA	
J1c5a+16519		3416.2			3.4162	NA	0	single_child_interpolation	NA	
J1c5a1	6995.0	5251.8	8756.9	6.995	5.2518	8.7569	3	rho_fallback_no_desc	NA	
J1c5a10		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c5a11		3416.2			3.4162	NA	0	single_child_interpolation	NA	
J1c5a11a		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c5a12		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c5a13		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c5a14		3416.2			3.4162	NA	0	single_child_interpolation	NA	
J1c5a14a		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c5a15		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c5a16		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c5a17		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c5a18		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c5a19		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c5a1c		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c5a1d		2625.9			2.6259	NA	0	single_child_interpolation	NA	
J1c5a1d2		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c5a1e		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c5a1g		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c5a1h		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c5a1i		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c5a1j		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c5a1k		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c5a1l		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c5a1m		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c5a1n		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c5a1o		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c5a1p	5216.4	0.0		5.2164	0.0000	NA	1	rho_fallback_no_desc	NA	
J1c5a1q		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c5a2		3416.2			3.4162	NA	0	single_child_interpolation	NA	
J1c5a2_150	14403.3	12363.5	16464.7	14.4033	12.3635	16.4647	0	ancestor_only	NA	
J1c5a3	16171.7	0.0		16.1717	0.0000	NA	1	rho_fallback_no_desc	NA	
J1c5a3_204	14403.3	12363.5	16464.7	14.4033	12.3635	16.4647	0	ancestor_only	NA	
J1c5a3a	10610.1	0.0		10.6101	0.0000	NA	1	rho_fallback_no_desc	NA	
J1c5a4	5216.4	0.0		5.2164	0.0000	NA	1	rho_fallback_no_desc	NA	
J1c5a4^	7522.8	3416.2		7.5228	3.4162	NA	1	single_child_interpolation	NA	
J1c5a6		3416.2			3.4162	NA	0	single_child_interpolation	NA	
J1c5a6_16519	14403.3	12363.5	16464.7	14.4033	12.3635	16.4647	0	ancestor_only	NA	
J1c5a7		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c5a8		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c5a9		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c5a9a		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c5a9b		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c5a_16311	14403.3	12363.5	16464.7	14.4033	12.3635	16.4647	0	ancestor_only	NA	
J1c5a_16519_150	14403.3	12363.5	16464.7	14.4033	12.3635	16.4647	0	ancestor_only	NA	
J1c5ab		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c5ab2		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c5ab3		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c5ab4		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c5ac		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c5ae		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c5ae1		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c5ae2		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c5af		6181.8			6.1818	NA	0	single_child_interpolation	NA	
J1c5af1		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c5ag		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c5ah		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c5ah'bm		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c5ah1		0.0			0.0000	NA	0	single_child_interpolation	NA	
J1c5ah1_207	14403.3	12363.5	16464.7	14.4033	12.3635	16.4647	0	ancestor_only	NA	
J1c5ah3		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c5aj		6181.8			6.1818	NA	0	single_child_interpolation	NA	
J1c5aj1		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c5ak		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c5al		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c5an		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c5an'ao	19012.5	0.0		19.0125	0.0000	NA	1	rho_fallback_no_desc	NA	
J1c5an_ao_16189	14403.3	12363.5	16464.7	14.4033	12.3635	16.4647	0	ancestor_only	NA	
J1c5ao		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c5aq		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c5as	5216.4	0.0		5.2164	0.0000	NA	1	rho_fallback_no_desc	NA	
J1c5at		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c5au		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c5av		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c5aw		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c5ax		0.0			0.0000	NA	0	single_child_interpolation	NA	
J1c5ax1		0.0			0.0000	NA	0	single_child_interpolation	NA	
J1c5ax1a		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c5az	21891.8	0.0		21.8918	0.0000	NA	1	rho_fallback_no_desc	NA	
J1c5az1	19012.5	0.0		19.0125	0.0000	NA	1	rho_fallback_no_desc	NA	
J1c5az1a		0.0			0.0000	NA	1	single_child_interpolation	NA	
J1c5az1a1		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c5az1b		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c5az2		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c5az3		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c5b	10610.1	5322.5	16058.8	10.6101	5.3225	16.0588	2	rho_fallback_no_desc	NA	
J1c5b1		0.0			0.0000	NA	0	single_child_interpolation	NA	
J1c5b1'8		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c5b1a		0.0			0.0000	NA	0	single_child_interpolation	NA	
J1c5b1a1		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c5b2		2661.2			2.6612	NA	1	single_child_interpolation	NA	
J1c5b2a		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c5b4	10610.1	0.0		10.6101	0.0000	NA	1	rho_fallback_no_desc	NA	
J1c5b5		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c5b5^		2661.2			2.6612	NA	0	single_child_interpolation	NA	
J1c5b6		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c5b7		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c5b8		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c5b9		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c5b^	12506.7	8843.0	16261.8	12.5067	8.8430	16.2617	2	single_child_interpolation	NA	
J1c5b_16519	14403.3	12363.5	16464.7	14.4033	12.3635	16.4647	0	ancestor_only	NA	
J1c5bb		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c5bc		0.0			0.0000	NA	0	single_child_interpolation	NA	
J1c5bc1		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c5bd		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c5be		6181.8			6.1818	NA	0	single_child_interpolation	NA	
J1c5be1		3090.9			3.0909	NA	0	single_child_interpolation	NA	
J1c5be1a		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c5bf		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c5bg		6181.8			6.1818	NA	1	single_child_interpolation	NA	
J1c5bg1		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c5bh		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c5bh^		6181.8			6.1818	NA	0	single_child_interpolation	NA	
J1c5bi		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c5bk		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c5bl		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c5bm		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c5c	13424.5	11505.0	15363.6	13.4245	11.5050	15.3636	4	single_child_interpolation	NA	
J1c5c1		3742.0			3.7420	NA	3	single_child_interpolation	NA	
J1c5c1^	9278.4	7484.1	11091.6	9.2784	7.4841	11.0916	3	single_child_interpolation	NA	
J1c5c1^^	11561.9	9716.3	13426.2	11.5619	9.7163	13.4262	3	single_child_interpolation	NA	
J1c5c1c		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c5d	10610.1	5322.5	16058.8	10.6101	5.3225	16.0588	2	rho_fallback_no_desc	NA	
J1c5d1	7913.2	2661.2		7.9132	2.6612	NA	1	single_child_interpolation	NA	
J1c5d1a	5216.4	0.0		5.2164	0.0000	NA	1	rho_fallback_no_desc	NA	
J1c5d3		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c5d4		2661.2			2.6612	NA	0	single_child_interpolation	NA	
J1c5d4a		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c5d^	12506.7	8843.0	16261.8	12.5067	8.8430	16.2617	2	single_child_interpolation	NA	
J1c5d_146	14403.3	12363.5	16464.7	14.4033	12.3635	16.4647	0	ancestor_only	NA	
J1c5e	10610.1	0.0		10.6101	0.0000	NA	1	rho_fallback_no_desc	NA	
J1c5e'bb'bc'bd	13370.5	0.0		13.3705	0.0000	NA	1	rho_fallback_no_desc	NA	
J1c5e1	5216.4	0.0		5.2164	0.0000	NA	1	rho_fallback_no_desc	NA	
J1c5e2		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c5f		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c5f'ax		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c5f2		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c5f2^		0.0			0.0000	NA	0	single_child_interpolation	NA	
J1c5f3		0.0			0.0000	NA	0	single_child_interpolation	NA	
J1c5f3a		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c5f4		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c5g		6181.8			6.1818	NA	0	single_child_interpolation	NA	
J1c5g3		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c5g3a		0.0			0.0000	NA	0	single_child_interpolation	NA	
J1c5g3a1		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c5g3b		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c5j		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c5j1		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c5j1'4		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c5j1_189	14403.3	12363.5	16464.7	14.4033	12.3635	16.4647	0	ancestor_only	NA	
J1c5j1_4_16189	14403.3	12363.5	16464.7	14.4033	12.3635	16.4647	0	ancestor_only	NA	
J1c5j1a		0.0			0.0000	NA	0	single_child_interpolation	NA	
J1c5j1a1		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c5j2		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c5j2a		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c5j2b		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c5j4		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c5l		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c5m	7891.7	0.0		7.8917	0.0000	NA	1	rho_fallback_no_desc	NA	
J1c5m1	5216.4	0.0		5.2164	0.0000	NA	1	rho_fallback_no_desc	NA	
J1c5m2		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c5n		6181.8			6.1818	NA	0	single_child_interpolation	NA	
J1c5n1		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c5o		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c5p		6181.8			6.1818	NA	0	single_child_interpolation	NA	
J1c5p1		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c5r		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c5s		6181.8			6.1818	NA	0	single_child_interpolation	NA	
J1c5s1		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c5t		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c5u		6181.8			6.1818	NA	0	single_child_interpolation	NA	
J1c5u1		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c5w		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c5x		6181.8			6.1818	NA	0	single_child_interpolation	NA	
J1c5x1		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c5y	5216.4	0.0		5.2164	0.0000	NA	1	rho_fallback_no_desc	NA	
J1c5z		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c5z4		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c5z5		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c5z6		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c6	16171.7	8202.0	24471.4	16.1717	8.2020	24.4714	4	rho_fallback_no_desc	low	ci_exceeds_ancestor
J1c60		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c63		7706.4			7.7065	NA	0	single_child_interpolation	NA	
J1c63a		3853.2			3.8532	NA	0	single_child_interpolation	NA	
J1c63a1		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c64	5216.4	0.0		5.2164	0.0000	NA	1	rho_fallback_no_desc	NA	
J1c64_16189	17303.3	15412.9	19211.3	17.3033	15.4129	19.2113	0	ancestor_only	NA	
J1c64_16519	17303.3	15412.9	19211.3	17.3033	15.4129	19.2113	0	ancestor_only	NA	
J1c64a		0.0			0.0000	NA	0	single_child_interpolation	NA	
J1c64a1		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c64b		0.0			0.0000	NA	0	single_child_interpolation	NA	
J1c64b1		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c64b^		0.0			0.0000	NA	0	single_child_interpolation	NA	
J1c64c		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c66		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c69	13370.5	7999.6	18898.1	13.3705	7.9996	18.8981	2	rho_fallback_no_desc	low	ci_exceeds_ancestor
J1c69a		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c69b		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c69b'd	10610.1	0.0		10.6101	0.0000	NA	1	rho_fallback_no_desc	NA	
J1c69c	7891.7	0.0		7.8917	0.0000	NA	1	rho_fallback_no_desc	NA	
J1c69d	7891.7	0.0		7.8917	0.0000	NA	1	rho_fallback_no_desc	NA	
J1c6a	9245.6	6602.1	11929.9	9.2456	6.6021	11.9299	2	rho_fallback_no_desc	NA	
J1c6a'k	14766.0	12040.3	17530.4	14.766	12.0403	17.5304	2	rho_fallback_no_desc	low	ci_exceeds_ancestor
J1c6d	7891.7	0.0		7.8917	0.0000	NA	1	rho_fallback_no_desc	NA	
J1c6d2		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c6d3		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c6e		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c6f		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c6g		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c6h		4101.0			4.1010	NA	0	single_child_interpolation	NA	
J1c6h1		2050.5			2.0505	NA	0	single_child_interpolation	NA	
J1c6h1a		1025.2			1.0252	NA	0	single_child_interpolation	NA	
J1c6h1a1		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c6h1a1^		512.6			0.5126	NA	0	single_child_interpolation	NA	
J1c6i		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c6k		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c6l		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c7	12676.5	10780.9	14591.6	12.6765	10.7809	14.5916	12	rho_direct	NA	
J1c7+16092	11859.7	9214.1	14544.0	11.8597	9.2141	14.5440	11	rho_direct	NA	
J1c74		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c75		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c76		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c77		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c78		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c79		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c7_16092_152	11859.7	9214.1	14544.0	11.8597	9.2141	14.5440	0	ancestor_only	NA	
J1c7a	8229.1	5708.5	10787.7	8.2291	5.7085	10.7877	8	rho_fallback_no_desc	NA	
J1c7a+16092	8431.9	6459.3	10427.6	8.4319	6.4593	10.4276	5	rho_fallback_no_desc	low	ci_exceeds_ancestor
J1c7a+189		2854.2			2.8542	NA	0	single_child_interpolation	NA	
J1c7a11		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c7a12		3229.7			3.2296	NA	0	single_child_interpolation	NA	
J1c7a12a		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c7a15		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c7a16		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c7a17		0.0			0.0000	NA	0	single_child_interpolation	NA	
J1c7a17_207	11859.7	9214.1	14544.0	11.8597	9.2141	14.5440	0	ancestor_only	NA	
J1c7a18		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c7a19		0.0			0.0000	NA	0	single_child_interpolation	NA	
J1c7a19_189	11859.7	9214.1	14544.0	11.8597	9.2141	14.5440	0	ancestor_only	NA	
J1c7a2	7891.7	0.0		7.8917	0.0000	NA	1	rho_fallback_no_desc	NA	
J1c7a20		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c7a21		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c7a22		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c7a23		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c7a24		3229.7			3.2296	NA	0	single_child_interpolation	NA	
J1c7a24_10915	11859.7	9214.1	14544.0	11.8597	9.2141	14.5440	0	ancestor_only	NA	
J1c7a2a		0.0			0.0000	NA	1	single_child_interpolation	NA	
J1c7a2a_16261	11859.7	9214.1	14544.0	11.8597	9.2141	14.5440	0	ancestor_only	NA	
J1c7a2b		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c7a2c		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c7a3		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c7a31		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c7a31_16192	11859.7	9214.1	14544.0	11.8597	9.2141	14.5440	0	ancestor_only	NA	
J1c7a31_16519	11859.7	9214.1	14544.0	11.8597	9.2141	14.5440	0	ancestor_only	NA	
J1c7a31b		0.0			0.0000	NA	0	single_child_interpolation	NA	
J1c7a31b1		0.0			0.0000	NA	0	single_child_interpolation	NA	
J1c7a31b1a		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c7a31c		0.0			0.0000	NA	0	single_child_interpolation	NA	
J1c7a31c1		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c7a31d		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c7a31e		0.0			0.0000	NA	0	single_child_interpolation	NA	
J1c7a31e1		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c7a31f		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c7a31f1		0.0			0.0000	NA	0	single_child_interpolation	NA	
J1c7a31f1a		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c7a31f2		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c7a31g		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c7a31h		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c7a31i		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c7a31j		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c7a31k		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c7a31l		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c7a32		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c7a35		2854.2			2.8542	NA	0	single_child_interpolation	NA	
J1c7a35a		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c7a36		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c7a36_16092	11859.7	9214.1	14544.0	11.8597	9.2141	14.5440	0	ancestor_only	NA	
J1c7a36a		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c7a38		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c7a40		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c7a51		2854.2			2.8542	NA	0	single_child_interpolation	NA	
J1c7a51a		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c7a52		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c7a52_16189	11859.7	9214.1	14544.0	11.8597	9.2141	14.5440	0	ancestor_only	NA	
J1c7a52a		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c7a54		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c7a54^		807.4			0.8074	NA	0	single_child_interpolation	NA	
J1c7a54^^		1614.8			1.6148	NA	0	single_child_interpolation	NA	
J1c7a54^^^		3229.7			3.2296	NA	0	single_child_interpolation	NA	
J1c7a55		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c7a56		0.0			0.0000	NA	0	single_child_interpolation	NA	
J1c7a56a		0.0			0.0000	NA	0	single_child_interpolation	NA	
J1c7a56a1		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c7a57		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c7a59		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c7a6		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
"J1c7a6""56"		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c7a6^		0.0			0.0000	NA	0	single_child_interpolation	NA	
J1c7a7	5216.4	5216.4	5216.4	5.2164	5.2164	5.2164	2	rho_fallback_no_desc	NA	
J1c7a7a		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c7a7b		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
J1c7a_16092_16261	11859.7	9214.1	14544.0	11.8597	9.2141	14.5440	0	ancestor_only	NA	
J1c7a_16092_2392	11859.7	9214.1	14544.0	11.8597	9.2141	14.5440	0	ancestor_only	NA	
