haplogroup	n_samples	rho_age_kya	rho_ci95_lower_kya	rho_ci95_upper_kya	confidence	ml_age_kya	ml_ci95_lower_kya	ml_ci95_upper_kya	calibration_method	diff_kya	rel_diff_pct
A2af1b1	5.0	12.8151	10.7927	14.8595	low	12.8151	10.7927	14.8595	rho_fallback_no_desc	0.0	0.0
A2af1b1a	2.0	3.8953	1.3387	6.4951	very_low	3.8953	1.3387	6.4951	rho_fallback_no_desc	0.0	0.0
A2af1b1b	2.0	6.5486	3.9479	9.1912	very_low	6.5486	3.9479	9.1912	rho_fallback_no_desc	0.0	0.0
A2af1b1c	1.0	5.2164			no_ci	5.2164	0.0		rho_fallback_no_desc	0.0	0.0
A2af1b2	2.0	7.8917	7.8917	7.8917	very_low	10.0138	7.1576		single_child_interpolation	2.1220999999999997	26.890277126601358
A2af1b2^	2.0	21.8918	21.8918	21.8918	very_low	14.8113	14.3153	15.3118	single_child_interpolation	-7.080500000000001	32.343160452772274
A2af1b2^^	2.0	21.8918	21.8918	21.8918	very_low	21.7309	20.7388	22.7318	single_child_interpolation	-0.1609000000000016	0.7349783937364749
A2af1b2a	1.0	5.2164			no_ci	5.2164	0.0		rho_fallback_no_desc	0.0	0.0
A2af1b4	1.0	5.2164			no_ci	5.2164	0.0		rho_fallback_no_desc	0.0	0.0
A2af1b5	1.0	19.0125			no_ci	19.0125	0.0		rho_fallback_no_desc	0.0	0.0
A2af1b5a	0.0				no_ci		0.0		rho_fallback_no_desc		
A2af1b5b	1.0	10.6101			no_ci	10.6101	0.0		rho_fallback_no_desc	0.0	0.0
A2af1b6	0.0				no_ci		0.0		rho_fallback_no_desc		
A2af1c	0.0				no_ci		0.0		rho_fallback_no_desc		
A2af2	1.0	13.3705			no_ci	13.3705	0.0		rho_fallback_no_desc	0.0	0.0
A2af2^	1.0	24.8086			no_ci	20.2878	12.2523		single_child_interpolation	-4.520799999999998	18.222713091427963
A2ag	2.0	11.9851	4.0532	20.2747	very_low	17.4322	10.3713		single_child_interpolation	5.4471000000000025	45.44893242442702
A2ag1	1.0	13.3705			no_ci	13.3705	0.0		rho_fallback_no_desc	0.0	0.0
A2ah	4.0	14.766	12.0403	17.5304	low	16.052	15.6764	16.4288	single_child_interpolation	1.2859999999999996	8.709196803467423
A2ah2	2.0	10.6101	10.6101	10.6101	very_low	10.6101	10.6101	10.6101	rho_fallback_no_desc	0.0	0.0
A2ah2a	2.0	5.2164	5.2164	5.2164	very_low		5.3051		single_child_interpolation		
A2ah2a2	0.0				no_ci		0.0		rho_fallback_no_desc		
A2ah2b	0.0				no_ci		0.0		rho_fallback_no_desc		
A2ah2c	0.0				no_ci		0.0		rho_fallback_no_desc		
A2ai	4.0	11.2963	7.9371	14.7188	low	11.2963	7.9371	14.7188	rho_fallback_no_desc	0.0	0.0
A2ai1	1.0	13.3705			no_ci	13.3705	0.0		rho_fallback_no_desc	0.0	0.0
A2ai1a	0.0				no_ci		0.0		rho_fallback_no_desc		
A2ai1b	0.0				no_ci		0.0		rho_fallback_no_desc		
A2ai2	0.0				no_ci		0.0		rho_fallback_no_desc		
A2ai2^	0.0				no_ci		3.9686		single_child_interpolation		
A2ai4	2.0	5.2164	5.2164	5.2164	very_low		3.9686		single_child_interpolation		
A2ai4+16325	0.0				no_ci						
A2ai4_16325						21.1028	18.5757	23.6591	ancestor_only		
A2aj	3.0	6.995	5.2518	8.7569	low	6.995	5.2518	8.7569	rho_fallback_no_desc	0.0	0.0
A2aj'cq	3.0	20.9279	19.0506	22.8212	low	20.9279	19.0506	22.8212	rho_fallback_no_desc	0.0	0.0
A2aj'cq'cr	3.0	26.7732	24.8477	28.714	low	26.7732	24.8477	28.714	rho_fallback_no_desc	0.0	0.0
A2aj'cq'cr^	3.0	29.7498	27.8011	31.7131	low	25.7909	23.9221	27.6743	single_child_interpolation	-3.9589	13.307316351706566
A2aj'cq^	3.0	23.8322	21.9305	25.7496	low	23.8506	21.9492	25.7676	single_child_interpolation	0.01839999999999975	0.07720646855934303
A2aj+16189	0.0				no_ci						
A2aj1	1.0	5.2164			no_ci		2.6259		single_child_interpolation		
A2aj1+16519	0.0				no_ci						
A2aj1_16519						21.4939	20.7427	22.2475	ancestor_only		
A2aj^	3.0	15.2335	13.4076	17.0765	low	13.9615	12.1512	15.789	single_child_interpolation	-1.2720000000000002	8.350018052318903
A2aj_16189						21.4939	20.7427	22.2475	ancestor_only		
A2ak	3.0	18.0612	14.3743	21.8146	low	18.0612	14.3743	21.8146	rho_fallback_no_desc	0.0	0.0
A2ak2	2.0	13.3705	13.3705	13.3705	very_low	13.3705	13.3705	13.3705	rho_fallback_no_desc	0.0	0.0
A2ak2a	2.0	7.8917	7.8917	7.8917	very_low	7.8917	7.8917	7.8917	rho_fallback_no_desc	0.0	0.0
A2ak2a+16311	0.0				no_ci						
A2ak2a1	0.0				no_ci		0.0		rho_fallback_no_desc		
A2ak2a_16311						21.4939	20.7427	22.2475	ancestor_only		
A2ak2b	0.0				no_ci		0.0		rho_fallback_no_desc		
A2ak3	0.0				no_ci		0.0		rho_fallback_no_desc		
A2ak3a	0.0				no_ci		0.0		rho_fallback_no_desc		
A2ak3b	0.0				no_ci		0.0		rho_fallback_no_desc		
A2ak3c	0.0				no_ci		0.0		rho_fallback_no_desc		
A2ak3d	0.0				no_ci		0.0		rho_fallback_no_desc		
A2al	5.0	17.3033	15.0913	19.5394	low	17.3033	15.0913	19.5394	rho_fallback_no_desc	0.0	0.0
A2al1	0.0				no_ci		0.0		rho_fallback_no_desc		
A2al1'3	0.0				no_ci		0.0		rho_fallback_no_desc		
A2al2	0.0				no_ci		0.0		rho_fallback_no_desc		
A2al3	0.0				no_ci		0.0		rho_fallback_no_desc		
A2am	7.0	8.2774	7.5222	9.036	low	8.2774	7.5222	9.036	rho_fallback_no_desc	0.0	0.0
A2am+16291	0.0				no_ci						
A2am2	0.0				no_ci		0.0		rho_fallback_no_desc		
A2am3	0.0				no_ci		0.0		rho_fallback_no_desc		
A2am3^	0.0				no_ci		3.7611		single_child_interpolation		
A2am^	7.0	11.0019	10.2348	11.7723	low	13.982	12.0255	15.9637	single_child_interpolation	2.9801	27.08713949408739
A2am_16291						19.6866	16.5287	22.8915	ancestor_only		
A2an	2.0	16.1717	10.7197	21.7759	very_low	17.4322	10.3713		single_child_interpolation	1.2605000000000004	7.794480481334679
A2an1	1.0	7.8917			no_ci	7.8917	0.0		rho_fallback_no_desc	0.0	0.0
A2an1^	1.0	13.3705			no_ci	12.662	5.1857		single_child_interpolation	-0.708499999999999	5.298979095770533
A2ao	3.0	16.1717	13.0048	19.3893	low	16.1717	13.0048	19.3893	rho_fallback_no_desc	0.0	0.0
A2ao1	2.0	10.6101	5.3225	16.0588	very_low	12.0317	6.5024		single_child_interpolation	1.4216000000000015	13.398554207783164
A2ao1a	1.0	7.8917			no_ci	7.8917	0.0		rho_fallback_no_desc	0.0	0.0
A2ao4	0.0				no_ci		0.0		rho_fallback_no_desc		
A2ao5	1.0	10.6101			no_ci	10.6101	0.0		rho_fallback_no_desc	0.0	0.0
A2ao5a	0.0				no_ci		0.0		rho_fallback_no_desc		
A2ao5b	0.0				no_ci		0.0		rho_fallback_no_desc		
A2ao5c	0.0				no_ci		0.0		rho_fallback_no_desc		
A2ao5d	1.0	2.5854			no_ci	2.5854	0.0		rho_fallback_no_desc	0.0	0.0
A2ap	4.0	16.1717	11.1885	21.2818	low	16.1717	11.1885	21.2818	rho_fallback_no_desc	0.0	0.0
A2ap1	3.0	12.4458	6.0438	19.0763	low	12.4458	6.0438	19.0763	rho_fallback_no_desc	0.0	0.0
A2ap1b	1.0	16.1717			no_ci	12.9081	3.0219		single_child_interpolation	-3.263600000000002	20.180933358892396
A2ap1b1	1.0	13.3705			no_ci	13.3705	0.0		rho_fallback_no_desc	0.0	0.0
A2ap1c	0.0				no_ci		0.0		rho_fallback_no_desc		
A2ap1d	0.0				no_ci		0.0		rho_fallback_no_desc		
A2ap2	0.0				no_ci		0.0		rho_fallback_no_desc		
A2ap2a	0.0				no_ci		0.0		rho_fallback_no_desc		
A2ap2b	0.0				no_ci		0.0		single_child_interpolation		
A2ap2b1	0.0				no_ci		0.0		rho_fallback_no_desc		
A2ap3	1.0	10.6101			no_ci	10.6101	0.0		rho_fallback_no_desc	0.0	0.0
A2ap4	0.0				no_ci		0.0		rho_fallback_no_desc		
A2ap4a	0.0				no_ci		0.0		rho_fallback_no_desc		
A2ap4b	0.0				no_ci		0.0		rho_fallback_no_desc		
A2ap4c	0.0				no_ci		0.0		rho_fallback_no_desc		
A2aq	2.0	9.2456	6.6021	11.9299	very_low		7.9985		single_child_interpolation		
"A2aq""ix"	3.0	20.9279	15.9971	25.9714	low	20.9279	15.9971	25.9714	rho_fallback_no_desc	0.0	0.0
A2aq1	0.0				no_ci		0.0		rho_fallback_no_desc		
A2as	11.0	9.6167	7.9712	11.2777	medium	14.2039	13.0187	15.3982	single_child_interpolation	4.587200000000001	47.700354591491894
A2as1	11.0	6.9138	5.2947	8.5489	medium	11.7247	9.8104	13.664	single_child_interpolation	4.8109	69.58402036506696
A2as1a	2.0	9.2456	6.6021	11.9299	very_low	9.1367	6.8792	11.4276	single_child_interpolation	-0.10890000000000022	1.1778575754953733
A2as1a1	2.0	6.5486	3.9479	9.1912	very_low	6.5486	3.9479	9.1912	rho_fallback_no_desc	0.0	0.0
A2au	0.0				no_ci		0.0		rho_fallback_no_desc		
A2au1	0.0				no_ci		0.0		single_child_interpolation		
A2au1a	0.0				no_ci		0.0		rho_fallback_no_desc		
A2au2	0.0				no_ci		0.0		rho_fallback_no_desc		
A2au3	0.0				no_ci		0.0		rho_fallback_no_desc		
A2au4	0.0				no_ci		0.0		rho_fallback_no_desc		
A2av	0.0				no_ci		10.3713		single_child_interpolation		
A2av3	0.0				no_ci		0.0		rho_fallback_no_desc		
A2ax	1.0	13.3705			no_ci	13.3705	0.0		rho_fallback_no_desc	0.0	0.0
A2ax1	0.0				no_ci		0.0		rho_fallback_no_desc		
A2ax1b	0.0				no_ci		0.0		rho_fallback_no_desc		
A2ax1c	0.0				no_ci		0.0		rho_fallback_no_desc		
A2ax3	1.0	10.6101			no_ci	10.6311	0.0		single_child_interpolation	0.021000000000000796	0.19792461899511593
A2ax3a	1.0	7.8917			no_ci		0.0		single_child_interpolation		
A2ax3a1	0.0				no_ci		0.0		rho_fallback_no_desc		
A2ay	0.0				no_ci		0.0		rho_fallback_no_desc		
A2az	0.0				no_ci		10.3713		single_child_interpolation		
A2az3	0.0				no_ci		0.0		rho_fallback_no_desc		
A2az3a	0.0				no_ci		0.0		single_child_interpolation		
A2az3a1	0.0				no_ci		0.0		single_child_interpolation		
A2az3a1a	0.0				no_ci		0.0		rho_fallback_no_desc		
A2az3b	0.0				no_ci		0.0		single_child_interpolation		
A2az3b1	0.0				no_ci		0.0		rho_fallback_no_desc		
A2b	22.0	10.1127	8.915	11.3185	medium	14.6254	13.6621	15.594	single_child_interpolation	4.512700000000001	44.62408654464189
A2b1	20.0	7.7569	6.5815	8.9405	medium	7.7569	6.5815	8.9405	rho_direct	0.0	0.0
A2b1+709	1.0	5.2164			no_ci						
A2b1_709						7.7569	6.5815	8.9405	ancestor_only		
A2b1a	3.0	6.1033	4.3696	7.8557	low	6.1033	4.3696	7.8557	rho_fallback_no_desc	0.0	0.0
A2b1b	1.0	7.8917			no_ci	6.4867	3.2908		single_child_interpolation	-1.4050000000000002	17.803515085469545
A2b1b1	1.0	5.2164			no_ci	5.2164	0.0		rho_fallback_no_desc	0.0	0.0
A2b1c	0.0				no_ci		0.0		rho_fallback_no_desc		
A2b1d	1.0	7.8917			no_ci		3.2908		single_child_interpolation		
A2b1d1	0.0				no_ci		0.0		rho_fallback_no_desc		
A2b1e	0.0				no_ci		0.0		rho_fallback_no_desc		
A2b1f	1.0	5.2164			no_ci	5.2164	0.0		rho_fallback_no_desc	0.0	0.0
A2bb	0.0				no_ci		0.0		rho_fallback_no_desc		
A2bb'gm	0.0				no_ci		0.0		rho_fallback_no_desc		
A2bc	0.0				no_ci		0.0		rho_fallback_no_desc		
A2bc'br	0.0				no_ci		0.0		rho_fallback_no_desc		
A2bc1	0.0				no_ci		0.0		rho_fallback_no_desc		
A2bc2	0.0				no_ci		0.0		single_child_interpolation		
A2bc2a	0.0				no_ci		0.0		rho_fallback_no_desc		
A2bc3	0.0				no_ci		0.0		rho_fallback_no_desc		
A2bd	0.0				no_ci		10.3713		single_child_interpolation		
A2bd3	0.0				no_ci		0.0		rho_fallback_no_desc		
A2bd3a	0.0				no_ci		0.0		single_child_interpolation		
A2bd3a1	0.0				no_ci		0.0		single_child_interpolation		
A2bd3a1a	0.0				no_ci		0.0		rho_fallback_no_desc		
A2bd3b	0.0				no_ci		0.0		rho_fallback_no_desc		
A2bd3b'c	0.0				no_ci		0.0		rho_fallback_no_desc		
A2bd3b'c+3999	0.0				no_ci						
A2bd3b_c_3999						21.4939	20.7427	22.2475	ancestor_only		
A2bd3c	0.0				no_ci		0.0		rho_fallback_no_desc		
A2be	0.0				no_ci		0.0		rho_fallback_no_desc		
A2be1	0.0				no_ci		0.0		rho_fallback_no_desc		
A2be2	0.0				no_ci		0.0		rho_fallback_no_desc		
A2bf	1.0	16.1717			no_ci	16.1717	0.0		rho_fallback_no_desc	0.0	0.0
A2bf+6221	1.0	13.3705			no_ci						
A2bf1	0.0				no_ci		0.0		rho_fallback_no_desc		
A2bf1+152	0.0				no_ci						
A2bf1_152						21.4939	20.7427	22.2475	ancestor_only		
A2bf1a	0.0				no_ci		0.0		single_child_interpolation		
A2bf1a1	0.0				no_ci		0.0		rho_fallback_no_desc		
A2bf2	0.0				no_ci		0.0		rho_fallback_no_desc		
A2bf_6221						21.4939	20.7427	22.2475	ancestor_only		
A2bg	0.0				no_ci		0.0		rho_fallback_no_desc		
A2bg+16192	0.0				no_ci						
A2bg2	0.0				no_ci		0.0		rho_fallback_no_desc		
A2bg_16192						21.4939	20.7427	22.2475	ancestor_only		
A2bh	1.0	16.1717			no_ci	16.1717	0.0		rho_fallback_no_desc	0.0	0.0
A2bh1	0.0				no_ci		0.0		rho_fallback_no_desc		
"A2bh1""10"	0.0				no_ci		0.0		rho_fallback_no_desc		
"A2bh1""9"	0.0				no_ci		0.0		rho_fallback_no_desc		
A2bh10	0.0				no_ci		0.0		rho_fallback_no_desc		
A2bh2	1.0	7.8917			no_ci		0.0		single_child_interpolation		
A2bh2a	0.0				no_ci		0.0		rho_fallback_no_desc		
A2bh4	0.0				no_ci		0.0		rho_fallback_no_desc		
A2bh5	0.0				no_ci		0.0		single_child_interpolation		
A2bh5+146	0.0				no_ci						
A2bh5_146						21.4939	20.7427	22.2475	ancestor_only		
A2bh6	0.0				no_ci		0.0		single_child_interpolation		
A2bh6a	0.0				no_ci		0.0		rho_fallback_no_desc		
A2bh7	0.0				no_ci		0.0		rho_fallback_no_desc		
A2bh8	0.0				no_ci		0.0		rho_fallback_no_desc		
A2bh9	0.0				no_ci		0.0		rho_fallback_no_desc		
A2bi	1.0	21.8918			no_ci	21.8918	0.0		rho_fallback_no_desc	0.0	0.0
A2bp	1.0	19.0125			no_ci	19.0125	0.0		rho_fallback_no_desc	0.0	0.0
A2bp1	0.0				no_ci		0.0		rho_fallback_no_desc		
A2bp2	1.0	7.8917			no_ci	7.8917	0.0		rho_fallback_no_desc	0.0	0.0
A2bq	0.0				no_ci		0.0		rho_fallback_no_desc		
A2bq'go	1.0	13.3705			no_ci	13.3705	0.0		rho_fallback_no_desc	0.0	0.0
A2bq2	0.0				no_ci		0.0		rho_fallback_no_desc		
A2bq3	0.0				no_ci		0.0		rho_fallback_no_desc		
A2bq4	0.0				no_ci		0.0		single_child_interpolation		
A2bq4a	0.0				no_ci		0.0		rho_fallback_no_desc		
A2br	0.0				no_ci		0.0		rho_fallback_no_desc		
A2bs	0.0				no_ci		0.0		rho_fallback_no_desc		
A2bs'jp	0.0				no_ci		0.0		rho_fallback_no_desc		
A2bt	0.0				no_ci		0.0		rho_fallback_no_desc		
A2bt'bu	0.0				no_ci		0.0		rho_fallback_no_desc		
A2bt1	0.0				no_ci		0.0		rho_fallback_no_desc		
A2bt2	0.0				no_ci		0.0		rho_fallback_no_desc		
A2bu	0.0				no_ci		0.0		rho_fallback_no_desc		
A2bv	1.0	24.8086			no_ci	24.8086	0.0		rho_fallback_no_desc	0.0	0.0
A2bv2	0.0				no_ci		0.0		rho_fallback_no_desc		
A2bv2a	0.0				no_ci		0.0		rho_fallback_no_desc		
A2bv2b	0.0				no_ci		0.0		rho_fallback_no_desc		
A2bv3	1.0	19.0125			no_ci	20.4901	0.0		single_child_interpolation	1.4776000000000025	7.771729125575293
A2bv3a	1.0	16.1717			no_ci	16.1717	0.0		rho_fallback_no_desc	0.0	0.0
A2bv^	1.0	27.7615			no_ci	23.1513	10.3713		single_child_interpolation	-4.6102000000000025	16.606451380508986
A2bw	0.0				no_ci		0.0		rho_fallback_no_desc		
A2bw'hr	0.0				no_ci		0.0		rho_fallback_no_desc		
A2bx	0.0				no_ci		0.0		rho_fallback_no_desc		
A2bx1	0.0				no_ci		0.0		single_child_interpolation		
A2bx1a	0.0				no_ci		0.0		single_child_interpolation		
A2bx1a1	0.0				no_ci		0.0		rho_fallback_no_desc		
A2bx2	0.0				no_ci		0.0		single_child_interpolation		
A2bx2a	0.0				no_ci		0.0		rho_fallback_no_desc		
A2by	0.0				no_ci		5.1857		single_child_interpolation		
A2by1	0.0				no_ci		0.0		rho_fallback_no_desc		
A2by^	0.0				no_ci		10.3713		single_child_interpolation		
A2bz	1.0	7.8917			no_ci		0.0		single_child_interpolation		
A2bz'dg'hh	1.0	19.0125			no_ci	19.0125	0.0		rho_fallback_no_desc	0.0	0.0
A2bz2	0.0				no_ci		0.0		rho_fallback_no_desc		
A2c	2.0	17.5872	14.8221	20.3898	very_low	17.5872	14.8221	20.3898	rho_fallback_no_desc	0.0	0.0
A2c1	0.0				no_ci		0.0		rho_fallback_no_desc		
A2c10	0.0				no_ci		0.0		rho_fallback_no_desc		
A2c11	1.0	5.2164			no_ci	5.2164	0.0		rho_fallback_no_desc	0.0	0.0
A2c12	0.0				no_ci		0.0		rho_fallback_no_desc		
A2c13	0.0				no_ci		0.0		rho_fallback_no_desc		
A2c14	0.0				no_ci		0.0		rho_fallback_no_desc		
A2c15	0.0				no_ci		0.0		rho_fallback_no_desc		
A2c16	0.0				no_ci		0.0		rho_fallback_no_desc		
A2c1a	0.0				no_ci		0.0		rho_fallback_no_desc		
A2c1b	0.0				no_ci		0.0		rho_fallback_no_desc		
A2c2	0.0				no_ci		0.0		single_child_interpolation		
"A2c2""16"	1.0	13.3705			no_ci	13.3705	0.0		rho_fallback_no_desc	0.0	0.0
A2c2a	0.0				no_ci		0.0		rho_fallback_no_desc		
A2c3	0.0				no_ci		0.0		rho_fallback_no_desc		
A2c3a	0.0				no_ci		0.0		single_child_interpolation		
A2c3a+16278	0.0				no_ci						
A2c3a_16278						21.4939	20.7427	22.2475	ancestor_only		
A2c3b	0.0				no_ci		0.0		rho_fallback_no_desc		
A2c4	1.0	16.1717			no_ci	14.0987	7.4111		single_child_interpolation	-2.073000000000002	12.818689438958192
A2c4a	1.0	10.6101			no_ci	10.6101	0.0		rho_fallback_no_desc	0.0	0.0
A2c5	0.0				no_ci		0.0		rho_fallback_no_desc		
A2c6	0.0				no_ci		0.0		single_child_interpolation		
A2c6+16092	0.0				no_ci						
A2c6_16092						21.4939	20.7427	22.2475	ancestor_only		
A2c7	0.0				no_ci		0.0		rho_fallback_no_desc		
A2c7+16519	0.0				no_ci						
A2c7_16519						21.4939	20.7427	22.2475	ancestor_only		
A2c7a	0.0				no_ci		0.0		single_child_interpolation		
A2c7a1	0.0				no_ci		0.0		rho_fallback_no_desc		
A2c8	0.0				no_ci		0.0		rho_fallback_no_desc		
A2c9	0.0				no_ci		0.0		rho_fallback_no_desc		
A2ca	2.0	7.8917	7.8917	7.8917	very_low	7.8917	7.8917	7.8917	rho_fallback_no_desc	0.0	0.0
A2ca'q1	4.0	23.3456	13.029	34.1457	low	23.3456	13.029	34.1457	rho_fallback_no_desc	0.0	0.0
A2cb	0.0				no_ci		0.0		single_child_interpolation		
A2cb'cc	0.0				no_ci		0.0		rho_fallback_no_desc		
A2cb1	0.0				no_ci		0.0		rho_fallback_no_desc		
A2cc	0.0				no_ci		0.0		rho_fallback_no_desc		
A2cd	0.0				no_ci		0.0		rho_fallback_no_desc		
A2cd1	0.0				no_ci		0.0		rho_fallback_no_desc		
A2cd2	0.0				no_ci		0.0		rho_fallback_no_desc		
A2ce	2.0	35.2955	26.4578	44.4141	very_low	35.2955	26.4578	44.4141	rho_fallback_no_desc	0.0	0.0
A2ce1	1.0	27.7615			no_ci	27.7615	0.0		rho_fallback_no_desc	0.0	0.0
A2ce1^	2.0	26.2806	17.7577	35.1122	very_low	31.5285	13.2289		single_child_interpolation	5.247900000000001	19.968722175292807
A2ce1a	0.0				no_ci		0.0		rho_fallback_no_desc		
A2ce1a^	0.0				no_ci		0.0		single_child_interpolation		
A2ce1b	1.0	13.3705			no_ci	13.3705	0.0		rho_fallback_no_desc	0.0	0.0
A2ce2	0.0				no_ci		13.2289		single_child_interpolation		
A2ce2a	0.0				no_ci		6.6144		single_child_interpolation		
A2ce2a1	0.0				no_ci		0.0		rho_fallback_no_desc		
A2cg	0.0				no_ci		0.0		rho_fallback_no_desc		
A2ch	0.0				no_ci		0.0		rho_fallback_no_desc		
A2ch^	0.0				no_ci		10.3713		single_child_interpolation		
A2ci	0.0				no_ci		10.3713		single_child_interpolation		
A2ci1	0.0				no_ci		5.1857		single_child_interpolation		
A2ci1a	0.0				no_ci		2.5928		single_child_interpolation		
A2ci1a1	0.0				no_ci		0.0		rho_fallback_no_desc		
A2cj	0.0				no_ci		0.0		rho_fallback_no_desc		
A2cj^	0.0				no_ci		10.3713		single_child_interpolation		
A2cl	0.0				no_ci		0.0		single_child_interpolation		
A2cl'cm	0.0				no_ci		0.0		rho_fallback_no_desc		
A2cl1	0.0				no_ci		0.0		single_child_interpolation		
A2cl1a	0.0				no_ci		0.0		rho_fallback_no_desc		
A2cm	0.0				no_ci		0.0		single_child_interpolation		
A2cm1	0.0				no_ci		0.0		rho_fallback_no_desc		
A2cn	3.0	7.8917	4.8676	10.971	low	7.8917	4.8676	10.971	rho_fallback_no_desc	0.0	0.0
A2co	1.0	7.8917			no_ci	7.8917	0.0		rho_fallback_no_desc	0.0	0.0
A2cp	0.0				no_ci		0.0		rho_fallback_no_desc		
A2cp^	0.0				no_ci		5.1857		single_child_interpolation		
A2cp^^	0.0				no_ci		10.3713		single_child_interpolation		
A2cq	0.0				no_ci		0.0		rho_fallback_no_desc		
A2cr	0.0				no_ci		12.4238		single_child_interpolation		
A2cr1	0.0				no_ci		0.0		rho_fallback_no_desc		
A2cs	0.0				no_ci		0.0		rho_fallback_no_desc		
A2ct	0.0				no_ci		0.0		rho_fallback_no_desc		
A2cu	1.0	24.8086			no_ci	24.8086	0.0		rho_fallback_no_desc	0.0	0.0
A2cu1	0.0				no_ci		0.0		single_child_interpolation		
A2cu1a	0.0				no_ci		0.0		rho_fallback_no_desc		
A2cu2	1.0	21.8918			no_ci	21.8918	0.0		rho_fallback_no_desc	0.0	0.0
A2cu2a	0.0				no_ci		0.0		rho_fallback_no_desc		
A2cu2b	0.0				no_ci		0.0		rho_fallback_no_desc		
A2cu2c	1.0	10.6101			no_ci	10.6101	0.0		rho_fallback_no_desc	0.0	0.0
A2cu3	0.0				no_ci		0.0		rho_fallback_no_desc		
A2cu3a	0.0				no_ci		0.0		rho_fallback_no_desc		
A2cu3b	0.0				no_ci		0.0		rho_fallback_no_desc		
A2cu4	0.0				no_ci		0.0		rho_fallback_no_desc		
A2cv	0.0				no_ci		0.0		rho_fallback_no_desc		
A2cv1	0.0				no_ci		0.0		rho_fallback_no_desc		
A2cv2	0.0				no_ci		0.0		rho_fallback_no_desc		
A2cw	1.0	19.0125			no_ci	19.0125	0.0		rho_fallback_no_desc	0.0	0.0
A2cw1	0.0				no_ci		0.0		rho_fallback_no_desc		
A2cw2	0.0				no_ci		0.0		rho_fallback_no_desc		
A2cw2a	0.0				no_ci		0.0		rho_fallback_no_desc		
A2cw2b	0.0				no_ci		0.0		rho_fallback_no_desc		
A2cw3	1.0	16.1717			no_ci	16.1717	0.0		rho_fallback_no_desc	0.0	0.0
A2cw3a	0.0				no_ci		0.0		rho_fallback_no_desc		
A2cw3b	1.0	10.6101			no_ci	10.6101	0.0		rho_fallback_no_desc	0.0	0.0
A2cw3b1	1.0	7.8917			no_ci	7.8917	0.0		rho_fallback_no_desc	0.0	0.0
A2cw3b2	0.0				no_ci		0.0		rho_fallback_no_desc		
A2cy	5.0	15.6082	12.9255	18.3277	low	15.6082	12.9255	18.3277	rho_fallback_no_desc	0.0	0.0
A2cy1	0.0				no_ci		0.0		rho_fallback_no_desc		
A2cy2	0.0				no_ci		6.4627		single_child_interpolation		
A2cy2a	0.0				no_ci		0.0		rho_fallback_no_desc		
A2cy3	0.0				no_ci		0.0		rho_fallback_no_desc		
A2cz	0.0				no_ci		0.0		rho_fallback_no_desc		
A2cz^	1.0	13.3705			no_ci		10.3713		single_child_interpolation		
A2d	13.0	17.6965	14.0719	21.3857	medium	17.6965	14.0719	21.3857	rho_direct	0.0	0.0
A2d+466	1.0	21.8918			no_ci	16.9341	7.0359		single_child_interpolation	-4.957699999999999	22.646379009492136
A2d1	4.0	14.766	13.1876	16.3574	low	14.766	13.1876	16.3574	rho_fallback_no_desc	0.0	0.0
A2d13	1.0	10.6101			no_ci	10.6101	0.0		rho_fallback_no_desc	0.0	0.0
A2d13'14	1.0	16.1717			no_ci	16.1717	0.0		rho_fallback_no_desc	0.0	0.0
A2d14	0.0				no_ci		0.0		single_child_interpolation		
A2d14a	0.0				no_ci		0.0		rho_fallback_no_desc		
A2d15	0.0				no_ci		0.0		rho_fallback_no_desc		
A2d16	0.0				no_ci		3.518		single_child_interpolation		
A2d16^	0.0				no_ci		7.0359		single_child_interpolation		
A2d16a	0.0				no_ci		0.0		rho_fallback_no_desc		
A2d17	0.0				no_ci		7.0359		single_child_interpolation		
A2d17a	0.0				no_ci		3.518		single_child_interpolation		
A2d17a1	0.0				no_ci		0.0		rho_fallback_no_desc		
A2d1a	2.0	9.2456	6.6021	11.9299	very_low	9.2456	6.6021	11.9299	rho_fallback_no_desc	0.0	0.0
A2d1a2	0.0				no_ci		0.0		rho_fallback_no_desc		
A2d1a3	0.0				no_ci		0.0		rho_fallback_no_desc		
A2d1a4	0.0				no_ci		0.0		rho_fallback_no_desc		
A2d1a^	2.0	11.9851	9.2999	14.71	very_low	12.0058	9.8948	14.1436	single_child_interpolation	0.020700000000001495	0.1727144537801228
A2d1d	1.0	10.6101			no_ci		6.5938		single_child_interpolation		
A2d1d1	0.0				no_ci		0.0		rho_fallback_no_desc		
A2d1d1a	0.0				no_ci		0.0		rho_fallback_no_desc		
A2d1d1a1	0.0				no_ci		0.0		single_child_interpolation		
A2d1d1a1a	0.0				no_ci		0.0		rho_fallback_no_desc		
A2d1d1a2	0.0				no_ci		0.0		rho_fallback_no_desc		
A2d1d1b	0.0				no_ci		0.0		rho_fallback_no_desc		
A2d1d1c	0.0				no_ci		0.0		rho_fallback_no_desc		
A2d1d1d	0.0				no_ci		0.0		rho_fallback_no_desc		
A2d1e	0.0				no_ci		0.0		rho_fallback_no_desc		
A2d1f	1.0	7.8917			no_ci	7.8917	0.0		rho_fallback_no_desc	0.0	0.0
A2d1g	0.0				no_ci		0.0		rho_fallback_no_desc		
A2d2	2.0	11.9851	9.2999	14.71	very_low	11.9851	9.2999	14.71	rho_fallback_no_desc	0.0	0.0
