Category	Group	Window Type	Time Window	Window Start (Years)	Window End (Years)	Feature	Median	Lower 95% HPD	Upper 95% HPD	Directional Posterior Probability	Probability Statement	Reliable Window Coverage	Usable	At Window Boundary
Qinghai-Tibet Plateau Core	Highland	Time Bin	10000-10500 Years	10000	10500	Fluctuation Amplitude	0.10642	0.00804	0.35819			1.000	Yes	
Qinghai-Tibet Plateau Core	Highland	Time Bin	10000-10500 Years	10000	10500	Time of Maximum Expansion	10000.00000	10000.00000	10400.00000	0.300	An expansion occurs within the window	1.000	Yes	Yes
Qinghai-Tibet Plateau Core	Highland	Time Bin	10000-10500 Years	10000	10500	Maximum Expansion Rate	-0.11387	-0.72620	0.38245	0.300	An expansion occurs within the window	1.000	Yes	
Qinghai-Tibet Plateau Core	Highland	Time Bin	10000-10500 Years	10000	10500	Time of Maximum Contraction	10400.00000	10000.00000	10400.00000	0.900	A contraction occurs within the window	1.000	Yes	Yes
Qinghai-Tibet Plateau Core	Highland	Time Bin	10000-10500 Years	10000	10500	Maximum Contraction Rate	-0.25853	-0.83622	0.11896	0.900	A contraction occurs within the window	1.000	Yes	
Sichuan Basin	Sichuan Region	Time Bin	10000-10500 Years	10000	10500	Mean Log Effective Population Size	9.84650	9.15026	10.67315			1.000	Yes	
Sichuan Basin	Sichuan Region	Time Bin	10000-10500 Years	10000	10500	Net Change in Log Effective Population Size	0.59251	-0.07255	1.22544	0.960	Net increase over the window	1.000	Yes	
Sichuan Basin	Sichuan Region	Time Bin	10000-10500 Years	10000	10500	Mean Rate of Change	0.00148	-0.00018	0.00306	0.960	Positive mean rate of change	1.000	Yes	
Sichuan Basin	Sichuan Region	Time Bin	10000-10500 Years	10000	10500	Fluctuation Amplitude	0.59251	0.09240	1.22544			1.000	Yes	
Sichuan Basin	Sichuan Region	Time Bin	10000-10500 Years	10000	10500	Time of Maximum Expansion	10400.00000	10000.00000	10400.00000	1.000	An expansion occurs within the window	1.000	Yes	Yes
Sichuan Basin	Sichuan Region	Time Bin	10000-10500 Years	10000	10500	Maximum Expansion Rate	0.86747	0.30467	1.91343	1.000	An expansion occurs within the window	1.000	Yes	
Sichuan Basin	Sichuan Region	Time Bin	10000-10500 Years	10000	10500	Time of Maximum Contraction	10000.00000	10000.00000	10400.00000	0.105	A contraction occurs within the window	1.000	Yes	Yes
Sichuan Basin	Sichuan Region	Time Bin	10000-10500 Years	10000	10500	Maximum Contraction Rate	0.46323	-0.17966	1.21726	0.105	A contraction occurs within the window	1.000	Yes	
Southern Segment	Corridor Segment	Time Bin	10000-10500 Years	10000	10500	Mean Log Effective Population Size	10.56026	9.19832	11.80611			0.000	No	
Southern Segment	Corridor Segment	Time Bin	10000-10500 Years	10000	10500	Net Change in Log Effective Population Size	0.62148	0.10146	1.14127	0.990	Net increase over the window	0.000	No	
Southern Segment	Corridor Segment	Time Bin	10000-10500 Years	10000	10500	Mean Rate of Change	0.00155	0.00025	0.00285	0.990	Positive mean rate of change	0.000	No	
Southern Segment	Corridor Segment	Time Bin	10000-10500 Years	10000	10500	Fluctuation Amplitude	0.62148	0.18881	1.14127			0.000	No	
Southern Segment	Corridor Segment	Time Bin	10000-10500 Years	10000	10500	Time of Maximum Expansion	10400.00000	10200.00000	10400.00000	1.000	An expansion occurs within the window	0.000	No	Yes
Southern Segment	Corridor Segment	Time Bin	10000-10500 Years	10000	10500	Maximum Expansion Rate	1.42077	0.57341	2.21327	1.000	An expansion occurs within the window	0.000	No	
Southern Segment	Corridor Segment	Time Bin	10000-10500 Years	10000	10500	Time of Maximum Contraction	10000.00000	10000.00000	10400.00000	0.145	A contraction occurs within the window	0.000	No	Yes
Southern Segment	Corridor Segment	Time Bin	10000-10500 Years	10000	10500	Maximum Contraction Rate	0.32091	-0.36813	1.09056	0.145	A contraction occurs within the window	0.000	No	
Western Highland	Highland	Time Bin	10000-10500 Years	10000	10500	Mean Log Effective Population Size	8.87643	8.11257	9.46938			1.000	Yes	
Western Highland	Highland	Time Bin	10000-10500 Years	10000	10500	Net Change in Log Effective Population Size	-0.06926	-0.45120	0.27813	0.300	Net increase over the window	1.000	Yes	
Western Highland	Highland	Time Bin	10000-10500 Years	10000	10500	Mean Rate of Change	-0.00017	-0.00113	0.00070	0.300	Positive mean rate of change	1.000	Yes	
Western Highland	Highland	Time Bin	10000-10500 Years	10000	10500	Fluctuation Amplitude	0.10807	0.00491	0.42159			1.000	Yes	
Western Highland	Highland	Time Bin	10000-10500 Years	10000	10500	Time of Maximum Expansion	10000.00000	10000.00000	10400.00000	0.330	An expansion occurs within the window	1.000	Yes	Yes
Western Highland	Highland	Time Bin	10000-10500 Years	10000	10500	Maximum Expansion Rate	-0.11745	-0.70142	0.70631	0.330	An expansion occurs within the window	1.000	Yes	
Western Highland	Highland	Time Bin	10000-10500 Years	10000	10500	Time of Maximum Contraction	10400.00000	10000.00000	10400.00000	0.860	A contraction occurs within the window	1.000	Yes	Yes
Western Highland	Highland	Time Bin	10000-10500 Years	10000	10500	Maximum Contraction Rate	-0.25803	-0.93568	0.34175	0.860	A contraction occurs within the window	1.000	Yes	
Central Segment	Corridor Segment	Time Bin	10500-11000 Years	10500	11000	Mean Log Effective Population Size	8.61890	8.12881	9.24713			1.000	Yes	
Central Segment	Corridor Segment	Time Bin	10500-11000 Years	10500	11000	Net Change in Log Effective Population Size	-0.02670	-0.28596	0.25056	0.430	Net increase over the window	1.000	Yes	
Central Segment	Corridor Segment	Time Bin	10500-11000 Years	10500	11000	Mean Rate of Change	-0.00007	-0.00071	0.00063	0.430	Positive mean rate of change	1.000	Yes	
Central Segment	Corridor Segment	Time Bin	10500-11000 Years	10500	11000	Fluctuation Amplitude	0.08312	0.00420	0.28596			1.000	Yes	
Central Segment	Corridor Segment	Time Bin	10500-11000 Years	10500	11000	Time of Maximum Expansion	10600.00000	10600.00000	11000.00000	0.585	An expansion occurs within the window	1.000	Yes	Yes
Central Segment	Corridor Segment	Time Bin	10500-11000 Years	10500	11000	Maximum Expansion Rate	0.03091	-0.42346	0.51096	0.585	An expansion occurs within the window	1.000	Yes	
Central Segment	Corridor Segment	Time Bin	10500-11000 Years	10500	11000	Time of Maximum Contraction	11000.00000	10600.00000	11000.00000	0.640	A contraction occurs within the window	1.000	Yes	Yes
Central Segment	Corridor Segment	Time Bin	10500-11000 Years	10500	11000	Maximum Contraction Rate	-0.05882	-0.52337	0.44906	0.640	A contraction occurs within the window	1.000	Yes	
North China	Northern Lowland	Time Bin	10500-11000 Years	10500	11000	Mean Log Effective Population Size	9.42168	9.00004	10.02000			1.000	Yes	
North China	Northern Lowland	Time Bin	10500-11000 Years	10500	11000	Net Change in Log Effective Population Size	-0.06352	-0.44170	0.52418	0.370	Net increase over the window	1.000	Yes	
North China	Northern Lowland	Time Bin	10500-11000 Years	10500	11000	Mean Rate of Change	-0.00016	-0.00110	0.00131	0.370	Positive mean rate of change	1.000	Yes	
North China	Northern Lowland	Time Bin	10500-11000 Years	10500	11000	Fluctuation Amplitude	0.16660	0.00679	0.50808			1.000	Yes	
North China	Northern Lowland	Time Bin	10500-11000 Years	10500	11000	Time of Maximum Expansion	10600.00000	10600.00000	11000.00000	0.415	An expansion occurs within the window	1.000	Yes	Yes
North China	Northern Lowland	Time Bin	10500-11000 Years	10500	11000	Maximum Expansion Rate	-0.05644	-0.60634	0.94240	0.415	An expansion occurs within the window	1.000	Yes	
North China	Northern Lowland	Time Bin	10500-11000 Years	10500	11000	Time of Maximum Contraction	11000.00000	10600.00000	11000.00000	0.795	A contraction occurs within the window	1.000	Yes	Yes
North China	Northern Lowland	Time Bin	10500-11000 Years	10500	11000	Maximum Contraction Rate	-0.29142	-0.80551	0.44222	0.795	A contraction occurs within the window	1.000	Yes	
Northern Segment	Corridor Segment	Time Bin	10500-11000 Years	10500	11000	Mean Log Effective Population Size	9.86229	9.36685	10.60266			1.000	Yes	
Northern Segment	Corridor Segment	Time Bin	10500-11000 Years	10500	11000	Net Change in Log Effective Population Size	-0.06746	-0.36384	0.24772	0.350	Net increase over the window	1.000	Yes	
Northern Segment	Corridor Segment	Time Bin	10500-11000 Years	10500	11000	Mean Rate of Change	-0.00017	-0.00091	0.00062	0.350	Positive mean rate of change	1.000	Yes	
Northern Segment	Corridor Segment	Time Bin	10500-11000 Years	10500	11000	Fluctuation Amplitude	0.10864	0.00303	0.32871			1.000	Yes	
Northern Segment	Corridor Segment	Time Bin	10500-11000 Years	10500	11000	Time of Maximum Expansion	11000.00000	10600.00000	11000.00000	0.425	An expansion occurs within the window	1.000	Yes	Yes
Northern Segment	Corridor Segment	Time Bin	10500-11000 Years	10500	11000	Maximum Expansion Rate	-0.02975	-0.53331	0.42910	0.425	An expansion occurs within the window	1.000	Yes	
Northern Segment	Corridor Segment	Time Bin	10500-11000 Years	10500	11000	Time of Maximum Contraction	10600.00000	10600.00000	11000.00000	0.800	A contraction occurs within the window	1.000	Yes	Yes
Northern Segment	Corridor Segment	Time Bin	10500-11000 Years	10500	11000	Maximum Contraction Rate	-0.19180	-0.80905	0.23535	0.800	A contraction occurs within the window	1.000	Yes	
Panxi and Liangshan	Sichuan Region	Time Bin	10500-11000 Years	10500	11000	Mean Log Effective Population Size	8.30378	7.70569	9.16984			1.000	Yes	
Panxi and Liangshan	Sichuan Region	Time Bin	10500-11000 Years	10500	11000	Net Change in Log Effective Population Size	-0.02159	-0.10730	0.04863	0.270	Net increase over the window	1.000	Yes	
Panxi and Liangshan	Sichuan Region	Time Bin	10500-11000 Years	10500	11000	Mean Rate of Change	-0.00005	-0.00027	0.00012	0.270	Positive mean rate of change	1.000	Yes	
Panxi and Liangshan	Sichuan Region	Time Bin	10500-11000 Years	10500	11000	Fluctuation Amplitude	0.02947	0.00099	0.09744			1.000	Yes	
Panxi and Liangshan	Sichuan Region	Time Bin	10500-11000 Years	10500	11000	Time of Maximum Expansion	10600.00000	10600.00000	11000.00000	0.595	An expansion occurs within the window	1.000	Yes	Yes
Panxi and Liangshan	Sichuan Region	Time Bin	10500-11000 Years	10500	11000	Maximum Expansion Rate	0.04419	-0.27331	0.31407	0.595	An expansion occurs within the window	1.000	Yes	
Panxi and Liangshan	Sichuan Region	Time Bin	10500-11000 Years	10500	11000	Time of Maximum Contraction	11000.00000	10600.00000	11000.00000	0.810	A contraction occurs within the window	1.000	Yes	Yes
Panxi and Liangshan	Sichuan Region	Time Bin	10500-11000 Years	10500	11000	Maximum Contraction Rate	-0.15572	-0.63897	0.13708	0.810	A contraction occurs within the window	1.000	Yes	
Qinghai-Tibet Plateau Core	Highland	Time Bin	10500-11000 Years	10500	11000	Mean Log Effective Population Size	9.21961	8.58407	9.80311			1.000	Yes	
Qinghai-Tibet Plateau Core	Highland	Time Bin	10500-11000 Years	10500	11000	Net Change in Log Effective Population Size	-0.09176	-0.44495	0.19094	0.240	Net increase over the window	1.000	Yes	
Qinghai-Tibet Plateau Core	Highland	Time Bin	10500-11000 Years	10500	11000	Mean Rate of Change	-0.00023	-0.00111	0.00048	0.240	Positive mean rate of change	1.000	Yes	
Qinghai-Tibet Plateau Core	Highland	Time Bin	10500-11000 Years	10500	11000	Fluctuation Amplitude	0.11243	0.00404	0.38677			1.000	Yes	
Qinghai-Tibet Plateau Core	Highland	Time Bin	10500-11000 Years	10500	11000	Time of Maximum Expansion	10800.00000	10600.00000	11000.00000	0.210	An expansion occurs within the window	1.000	Yes	No
Qinghai-Tibet Plateau Core	Highland	Time Bin	10500-11000 Years	10500	11000	Maximum Expansion Rate	-0.16110	-0.68248	0.28899	0.210	An expansion occurs within the window	1.000	Yes	
Qinghai-Tibet Plateau Core	Highland	Time Bin	10500-11000 Years	10500	11000	Time of Maximum Contraction	10600.00000	10600.00000	11000.00000	0.880	A contraction occurs within the window	1.000	Yes	Yes
Qinghai-Tibet Plateau Core	Highland	Time Bin	10500-11000 Years	10500	11000	Maximum Contraction Rate	-0.26918	-0.74196	0.20357	0.880	A contraction occurs within the window	1.000	Yes	
Sichuan Basin	Sichuan Region	Time Bin	10500-11000 Years	10500	11000	Mean Log Effective Population Size	9.21461	8.84753	9.66695			1.000	Yes	
Sichuan Basin	Sichuan Region	Time Bin	10500-11000 Years	10500	11000	Net Change in Log Effective Population Size	0.09811	-0.48360	0.71836	0.565	Net increase over the window	1.000	Yes	
Sichuan Basin	Sichuan Region	Time Bin	10500-11000 Years	10500	11000	Mean Rate of Change	0.00025	-0.00121	0.00180	0.565	Positive mean rate of change	1.000	Yes	
Sichuan Basin	Sichuan Region	Time Bin	10500-11000 Years	10500	11000	Fluctuation Amplitude	0.28826	0.05224	0.71836			1.000	Yes	
Sichuan Basin	Sichuan Region	Time Bin	10500-11000 Years	10500	11000	Time of Maximum Expansion	10600.00000	10600.00000	10600.00000	0.860	An expansion occurs within the window	1.000	Yes	Yes
Sichuan Basin	Sichuan Region	Time Bin	10500-11000 Years	10500	11000	Maximum Expansion Rate	0.49856	-0.28700	1.54020	0.860	An expansion occurs within the window	1.000	Yes	
Sichuan Basin	Sichuan Region	Time Bin	10500-11000 Years	10500	11000	Time of Maximum Contraction	11000.00000	11000.00000	11000.00000	0.870	A contraction occurs within the window	1.000	Yes	Yes
Sichuan Basin	Sichuan Region	Time Bin	10500-11000 Years	10500	11000	Maximum Contraction Rate	-0.60641	-1.86526	0.50317	0.870	A contraction occurs within the window	1.000	Yes	
Southern Segment	Corridor Segment	Time Bin	10500-11000 Years	10500	11000	Mean Log Effective Population Size	9.30726	8.78545	9.94205			0.000	No	
Southern Segment	Corridor Segment	Time Bin	10500-11000 Years	10500	11000	Net Change in Log Effective Population Size	0.72936	-0.36423	1.53651	0.945	Net increase over the window	0.000	No	
Southern Segment	Corridor Segment	Time Bin	10500-11000 Years	10500	11000	Mean Rate of Change	0.00182	-0.00091	0.00384	0.945	Positive mean rate of change	0.000	No	
Southern Segment	Corridor Segment	Time Bin	10500-11000 Years	10500	11000	Fluctuation Amplitude	0.73560	0.18769	1.45786			0.000	No	
Southern Segment	Corridor Segment	Time Bin	10500-11000 Years	10500	11000	Time of Maximum Expansion	10600.00000	10600.00000	10600.00000	0.960	An expansion occurs within the window	0.000	No	Yes
Southern Segment	Corridor Segment	Time Bin	10500-11000 Years	10500	11000	Maximum Expansion Rate	1.37723	-0.39368	2.28918	0.960	An expansion occurs within the window	0.000	No	
Southern Segment	Corridor Segment	Time Bin	10500-11000 Years	10500	11000	Time of Maximum Contraction	11000.00000	11000.00000	11000.00000	0.160	A contraction occurs within the window	0.000	No	Yes
Southern Segment	Corridor Segment	Time Bin	10500-11000 Years	10500	11000	Maximum Contraction Rate	0.48657	-0.90089	1.69608	0.160	A contraction occurs within the window	0.000	No	
Western Highland	Highland	Time Bin	10500-11000 Years	10500	11000	Mean Log Effective Population Size	9.03322	8.27184	9.73080			1.000	Yes	
Western Highland	Highland	Time Bin	10500-11000 Years	10500	11000	Net Change in Log Effective Population Size	-0.11661	-0.38015	0.24888	0.245	Net increase over the window	1.000	Yes	
Western Highland	Highland	Time Bin	10500-11000 Years	10500	11000	Mean Rate of Change	-0.00029	-0.00095	0.00062	0.245	Positive mean rate of change	1.000	Yes	
Western Highland	Highland	Time Bin	10500-11000 Years	10500	11000	Fluctuation Amplitude	0.13251	0.00185	0.37448			1.000	Yes	
Western Highland	Highland	Time Bin	10500-11000 Years	10500	11000	Time of Maximum Expansion	10800.00000	10600.00000	11000.00000	0.195	An expansion occurs within the window	1.000	Yes	No
Western Highland	Highland	Time Bin	10500-11000 Years	10500	11000	Maximum Expansion Rate	-0.19067	-0.70847	0.25507	0.195	An expansion occurs within the window	1.000	Yes	
Western Highland	Highland	Time Bin	10500-11000 Years	10500	11000	Time of Maximum Contraction	10800.00000	10600.00000	11000.00000	0.890	A contraction occurs within the window	1.000	Yes	No
Western Highland	Highland	Time Bin	10500-11000 Years	10500	11000	Maximum Contraction Rate	-0.29692	-0.92562	0.17472	0.890	A contraction occurs within the window	1.000	Yes	
Central Segment	Corridor Segment	Time Bin	11000-11500 Years	11000	11500	Mean Log Effective Population Size	8.65158	8.11504	9.18617			1.000	Yes	
Central Segment	Corridor Segment	Time Bin	11000-11500 Years	11000	11500	Net Change in Log Effective Population Size	-0.02346	-0.35563	0.31183	0.450	Net increase over the window	1.000	Yes	
Central Segment	Corridor Segment	Time Bin	11000-11500 Years	11000	11500	Mean Rate of Change	-0.00006	-0.00089	0.00078	0.450	Positive mean rate of change	1.000	Yes	
Central Segment	Corridor Segment	Time Bin	11000-11500 Years	11000	11500	Fluctuation Amplitude	0.09558	0.00313	0.35293			1.000	Yes	
Central Segment	Corridor Segment	Time Bin	11000-11500 Years	11000	11500	Time of Maximum Expansion	11200.00000	11000.00000	11400.00000	0.475	An expansion occurs within the window	1.000	Yes	No
Central Segment	Corridor Segment	Time Bin	11000-11500 Years	11000	11500	Maximum Expansion Rate	-0.01783	-0.57625	0.48811	0.475	An expansion occurs within the window	1.000	Yes	
Central Segment	Corridor Segment	Time Bin	11000-11500 Years	11000	11500	Time of Maximum Contraction	11200.00000	11000.00000	11400.00000	0.605	A contraction occurs within the window	1.000	Yes	No
Central Segment	Corridor Segment	Time Bin	11000-11500 Years	11000	11500	Maximum Contraction Rate	-0.05695	-0.57932	0.48457	0.605	A contraction occurs within the window	1.000	Yes	
North China	Northern Lowland	Time Bin	11000-11500 Years	11000	11500	Mean Log Effective Population Size	9.53755	8.87093	10.12166			1.000	Yes	
North China	Northern Lowland	Time Bin	11000-11500 Years	11000	11500	Net Change in Log Effective Population Size	-0.14235	-0.44439	0.14942	0.180	Net increase over the window	1.000	Yes	
North China	Northern Lowland	Time Bin	11000-11500 Years	11000	11500	Mean Rate of Change	-0.00036	-0.00111	0.00037	0.180	Positive mean rate of change	1.000	Yes	
North China	Northern Lowland	Time Bin	11000-11500 Years	11000	11500	Fluctuation Amplitude	0.14938	0.01371	0.42084			1.000	Yes	
North China	Northern Lowland	Time Bin	11000-11500 Years	11000	11500	Time of Maximum Expansion	11000.00000	11000.00000	11400.00000	0.335	An expansion occurs within the window	1.000	Yes	Yes
