Category	Group	Time Window	Window Start (Years)	Feature	Median
Southern Segment	Corridor Segment	6500-7000 Years	6500	Mean Log Effective Population Size	9.45635
Southern Segment	Corridor Segment	6500-7000 Years	6500	Net Change in Log Effective Population Size	0.25572
Southern Segment	Corridor Segment	6500-7000 Years	6500	Mean Rate of Change	6.4e-4
Southern Segment	Corridor Segment	6500-7000 Years	6500	Fluctuation Amplitude	0.26877
Southern Segment	Corridor Segment	6500-7000 Years	6500	Time of Maximum Expansion	6600
Southern Segment	Corridor Segment	6500-7000 Years	6500	Maximum Expansion Rate	0.3401
Southern Segment	Corridor Segment	6500-7000 Years	6500	Time of Maximum Contraction	7000
Southern Segment	Corridor Segment	6500-7000 Years	6500	Maximum Contraction Rate	0.07456
Western Highland	Highland	6500-7000 Years	6500	Mean Log Effective Population Size	8.50008
Western Highland	Highland	6500-7000 Years	6500	Net Change in Log Effective Population Size	-0.02698
Western Highland	Highland	6500-7000 Years	6500	Mean Rate of Change	-7e-5
Western Highland	Highland	6500-7000 Years	6500	Fluctuation Amplitude	0.08862
Western Highland	Highland	6500-7000 Years	6500	Time of Maximum Expansion	6600
Western Highland	Highland	6500-7000 Years	6500	Maximum Expansion Rate	0.04154
Western Highland	Highland	6500-7000 Years	6500	Time of Maximum Contraction	7000
Western Highland	Highland	6500-7000 Years	6500	Maximum Contraction Rate	-0.07563
Central Segment	Corridor Segment	7000-7500 Years	7000	Mean Log Effective Population Size	8.74502
Central Segment	Corridor Segment	7000-7500 Years	7000	Net Change in Log Effective Population Size	0.01355
Central Segment	Corridor Segment	7000-7500 Years	7000	Mean Rate of Change	3e-5
Central Segment	Corridor Segment	7000-7500 Years	7000	Fluctuation Amplitude	0.094
Central Segment	Corridor Segment	7000-7500 Years	7000	Time of Maximum Expansion	7000
Central Segment	Corridor Segment	7000-7500 Years	7000	Maximum Expansion Rate	0.13715
Central Segment	Corridor Segment	7000-7500 Years	7000	Time of Maximum Contraction	7400
Central Segment	Corridor Segment	7000-7500 Years	7000	Maximum Contraction Rate	0.06456
North China	Northern Lowland	7000-7500 Years	7000	Mean Log Effective Population Size	10.16053
North China	Northern Lowland	7000-7500 Years	7000	Net Change in Log Effective Population Size	0.24989
North China	Northern Lowland	7000-7500 Years	7000	Mean Rate of Change	6.2e-4
North China	Northern Lowland	7000-7500 Years	7000	Fluctuation Amplitude	0.24989
North China	Northern Lowland	7000-7500 Years	7000	Time of Maximum Expansion	7400
North China	Northern Lowland	7000-7500 Years	7000	Maximum Expansion Rate	0.64182
North China	Northern Lowland	7000-7500 Years	7000	Time of Maximum Contraction	7000
North China	Northern Lowland	7000-7500 Years	7000	Maximum Contraction Rate	0.44686
Northern Segment	Corridor Segment	7000-7500 Years	7000	Mean Log Effective Population Size	9.67453
Northern Segment	Corridor Segment	7000-7500 Years	7000	Net Change in Log Effective Population Size	0.06585
Northern Segment	Corridor Segment	7000-7500 Years	7000	Mean Rate of Change	1.6e-4
Northern Segment	Corridor Segment	7000-7500 Years	7000	Fluctuation Amplitude	0.07099
Northern Segment	Corridor Segment	7000-7500 Years	7000	Time of Maximum Expansion	7200
Northern Segment	Corridor Segment	7000-7500 Years	7000	Maximum Expansion Rate	0.22619
Northern Segment	Corridor Segment	7000-7500 Years	7000	Time of Maximum Contraction	7000
Northern Segment	Corridor Segment	7000-7500 Years	7000	Maximum Contraction Rate	0.07396
Panxi and Liangshan	Sichuan Region	7000-7500 Years	7000	Mean Log Effective Population Size	8.54185
Panxi and Liangshan	Sichuan Region	7000-7500 Years	7000	Net Change in Log Effective Population Size	0.11794
Panxi and Liangshan	Sichuan Region	7000-7500 Years	7000	Mean Rate of Change	2.9e-4
Panxi and Liangshan	Sichuan Region	7000-7500 Years	7000	Fluctuation Amplitude	0.1216
Panxi and Liangshan	Sichuan Region	7000-7500 Years	7000	Time of Maximum Expansion	7000
Panxi and Liangshan	Sichuan Region	7000-7500 Years	7000	Maximum Expansion Rate	0.38378
Panxi and Liangshan	Sichuan Region	7000-7500 Years	7000	Time of Maximum Contraction	7400
Panxi and Liangshan	Sichuan Region	7000-7500 Years	7000	Maximum Contraction Rate	0.19704
Qinghai-Tibet Plateau Core	Highland	7000-7500 Years	7000	Mean Log Effective Population Size	8.89796
Qinghai-Tibet Plateau Core	Highland	7000-7500 Years	7000	Net Change in Log Effective Population Size	0.01535
Qinghai-Tibet Plateau Core	Highland	7000-7500 Years	7000	Mean Rate of Change	4e-5
Qinghai-Tibet Plateau Core	Highland	7000-7500 Years	7000	Fluctuation Amplitude	0.08049
Qinghai-Tibet Plateau Core	Highland	7000-7500 Years	7000	Time of Maximum Expansion	7000
Qinghai-Tibet Plateau Core	Highland	7000-7500 Years	7000	Maximum Expansion Rate	0.10586
Qinghai-Tibet Plateau Core	Highland	7000-7500 Years	7000	Time of Maximum Contraction	7400
Qinghai-Tibet Plateau Core	Highland	7000-7500 Years	7000	Maximum Contraction Rate	-0.04398
Sichuan Basin	Sichuan Region	7000-7500 Years	7000	Mean Log Effective Population Size	9.68998
Sichuan Basin	Sichuan Region	7000-7500 Years	7000	Net Change in Log Effective Population Size	0.42649
Sichuan Basin	Sichuan Region	7000-7500 Years	7000	Mean Rate of Change	0.00107
Sichuan Basin	Sichuan Region	7000-7500 Years	7000	Fluctuation Amplitude	0.42649
Sichuan Basin	Sichuan Region	7000-7500 Years	7000	Time of Maximum Expansion	7000
Sichuan Basin	Sichuan Region	7000-7500 Years	7000	Maximum Expansion Rate	0.79952
Sichuan Basin	Sichuan Region	7000-7500 Years	7000	Time of Maximum Contraction	7400
Sichuan Basin	Sichuan Region	7000-7500 Years	7000	Maximum Contraction Rate	0.32638
Southern Segment	Corridor Segment	7000-7500 Years	7000	Mean Log Effective Population Size	9.30738
Southern Segment	Corridor Segment	7000-7500 Years	7000	Net Change in Log Effective Population Size	-0.04657
Southern Segment	Corridor Segment	7000-7500 Years	7000	Mean Rate of Change	-1.2e-4
Southern Segment	Corridor Segment	7000-7500 Years	7000	Fluctuation Amplitude	0.16494
Southern Segment	Corridor Segment	7000-7500 Years	7000	Time of Maximum Expansion	7000
Southern Segment	Corridor Segment	7000-7500 Years	7000	Maximum Expansion Rate	0.09964
Southern Segment	Corridor Segment	7000-7500 Years	7000	Time of Maximum Contraction	7400
Southern Segment	Corridor Segment	7000-7500 Years	7000	Maximum Contraction Rate	-0.32693
Western Highland	Highland	7000-7500 Years	7000	Mean Log Effective Population Size	8.52678
Western Highland	Highland	7000-7500 Years	7000	Net Change in Log Effective Population Size	-0.02908
Western Highland	Highland	7000-7500 Years	7000	Mean Rate of Change	-7e-5
Western Highland	Highland	7000-7500 Years	7000	Fluctuation Amplitude	0.08027
Western Highland	Highland	7000-7500 Years	7000	Time of Maximum Expansion	7000
Western Highland	Highland	7000-7500 Years	7000	Maximum Expansion Rate	-0.01757
Western Highland	Highland	7000-7500 Years	7000	Time of Maximum Contraction	7400
Western Highland	Highland	7000-7500 Years	7000	Maximum Contraction Rate	-0.1436
Central Segment	Corridor Segment	7500-8000 Years	7500	Mean Log Effective Population Size	8.72598
Central Segment	Corridor Segment	7500-8000 Years	7500	Net Change in Log Effective Population Size	0.02075
Central Segment	Corridor Segment	7500-8000 Years	7500	Mean Rate of Change	5e-5
Central Segment	Corridor Segment	7500-8000 Years	7500	Fluctuation Amplitude	0.05282
Central Segment	Corridor Segment	7500-8000 Years	7500	Time of Maximum Expansion	7600
Central Segment	Corridor Segment	7500-8000 Years	7500	Maximum Expansion Rate	0.1186
Central Segment	Corridor Segment	7500-8000 Years	7500	Time of Maximum Contraction	8000
Central Segment	Corridor Segment	7500-8000 Years	7500	Maximum Contraction Rate	-0.01459
North China	Northern Lowland	7500-8000 Years	7500	Mean Log Effective Population Size	9.73503
North China	Northern Lowland	7500-8000 Years	7500	Net Change in Log Effective Population Size	0.25828
North China	Northern Lowland	7500-8000 Years	7500	Mean Rate of Change	6.5e-4
North China	Northern Lowland	7500-8000 Years	7500	Fluctuation Amplitude	0.25842
North China	Northern Lowland	7500-8000 Years	7500	Time of Maximum Expansion	7600
North China	Northern Lowland	7500-8000 Years	7500	Maximum Expansion Rate	0.56619
North China	Northern Lowland	7500-8000 Years	7500	Time of Maximum Contraction	8000
North China	Northern Lowland	7500-8000 Years	7500	Maximum Contraction Rate	0.36278
Northern Segment	Corridor Segment	7500-8000 Years	7500	Mean Log Effective Population Size	9.57722
Northern Segment	Corridor Segment	7500-8000 Years	7500	Net Change in Log Effective Population Size	0.06251
Northern Segment	Corridor Segment	7500-8000 Years	7500	Mean Rate of Change	1.6e-4
Northern Segment	Corridor Segment	7500-8000 Years	7500	Fluctuation Amplitude	0.11589
Northern Segment	Corridor Segment	7500-8000 Years	7500	Time of Maximum Expansion	7600
Northern Segment	Corridor Segment	7500-8000 Years	7500	Maximum Expansion Rate	0.17464
Northern Segment	Corridor Segment	7500-8000 Years	7500	Time of Maximum Contraction	8000
Northern Segment	Corridor Segment	7500-8000 Years	7500	Maximum Contraction Rate	0.0706
Panxi and Liangshan	Sichuan Region	7500-8000 Years	7500	Mean Log Effective Population Size	8.48905
Panxi and Liangshan	Sichuan Region	7500-8000 Years	7500	Net Change in Log Effective Population Size	0.00378
Panxi and Liangshan	Sichuan Region	7500-8000 Years	7500	Mean Rate of Change	1e-5
Panxi and Liangshan	Sichuan Region	7500-8000 Years	7500	Fluctuation Amplitude	0.06007
Panxi and Liangshan	Sichuan Region	7500-8000 Years	7500	Time of Maximum Expansion	7600
Panxi and Liangshan	Sichuan Region	7500-8000 Years	7500	Maximum Expansion Rate	0.13014
Panxi and Liangshan	Sichuan Region	7500-8000 Years	7500	Time of Maximum Contraction	7800
Panxi and Liangshan	Sichuan Region	7500-8000 Years	7500	Maximum Contraction Rate	0.06793
Qinghai-Tibet Plateau Core	Highland	7500-8000 Years	7500	Mean Log Effective Population Size	8.91004
Qinghai-Tibet Plateau Core	Highland	7500-8000 Years	7500	Net Change in Log Effective Population Size	-0.01387
Qinghai-Tibet Plateau Core	Highland	7500-8000 Years	7500	Mean Rate of Change	-3e-5
Qinghai-Tibet Plateau Core	Highland	7500-8000 Years	7500	Fluctuation Amplitude	0.10978
Qinghai-Tibet Plateau Core	Highland	7500-8000 Years	7500	Time of Maximum Expansion	7600
Qinghai-Tibet Plateau Core	Highland	7500-8000 Years	7500	Maximum Expansion Rate	0.04175
Qinghai-Tibet Plateau Core	Highland	7500-8000 Years	7500	Time of Maximum Contraction	7800
Qinghai-Tibet Plateau Core	Highland	7500-8000 Years	7500	Maximum Contraction Rate	-0.05539
Sichuan Basin	Sichuan Region	7500-8000 Years	7500	Mean Log Effective Population Size	9.69376
Sichuan Basin	Sichuan Region	7500-8000 Years	7500	Net Change in Log Effective Population Size	-0.26068
Sichuan Basin	Sichuan Region	7500-8000 Years	7500	Mean Rate of Change	-6.5e-4
Sichuan Basin	Sichuan Region	7500-8000 Years	7500	Fluctuation Amplitude	0.26737
Sichuan Basin	Sichuan Region	7500-8000 Years	7500	Time of Maximum Expansion	7600
Sichuan Basin	Sichuan Region	7500-8000 Years	7500	Maximum Expansion Rate	0.14919
Sichuan Basin	Sichuan Region	7500-8000 Years	7500	Time of Maximum Contraction	7800
Sichuan Basin	Sichuan Region	7500-8000 Years	7500	Maximum Contraction Rate	-0.20845
Southern Segment	Corridor Segment	7500-8000 Years	7500	Mean Log Effective Population Size	9.73518
Southern Segment	Corridor Segment	7500-8000 Years	7500	Net Change in Log Effective Population Size	-0.39854
Southern Segment	Corridor Segment	7500-8000 Years	7500	Mean Rate of Change	-0.001
Southern Segment	Corridor Segment	7500-8000 Years	7500	Fluctuation Amplitude	0.39854
Southern Segment	Corridor Segment	7500-8000 Years	7500	Time of Maximum Expansion	8000
Southern Segment	Corridor Segment	7500-8000 Years	7500	Maximum Expansion Rate	-0.20886
Southern Segment	Corridor Segment	7500-8000 Years	7500	Time of Maximum Contraction	7600
Southern Segment	Corridor Segment	7500-8000 Years	7500	Maximum Contraction Rate	-0.52404
Western Highland	Highland	7500-8000 Years	7500	Mean Log Effective Population Size	8.61843
Western Highland	Highland	7500-8000 Years	7500	Net Change in Log Effective Population Size	-0.07512
Western Highland	Highland	7500-8000 Years	7500	Mean Rate of Change	-1.9e-4
Western Highland	Highland	7500-8000 Years	7500	Fluctuation Amplitude	0.1183
Western Highland	Highland	7500-8000 Years	7500	Time of Maximum Expansion	7800
Western Highland	Highland	7500-8000 Years	7500	Maximum Expansion Rate	-0.08261
Western Highland	Highland	7500-8000 Years	7500	Time of Maximum Contraction	7800
Western Highland	Highland	7500-8000 Years	7500	Maximum Contraction Rate	-0.18135
Central Segment	Corridor Segment	8000-8500 Years	8000	Mean Log Effective Population Size	8.69972
Central Segment	Corridor Segment	8000-8500 Years	8000	Net Change in Log Effective Population Size	0.02206
Central Segment	Corridor Segment	8000-8500 Years	8000	Mean Rate of Change	6e-5
Central Segment	Corridor Segment	8000-8500 Years	8000	Fluctuation Amplitude	0.07917
Central Segment	Corridor Segment	8000-8500 Years	8000	Time of Maximum Expansion	8000
Central Segment	Corridor Segment	8000-8500 Years	8000	Maximum Expansion Rate	0.09907
Central Segment	Corridor Segment	8000-8500 Years	8000	Time of Maximum Contraction	8400
Central Segment	Corridor Segment	8000-8500 Years	8000	Maximum Contraction Rate	0.00337
North China	Northern Lowland	8000-8500 Years	8000	Mean Log Effective Population Size	9.54944
North China	Northern Lowland	8000-8500 Years	8000	Net Change in Log Effective Population Size	0.11656
North China	Northern Lowland	8000-8500 Years	8000	Mean Rate of Change	2.9e-4
North China	Northern Lowland	8000-8500 Years	8000	Fluctuation Amplitude	0.13626
North China	Northern Lowland	8000-8500 Years	8000	Time of Maximum Expansion	8000
North China	Northern Lowland	8000-8500 Years	8000	Maximum Expansion Rate	0.39799
North China	Northern Lowland	8000-8500 Years	8000	Time of Maximum Contraction	8400
North China	Northern Lowland	8000-8500 Years	8000	Maximum Contraction Rate	0.07544
Northern Segment	Corridor Segment	8000-8500 Years	8000	Mean Log Effective Population Size	9.51644
Northern Segment	Corridor Segment	8000-8500 Years	8000	Net Change in Log Effective Population Size	0.02238
Northern Segment	Corridor Segment	8000-8500 Years	8000	Mean Rate of Change	6e-5
Northern Segment	Corridor Segment	8000-8500 Years	8000	Fluctuation Amplitude	0.05815
Northern Segment	Corridor Segment	8000-8500 Years	8000	Time of Maximum Expansion	8000
Northern Segment	Corridor Segment	8000-8500 Years	8000	Maximum Expansion Rate	0.12853
Northern Segment	Corridor Segment	8000-8500 Years	8000	Time of Maximum Contraction	8400
Northern Segment	Corridor Segment	8000-8500 Years	8000	Maximum Contraction Rate	-0.03034
Panxi and Liangshan	Sichuan Region	8000-8500 Years	8000	Mean Log Effective Population Size	8.483
Panxi and Liangshan	Sichuan Region	8000-8500 Years	8000	Net Change in Log Effective Population Size	0.05318
Panxi and Liangshan	Sichuan Region	8000-8500 Years	8000	Mean Rate of Change	1.3e-4
Panxi and Liangshan	Sichuan Region	8000-8500 Years	8000	Fluctuation Amplitude	0.12693
Panxi and Liangshan	Sichuan Region	8000-8500 Years	8000	Time of Maximum Expansion	8200
Panxi and Liangshan	Sichuan Region	8000-8500 Years	8000	Maximum Expansion Rate	0.09501
Panxi and Liangshan	Sichuan Region	8000-8500 Years	8000	Time of Maximum Contraction	8000
Panxi and Liangshan	Sichuan Region	8000-8500 Years	8000	Maximum Contraction Rate	0.08448
Qinghai-Tibet Plateau Core	Highland	8000-8500 Years	8000	Mean Log Effective Population Size	8.91687
Qinghai-Tibet Plateau Core	Highland	8000-8500 Years	8000	Net Change in Log Effective Population Size	-0.01388
Qinghai-Tibet Plateau Core	Highland	8000-8500 Years	8000	Mean Rate of Change	-3e-5
Qinghai-Tibet Plateau Core	Highland	8000-8500 Years	8000	Fluctuation Amplitude	0.08068
Qinghai-Tibet Plateau Core	Highland	8000-8500 Years	8000	Time of Maximum Expansion	8200
Qinghai-Tibet Plateau Core	Highland	8000-8500 Years	8000	Maximum Expansion Rate	0.05218
Qinghai-Tibet Plateau Core	Highland	8000-8500 Years	8000	Time of Maximum Contraction	8200
Qinghai-Tibet Plateau Core	Highland	8000-8500 Years	8000	Maximum Contraction Rate	-0.07364
Sichuan Basin	Sichuan Region	8000-8500 Years	8000	Mean Log Effective Population Size	9.78973
Sichuan Basin	Sichuan Region	8000-8500 Years	8000	Net Change in Log Effective Population Size	0.1442
Sichuan Basin	Sichuan Region	8000-8500 Years	8000	Mean Rate of Change	3.6e-4
Sichuan Basin	Sichuan Region	8000-8500 Years	8000	Fluctuation Amplitude	0.23293
Sichuan Basin	Sichuan Region	8000-8500 Years	8000	Time of Maximum Expansion	8400
Sichuan Basin	Sichuan Region	8000-8500 Years	8000	Maximum Expansion Rate	0.16011
Sichuan Basin	Sichuan Region	8000-8500 Years	8000	Time of Maximum Contraction	8000
Sichuan Basin	Sichuan Region	8000-8500 Years	8000	Maximum Contraction Rate	-0.11361
Southern Segment	Corridor Segment	8000-8500 Years	8000	Mean Log Effective Population Size	9.88305
Southern Segment	Corridor Segment	8000-8500 Years	8000	Net Change in Log Effective Population Size	0.13865
Southern Segment	Corridor Segment	8000-8500 Years	8000	Mean Rate of Change	3.5e-4
Southern Segment	Corridor Segment	8000-8500 Years	8000	Fluctuation Amplitude	0.19531
Southern Segment	Corridor Segment	8000-8500 Years	8000	Time of Maximum Expansion	8400
