Quantity	Window Type	Time Window	Window Start (Years)	Category	Second Category	Group	Cluster	Component	Score Component	Value	Reliable Window Coverage	Usable
Scatter Coordinate	Time Period	18000-18500 Years	18000	Qinghai-Tibet Plateau Core		Highland	Cluster 1	Component 1		-2.80412	1.000	Yes
Scatter Coordinate	Time Period	18000-18500 Years	18000	Qinghai-Tibet Plateau Core		Highland	Cluster 1	Component 2		-0.19770	1.000	Yes
Scatter Coordinate	Time Period	18000-18500 Years	18000	Western Highland		Highland	Cluster 1	Component 1		-1.98096	1.000	Yes
Scatter Coordinate	Time Period	18000-18500 Years	18000	Western Highland		Highland	Cluster 1	Component 2		0.84125	1.000	Yes
Explained Variance	Time Period	18000-18500 Years	18000					Component 1		0.58366		
Explained Variance	Time Period	18000-18500 Years	18000					Component 2		0.30510		
Node Size	Time Period	18000-18500 Years	18000	Central Segment		Corridor Segment	Cluster 1			8.94586		Yes
Node Size	Time Period	18000-18500 Years	18000	North China		Northern Lowland	Cluster 3			8.59969		Yes
Node Size	Time Period	18000-18500 Years	18000	Northern Segment		Corridor Segment	Cluster 2			9.17278		Yes
Node Size	Time Period	18000-18500 Years	18000	Panxi and Liangshan		Sichuan Region	Cluster 3			8.98392		Yes
Node Size	Time Period	18000-18500 Years	18000	Qinghai-Tibet Plateau Core		Highland	Cluster 1			9.35580		Yes
Node Size	Time Period	18000-18500 Years	18000	Western Highland		Highland	Cluster 1			9.28471		Yes
Cluster Membership	Time Period	18500-19000 Years	18500	Central Segment		Corridor Segment	Cluster 1				1.000	Yes
Cluster Membership	Time Period	18500-19000 Years	18500	North China		Northern Lowland	Cluster 1				1.000	Yes
Cluster Membership	Time Period	18500-19000 Years	18500	Northern Segment		Corridor Segment	Cluster 2				1.000	Yes
Cluster Membership	Time Period	18500-19000 Years	18500	Panxi and Liangshan		Sichuan Region	Not Assessed				0.000	No
Cluster Membership	Time Period	18500-19000 Years	18500	Qinghai-Tibet Plateau Core		Highland	Cluster 1				1.000	Yes
Cluster Membership	Time Period	18500-19000 Years	18500	Sichuan Basin		Sichuan Region	Not Assessed				0.000	No
Cluster Membership	Time Period	18500-19000 Years	18500	Southern Segment		Corridor Segment	Not Assessed				0.000	No
Cluster Membership	Time Period	18500-19000 Years	18500	Western Highland		Highland	Cluster 1				1.000	Yes
Co-clustering Frequency	Time Period	18500-19000 Years	18500	Central Segment	North China	Corridor Segment				0.5400		Yes
Co-clustering Frequency	Time Period	18500-19000 Years	18500	Central Segment	Northern Segment	Corridor Segment				0.6000		Yes
Co-clustering Frequency	Time Period	18500-19000 Years	18500	Central Segment	Qinghai-Tibet Plateau Core	Corridor Segment				0.5560		Yes
Co-clustering Frequency	Time Period	18500-19000 Years	18500	Central Segment	Western Highland	Corridor Segment				0.6220		Yes
Co-clustering Frequency	Time Period	18500-19000 Years	18500	North China	Northern Segment	Northern Lowland				0.4480		Yes
Co-clustering Frequency	Time Period	18500-19000 Years	18500	North China	Qinghai-Tibet Plateau Core	Northern Lowland				0.4480		Yes
Co-clustering Frequency	Time Period	18500-19000 Years	18500	North China	Western Highland	Northern Lowland				0.4700		Yes
Co-clustering Frequency	Time Period	18500-19000 Years	18500	Northern Segment	Qinghai-Tibet Plateau Core	Corridor Segment				0.5240		Yes
Co-clustering Frequency	Time Period	18500-19000 Years	18500	Northern Segment	Western Highland	Corridor Segment				0.5500		Yes
Co-clustering Frequency	Time Period	18500-19000 Years	18500	Qinghai-Tibet Plateau Core	Western Highland	Highland				0.5140		Yes
Scatter Coordinate	Time Period	18500-19000 Years	18500	Central Segment		Corridor Segment	Cluster 1	Component 1		-0.57459	1.000	Yes
Scatter Coordinate	Time Period	18500-19000 Years	18500	Central Segment		Corridor Segment	Cluster 1	Component 2		2.39413	1.000	Yes
Scatter Coordinate	Time Period	18500-19000 Years	18500	North China		Northern Lowland	Cluster 1	Component 1		-2.63943	1.000	Yes
Scatter Coordinate	Time Period	18500-19000 Years	18500	North China		Northern Lowland	Cluster 1	Component 2		-1.67939	1.000	Yes
Scatter Coordinate	Time Period	18500-19000 Years	18500	Northern Segment		Corridor Segment	Cluster 2	Component 1		3.52466	1.000	Yes
Scatter Coordinate	Time Period	18500-19000 Years	18500	Northern Segment		Corridor Segment	Cluster 2	Component 2		-0.88381	1.000	Yes
Scatter Coordinate	Time Period	18500-19000 Years	18500	Qinghai-Tibet Plateau Core		Highland	Cluster 1	Component 1		-0.18820	1.000	Yes
Scatter Coordinate	Time Period	18500-19000 Years	18500	Qinghai-Tibet Plateau Core		Highland	Cluster 1	Component 2		-1.19912	1.000	Yes
Scatter Coordinate	Time Period	18500-19000 Years	18500	Western Highland		Highland	Cluster 1	Component 1		-0.12245	1.000	Yes
Scatter Coordinate	Time Period	18500-19000 Years	18500	Western Highland		Highland	Cluster 1	Component 2		1.36818	1.000	Yes
Explained Variance	Time Period	18500-19000 Years	18500					Component 1		0.49426		
Explained Variance	Time Period	18500-19000 Years	18500					Component 2		0.31608		
Node Size	Time Period	18500-19000 Years	18500	Central Segment		Corridor Segment	Cluster 1			8.94487		Yes
Node Size	Time Period	18500-19000 Years	18500	North China		Northern Lowland	Cluster 1			8.58211		Yes
Node Size	Time Period	18500-19000 Years	18500	Northern Segment		Corridor Segment	Cluster 2			9.05352		Yes
Node Size	Time Period	18500-19000 Years	18500	Qinghai-Tibet Plateau Core		Highland	Cluster 1			9.32566		Yes
Node Size	Time Period	18500-19000 Years	18500	Western Highland		Highland	Cluster 1			9.25572		Yes
Cluster Membership	Time Period	19000-19500 Years	19000	Central Segment		Corridor Segment	Cluster 1				1.000	Yes
Cluster Membership	Time Period	19000-19500 Years	19000	North China		Northern Lowland	Cluster 2				1.000	Yes
Cluster Membership	Time Period	19000-19500 Years	19000	Northern Segment		Corridor Segment	Cluster 1				1.000	Yes
Cluster Membership	Time Period	19000-19500 Years	19000	Panxi and Liangshan		Sichuan Region	Not Assessed				0.000	No
Cluster Membership	Time Period	19000-19500 Years	19000	Qinghai-Tibet Plateau Core		Highland	Cluster 1				1.000	Yes
Cluster Membership	Time Period	19000-19500 Years	19000	Sichuan Basin		Sichuan Region	Not Assessed				0.000	No
Cluster Membership	Time Period	19000-19500 Years	19000	Southern Segment		Corridor Segment	Not Assessed				0.000	No
Cluster Membership	Time Period	19000-19500 Years	19000	Western Highland		Highland	Cluster 1				1.000	Yes
Co-clustering Frequency	Time Period	19000-19500 Years	19000	Central Segment	North China	Corridor Segment				0.4380		Yes
Co-clustering Frequency	Time Period	19000-19500 Years	19000	Central Segment	Northern Segment	Corridor Segment				0.5920		Yes
Co-clustering Frequency	Time Period	19000-19500 Years	19000	Central Segment	Qinghai-Tibet Plateau Core	Corridor Segment				0.5940		Yes
Co-clustering Frequency	Time Period	19000-19500 Years	19000	Central Segment	Western Highland	Corridor Segment				0.6080		Yes
Co-clustering Frequency	Time Period	19000-19500 Years	19000	North China	Northern Segment	Northern Lowland				0.4340		Yes
Co-clustering Frequency	Time Period	19000-19500 Years	19000	North China	Qinghai-Tibet Plateau Core	Northern Lowland				0.4400		Yes
Co-clustering Frequency	Time Period	19000-19500 Years	19000	North China	Western Highland	Northern Lowland				0.4580		Yes
Co-clustering Frequency	Time Period	19000-19500 Years	19000	Northern Segment	Qinghai-Tibet Plateau Core	Corridor Segment				0.5180		Yes
Co-clustering Frequency	Time Period	19000-19500 Years	19000	Northern Segment	Western Highland	Corridor Segment				0.5720		Yes
Co-clustering Frequency	Time Period	19000-19500 Years	19000	Qinghai-Tibet Plateau Core	Western Highland	Highland				0.5900		Yes
Scatter Coordinate	Time Period	19000-19500 Years	19000	Central Segment		Corridor Segment	Cluster 1	Component 1		1.65134	1.000	Yes
Scatter Coordinate	Time Period	19000-19500 Years	19000	Central Segment		Corridor Segment	Cluster 1	Component 2		1.53156	1.000	Yes
Scatter Coordinate	Time Period	19000-19500 Years	19000	North China		Northern Lowland	Cluster 2	Component 1		-4.11472	1.000	Yes
Scatter Coordinate	Time Period	19000-19500 Years	19000	North China		Northern Lowland	Cluster 2	Component 2		0.18680	1.000	Yes
Scatter Coordinate	Time Period	19000-19500 Years	19000	Northern Segment		Corridor Segment	Cluster 1	Component 1		1.61381	1.000	Yes
Scatter Coordinate	Time Period	19000-19500 Years	19000	Northern Segment		Corridor Segment	Cluster 1	Component 2		-2.46290	1.000	Yes
Scatter Coordinate	Time Period	19000-19500 Years	19000	Qinghai-Tibet Plateau Core		Highland	Cluster 1	Component 1		-0.26903	1.000	Yes
Scatter Coordinate	Time Period	19000-19500 Years	19000	Qinghai-Tibet Plateau Core		Highland	Cluster 1	Component 2		-0.99542	1.000	Yes
Scatter Coordinate	Time Period	19000-19500 Years	19000	Western Highland		Highland	Cluster 1	Component 1		1.11861	1.000	Yes
Scatter Coordinate	Time Period	19000-19500 Years	19000	Western Highland		Highland	Cluster 1	Component 2		1.73996	1.000	Yes
Explained Variance	Time Period	19000-19500 Years	19000					Component 1		0.58965		
Explained Variance	Time Period	19000-19500 Years	19000					Component 2		0.31162		
Node Size	Time Period	19000-19500 Years	19000	Central Segment		Corridor Segment	Cluster 1			8.90374		Yes
Node Size	Time Period	19000-19500 Years	19000	North China		Northern Lowland	Cluster 2			8.62080		Yes
Node Size	Time Period	19000-19500 Years	19000	Northern Segment		Corridor Segment	Cluster 1			8.96906		Yes
Node Size	Time Period	19000-19500 Years	19000	Qinghai-Tibet Plateau Core		Highland	Cluster 1			9.32193		Yes
Node Size	Time Period	19000-19500 Years	19000	Western Highland		Highland	Cluster 1			9.26478		Yes
Cluster Membership	Time Period	19500-20000 Years	19500	Central Segment		Corridor Segment	Cluster 2				1.000	Yes
Cluster Membership	Time Period	19500-20000 Years	19500	North China		Northern Lowland	Not Assessed				0.667	No
Cluster Membership	Time Period	19500-20000 Years	19500	Northern Segment		Corridor Segment	Cluster 1				1.000	Yes
Cluster Membership	Time Period	19500-20000 Years	19500	Panxi and Liangshan		Sichuan Region	Not Assessed				0.000	No
Cluster Membership	Time Period	19500-20000 Years	19500	Qinghai-Tibet Plateau Core		Highland	Cluster 1				1.000	Yes
Cluster Membership	Time Period	19500-20000 Years	19500	Sichuan Basin		Sichuan Region	Not Assessed				0.000	No
Cluster Membership	Time Period	19500-20000 Years	19500	Southern Segment		Corridor Segment	Not Assessed				0.000	No
Cluster Membership	Time Period	19500-20000 Years	19500	Western Highland		Highland	Cluster 1				1.000	Yes
Co-clustering Frequency	Time Period	19500-20000 Years	19500	Central Segment	Northern Segment	Corridor Segment				0.4360		Yes
Co-clustering Frequency	Time Period	19500-20000 Years	19500	Central Segment	Qinghai-Tibet Plateau Core	Corridor Segment				0.4420		Yes
Co-clustering Frequency	Time Period	19500-20000 Years	19500	Central Segment	Western Highland	Corridor Segment				0.3860		Yes
Co-clustering Frequency	Time Period	19500-20000 Years	19500	Northern Segment	Qinghai-Tibet Plateau Core	Corridor Segment				0.5260		Yes
Co-clustering Frequency	Time Period	19500-20000 Years	19500	Northern Segment	Western Highland	Corridor Segment				0.4540		Yes
Co-clustering Frequency	Time Period	19500-20000 Years	19500	Qinghai-Tibet Plateau Core	Western Highland	Highland				0.4520		Yes
Scatter Coordinate	Time Period	19500-20000 Years	19500	Central Segment		Corridor Segment	Cluster 2	Component 1		3.76461	1.000	Yes
Scatter Coordinate	Time Period	19500-20000 Years	19500	Central Segment		Corridor Segment	Cluster 2	Component 2		-0.18158	1.000	Yes
Scatter Coordinate	Time Period	19500-20000 Years	19500	Northern Segment		Corridor Segment	Cluster 1	Component 1		-0.69370	1.000	Yes
Scatter Coordinate	Time Period	19500-20000 Years	19500	Northern Segment		Corridor Segment	Cluster 1	Component 2		-1.93136	1.000	Yes
Scatter Coordinate	Time Period	19500-20000 Years	19500	Qinghai-Tibet Plateau Core		Highland	Cluster 1	Component 1		-3.08122	1.000	Yes
Scatter Coordinate	Time Period	19500-20000 Years	19500	Qinghai-Tibet Plateau Core		Highland	Cluster 1	Component 2		0.21931	1.000	Yes
Scatter Coordinate	Time Period	19500-20000 Years	19500	Western Highland		Highland	Cluster 1	Component 1		0.01032	1.000	Yes
Scatter Coordinate	Time Period	19500-20000 Years	19500	Western Highland		Highland	Cluster 1	Component 2		1.89364	1.000	Yes
Explained Variance	Time Period	19500-20000 Years	19500					Component 1		0.75461		
Explained Variance	Time Period	19500-20000 Years	19500					Component 2		0.23116		
Node Size	Time Period	19500-20000 Years	19500	Central Segment		Corridor Segment	Cluster 2			8.86307		Yes
Node Size	Time Period	19500-20000 Years	19500	Northern Segment		Corridor Segment	Cluster 1			8.91761		Yes
Node Size	Time Period	19500-20000 Years	19500	Qinghai-Tibet Plateau Core		Highland	Cluster 1			9.34050		Yes
Node Size	Time Period	19500-20000 Years	19500	Western Highland		Highland	Cluster 1			9.19296		Yes
Cluster Membership	Time Bin	0-500 Years	0	Central Segment		Corridor Segment	Cluster 1				1.000	Yes
Cluster Membership	Time Bin	0-500 Years	0	North China		Northern Lowland	Cluster 1				1.000	Yes
Cluster Membership	Time Bin	0-500 Years	0	Northern Segment		Corridor Segment	Cluster 1				1.000	Yes
Cluster Membership	Time Bin	0-500 Years	0	Panxi and Liangshan		Sichuan Region	Cluster 1				1.000	Yes
Cluster Membership	Time Bin	0-500 Years	0	Qinghai-Tibet Plateau Core		Highland	Cluster 1				1.000	Yes
Cluster Membership	Time Bin	0-500 Years	0	Sichuan Basin		Sichuan Region	Cluster 2				1.000	Yes
Cluster Membership	Time Bin	0-500 Years	0	Southern Segment		Corridor Segment	Cluster 2				1.000	Yes
Cluster Membership	Time Bin	0-500 Years	0	Western Highland		Highland	Cluster 1				1.000	Yes
Cluster Membership	Time Bin	500-1000 Years	500	Central Segment		Corridor Segment	Cluster 1				1.000	Yes
Cluster Membership	Time Bin	500-1000 Years	500	North China		Northern Lowland	Cluster 1				1.000	Yes
Cluster Membership	Time Bin	500-1000 Years	500	Northern Segment		Corridor Segment	Cluster 2				1.000	Yes
Cluster Membership	Time Bin	500-1000 Years	500	Panxi and Liangshan		Sichuan Region	Cluster 1				1.000	Yes
Cluster Membership	Time Bin	500-1000 Years	500	Qinghai-Tibet Plateau Core		Highland	Cluster 1				1.000	Yes
Cluster Membership	Time Bin	500-1000 Years	500	Sichuan Basin		Sichuan Region	Cluster 2				1.000	Yes
Cluster Membership	Time Bin	500-1000 Years	500	Southern Segment		Corridor Segment	Cluster 2				1.000	Yes
Cluster Membership	Time Bin	500-1000 Years	500	Western Highland		Highland	Cluster 1				1.000	Yes
Cluster Membership	Time Bin	1000-1500 Years	1000	Central Segment		Corridor Segment	Cluster 1				1.000	Yes
Cluster Membership	Time Bin	1000-1500 Years	1000	North China		Northern Lowland	Cluster 1				1.000	Yes
Cluster Membership	Time Bin	1000-1500 Years	1000	Northern Segment		Corridor Segment	Cluster 1				1.000	Yes
Cluster Membership	Time Bin	1000-1500 Years	1000	Panxi and Liangshan		Sichuan Region	Cluster 1				1.000	Yes
Cluster Membership	Time Bin	1000-1500 Years	1000	Qinghai-Tibet Plateau Core		Highland	Cluster 1				1.000	Yes
Cluster Membership	Time Bin	1000-1500 Years	1000	Sichuan Basin		Sichuan Region	Cluster 2				1.000	Yes
Cluster Membership	Time Bin	1000-1500 Years	1000	Southern Segment		Corridor Segment	Cluster 2				1.000	Yes
Cluster Membership	Time Bin	1000-1500 Years	1000	Western Highland		Highland	Cluster 1				1.000	Yes
Cluster Membership	Time Bin	1500-2000 Years	1500	Central Segment		Corridor Segment	Cluster 1				1.000	Yes
Cluster Membership	Time Bin	1500-2000 Years	1500	North China		Northern Lowland	Cluster 1				1.000	Yes
Cluster Membership	Time Bin	1500-2000 Years	1500	Northern Segment		Corridor Segment	Cluster 1				1.000	Yes
Cluster Membership	Time Bin	1500-2000 Years	1500	Panxi and Liangshan		Sichuan Region	Cluster 1				1.000	Yes
Cluster Membership	Time Bin	1500-2000 Years	1500	Qinghai-Tibet Plateau Core		Highland	Cluster 1				1.000	Yes
Cluster Membership	Time Bin	1500-2000 Years	1500	Sichuan Basin		Sichuan Region	Cluster 2				1.000	Yes
Cluster Membership	Time Bin	1500-2000 Years	1500	Southern Segment		Corridor Segment	Cluster 1				1.000	Yes
Cluster Membership	Time Bin	1500-2000 Years	1500	Western Highland		Highland	Cluster 1				1.000	Yes
Cluster Membership	Time Bin	2000-2500 Years	2000	Central Segment		Corridor Segment	Cluster 3				1.000	Yes
Cluster Membership	Time Bin	2000-2500 Years	2000	North China		Northern Lowland	Cluster 1				1.000	Yes
Cluster Membership	Time Bin	2000-2500 Years	2000	Northern Segment		Corridor Segment	Cluster 1				1.000	Yes
Cluster Membership	Time Bin	2000-2500 Years	2000	Panxi and Liangshan		Sichuan Region	Cluster 3				1.000	Yes
Cluster Membership	Time Bin	2000-2500 Years	2000	Qinghai-Tibet Plateau Core		Highland	Cluster 1				1.000	Yes
Cluster Membership	Time Bin	2000-2500 Years	2000	Sichuan Basin		Sichuan Region	Cluster 2				1.000	Yes
Cluster Membership	Time Bin	2000-2500 Years	2000	Southern Segment		Corridor Segment	Cluster 4				1.000	Yes
Cluster Membership	Time Bin	2000-2500 Years	2000	Western Highland		Highland	Cluster 1				1.000	Yes
Cluster Membership	Time Bin	2500-3000 Years	2500	Central Segment		Corridor Segment	Cluster 3				1.000	Yes
