haplogroup	n_samples	confidence	flag	complete_rho	complete_se	complete_age_kya	complete_ci_lo_kya	complete_ci_hi_kya	synonymous_rho	synonymous_se	synonymous_age_kya	synonymous_ci_lo_kya	synonymous_ci_hi_kya	hvsi_full_rho	hvsi_full_se	hvsi_full_age_kya	hvsi_full_ci_lo_kya	hvsi_full_ci_hi_kya	hvsi_trans_rho	hvsi_trans_se	hvsi_trans_age_kya	hvsi_trans_ci_lo_kya	hvsi_trans_ci_hi_kya	hvsii_rho	hvsii_se	hvsii_age_kya	hvsii_ci_lo_kya	hvsii_ci_hi_kya	control_rho	control_se	control_age_kya	control_ci_lo_kya	control_ci_hi_kya
L1c1a	36	medium		18.8889	0.5770	55.4343	51.7842	59.1179	6.8611	0.3408	54.0107	48.7531	59.2683	3.5833	0.4461	59.7593	45.1775	74.3410	3.3611	0.4162	63.3401	47.9657	78.7146	3.0000	0.2981	67.1640	54.0814	80.2466	7.4444	0.3551	67.4318	61.1273	73.7363
"M23""112^^"	246	low	ci_exceeds_ancestor	18.7398	0.1289	54.9513	54.1340	55.7703	6.0528	0.0443	47.6480	46.9644	48.3316	2.2764	0.0494	37.9639	36.3485	39.5793	2.2439	0.0491	42.2863	40.4724	44.1003	2.9594	0.0415	66.2539	64.4347	68.0731	7.1870	0.0683	65.0998	63.8867	66.3129
P3	31	low	ci_exceeds_ancestor	18.7097	0.3538	54.8536	52.6151	57.1048	7.9032	0.4079	62.2142	55.9212	68.5072	1.7097	0.3857	28.5123	15.9033	41.1213	1.8387	0.4202	34.6505	19.1306	50.1704	3.9355	0.3560	88.1076	72.4857	103.7295	6.0968	0.7970	55.2246	41.0753	69.3738
"R32""1a"	53	low	ci_exceeds_ancestor	18.6604	0.3277	54.6940	52.6211	56.7778	8.6415	0.2827	68.0260	63.6648	72.3871	2.5094	0.2027	41.8498	35.2239	48.4757	2.5094	0.2027	47.2903	39.8030	54.7775	0.2830	0.0780	6.3362	2.9149	9.7576	3.0755	0.2665	27.8576	23.1267	32.5885
M2	135	low	ci_exceeds_ancestor	18.4444	0.2881	53.9958	52.1760	55.8242	6.3926	0.1052	50.3225	48.6994	51.9456	3.5407	0.0933	59.0489	55.9987	62.0992	3.7630	0.1143	70.9130	66.6905	75.1355	2.5037	0.1112	56.0529	51.1728	60.9331	7.6815	0.1832	69.5789	66.3259	72.8318
L0d2	45	medium		18.4000	0.6462	53.8523	49.7838	57.9635	6.5333	0.3204	51.4304	46.4876	56.3732	2.1778	0.2162	36.3188	29.2508	43.3868	1.7778	0.2732	33.5022	23.4115	43.5930	1.3111	0.1518	29.3532	22.6907	36.0156	4.7556	0.3946	43.0758	36.0701	50.0815
L0f3	5	low		18.4000	1.6613	53.8523	43.4834	64.5038	6.4000	0.8718	50.3808	36.9300	63.8316	3.0000	0.5477	50.0310	32.1276	67.9344	3.0000	0.5477	56.5350	36.3042	76.7658	0.8000	0.2000	17.9104	9.1343	26.6865	5.4000	1.1225	48.9132	28.9847	68.8417
R30	40	low	ci_exceeds_ancestor	18.3250	0.9388	53.6101	47.7180	59.5927	6.5250	0.4252	51.3648	44.8051	57.9245	2.6250	0.2312	43.7771	36.2205	51.3338	2.7500	0.2791	51.8237	41.5157	62.1318	0.9000	0.1230	20.1492	14.7520	25.5464	5.1750	0.4681	46.8752	38.5652	55.1851
M6'105	42	low	ci_exceeds_ancestor	18.0476	0.4831	52.7160	49.6792	55.7769	6.7857	0.3152	53.4171	48.5540	58.2802	3.4524	0.2291	57.5754	50.0859	65.0649	3.4524	0.2291	65.0601	56.5970	73.5233	0.9286	0.1044	20.7889	16.2057	25.3721	5.5238	0.2241	50.0347	46.0562	54.0132
L3h1	35	medium		18.0286	0.5948	52.6546	48.9201	56.4258	6.2000	0.3400	48.8064	43.5598	54.0530	3.4857	0.1850	58.1313	52.0831	64.1795	3.3143	0.2121	62.4577	54.6229	70.2925	2.1429	0.2465	47.9743	37.1593	58.7892	6.9714	0.3266	63.1472	57.3480	68.9464
M15^	1	no_ci		18.0000		52.5627			4.0000		31.4880			5.0000		83.3850			5.0000		94.2250			3.0000		67.1640			9.0000		81.5220		
L7a1'2	5	low		18.0000	2.0736	52.5627	39.7148	65.8572	5.4000	0.7483	42.5088	30.9627	54.0549	3.4000	0.5099	56.7018	40.0347	73.3689	2.4000	0.5099	45.2280	26.3942	64.0618	1.2000	0.3742	26.8656	10.4470	43.2842	6.8000	0.6633	61.5944	49.8179	73.3709
M58a'b	2	very_low	ci_exceeds_ancestor	18.0000	0.0000	52.5627	52.5627	52.5627	5.0000	0.0000	39.3600	39.3600	39.3600	3.0000	0.0000	50.0310	50.0310	50.0310	4.0000	0.0000	75.3800	75.3800	75.3800	2.0000	0.0000	44.7760	44.7760	44.7760	6.0000	0.0000	54.3480	54.3480	54.3480
L1c6d	1	no_ci		18.0000		52.5627			4.0000		31.4880			4.0000		66.7080			4.0000		75.3800			0.0000		0.0000			6.0000		54.3480		
L1c1b'd'g	23	medium		17.9130	0.8098	52.2829	47.2127	57.4214	5.7826	0.2878	45.5207	41.0801	49.9613	2.6957	0.3171	44.9554	34.5914	55.3194	2.0870	0.2734	39.3287	29.2298	49.4276	0.8261	0.2407	18.4944	7.9345	29.0544	4.9565	0.5278	44.8962	35.5258	54.2665
"U2""11"	1669	low	ci_exceeds_ancestor	17.8981	0.0861	52.2350	51.6927	52.7780	7.6435	0.0441	60.1696	59.4890	60.8502	2.9664	0.0353	49.4714	48.3181	50.6248	2.8041	0.0339	52.8428	51.5907	54.0948	1.4979	0.0240	33.5351	32.4827	34.5874	5.6087	0.0556	50.8040	49.8170	51.7911
M28^	89	low	ci_exceeds_ancestor	17.8539	0.2416	52.0928	50.5737	53.6180	6.2472	0.1051	49.1779	47.5558	50.8000	2.7079	0.1219	45.1591	41.1741	49.1440	1.7416	0.1191	32.8199	28.4216	37.2183	3.0899	0.1324	69.1764	63.3669	74.9859	7.3258	0.1497	66.3575	63.6995	69.0155
M1'51	190	low	ci_exceeds_ancestor	17.8526	0.1775	52.0886	50.9716	53.2089	5.8316	0.1430	45.9062	43.6994	48.1130	3.8789	0.0787	64.6892	62.1179	67.2605	4.5526	0.0945	85.7943	82.3023	89.2864	1.4684	0.0581	32.8750	30.3246	35.4254	6.7000	0.1210	60.6886	58.5401	62.8371
R7a'b'i'j	24	low	ci_exceeds_ancestor	17.8333	0.5236	52.0266	48.7425	55.3393	7.9167	0.1989	62.3200	59.2515	65.3885	3.2500	0.1505	54.2002	49.2814	59.1191	3.0000	0.1703	56.5350	50.2466	62.8234	1.5417	0.1472	34.5148	28.0563	40.9734	5.7917	0.2552	52.4609	47.9297	56.9922
L2a5	9	low	ci_exceeds_ancestor	17.7778	0.8127	51.8481	46.7658	56.9994	3.8889	0.5122	30.6133	22.7106	38.5161	2.2222	0.3239	37.0600	26.4713	47.6487	2.7778	0.3643	52.3472	38.8913	65.8032	1.7778	0.4938	39.8009	18.1332	61.4686	6.4444	0.5300	58.3738	48.9649	67.7826
L3b'c'd	601	high		17.7737	0.1004	51.8350	51.2035	52.4676	8.0632	0.0731	63.4737	62.3457	64.6018	2.8669	0.0420	47.8111	46.4391	49.1831	2.8453	0.0443	53.6189	51.9815	55.2562	1.0133	0.0207	22.6860	21.7795	23.5925	4.4725	0.0521	40.5123	39.5878	41.4368
R9	5196	low	ci_exceeds_ancestor	17.7173	0.0477	51.6538	51.3537	51.9541	7.0549	0.0253	55.5358	55.1449	55.9266	3.9711	0.0211	66.2266	65.5382	66.9149	3.8799	0.0210	73.1169	72.3396	73.8941	0.7654	0.0120	17.1357	16.6079	17.6635	5.3635	0.0268	48.5830	48.1068	49.0593
U8b^	685	low	ci_exceeds_ancestor	17.6467	0.1134	51.4272	50.7148	52.1410	5.6730	0.0626	44.6578	43.6918	45.6238	3.8394	0.0410	64.0299	62.6892	65.3707	3.7796	0.0350	71.2258	69.9334	72.5183	1.1051	0.0350	24.7412	23.2074	26.2750	5.8131	0.0521	52.6554	51.7311	53.5797
U8	719	low	ci_exceeds_ancestor	17.5953	0.1106	51.2622	50.5675	51.9582	6.6440	0.0602	52.3012	51.3719	53.2305	2.9402	0.0389	49.0336	47.7611	50.3062	2.8832	0.0374	54.3334	52.9538	55.7129	1.0598	0.0343	23.7269	22.2230	25.2309	4.9179	0.0524	44.5467	43.6162	45.4772
L3f	94	high		17.5532	0.2418	51.1272	49.6105	52.6501	4.6383	0.1808	36.5127	33.7234	39.3020	2.4787	0.1198	41.3377	37.4219	45.2534	2.4681	0.1198	46.5111	42.0872	50.9349	2.5638	0.1167	57.3990	52.2769	62.5212	5.3617	0.1511	48.5663	45.8830	51.2496
R	20292	high		17.5115	0.0377	50.9937	50.7570	51.2305	6.3543	0.0189	50.0209	49.7296	50.3122	3.4166	0.0122	56.9781	56.5785	57.3778	3.5075	0.0133	66.0987	65.6057	66.5916	1.2557	0.0074	28.1119	27.7874	28.4363	5.8344	0.0176	52.8477	52.5356	53.1598
L3b'd	600	high		17.4767	0.0969	50.8819	50.2741	51.4908	8.0633	0.0732	63.4746	62.3446	64.6045	2.5700	0.0568	42.8599	41.0036	44.7161	2.5483	0.0582	48.0233	45.8726	50.1741	1.0133	0.0207	22.6865	21.7785	23.5945	4.1733	0.0570	37.8021	36.7900	38.8141
N1a	311	high		17.4727	0.1818	50.8691	49.7293	52.0125	5.4148	0.1239	42.6252	40.7139	44.5366	3.7106	0.0741	61.8819	59.4584	64.3053	2.8585	0.0827	53.8688	50.8133	56.9244	3.0450	0.0674	68.1718	65.2163	71.1273	7.1061	0.0988	64.3671	62.6127	66.1216
M21	78	low	ci_exceeds_ancestor	17.4615	0.3743	50.8335	48.4905	53.1913	6.7436	0.2076	53.0855	49.8823	56.2888	3.9487	0.1749	65.8528	60.1347	71.5708	3.9359	0.1725	74.1720	67.8011	80.5428	1.0513	0.0929	23.5361	19.4612	27.6111	5.7436	0.1510	52.0254	49.3453	54.7055
M50^	22	low	ci_exceeds_ancestor	17.4545	0.1575	50.8111	49.8236	51.8011	6.0455	0.1227	47.5898	45.6968	49.4828	3.8182	0.2146	63.6758	56.6618	70.6898	3.8182	0.2146	71.9536	64.0278	79.8794	2.0000	0.1316	44.7760	39.0018	50.5502	8.7727	0.1461	79.4634	76.8693	82.0575
U	2801	high		17.3945	0.0714	50.6187	50.1706	51.0674	6.3988	0.0477	50.3712	49.6352	51.1073	3.3513	0.0280	55.8897	54.9737	56.8056	3.2199	0.0280	60.6794	59.6457	61.7131	1.2581	0.0183	28.1668	27.3617	28.9720	5.9279	0.0402	53.6948	52.9815	54.4080
M53'100^	23	low	ci_exceeds_ancestor	17.3913	0.1041	50.6085	49.9561	51.2621	4.3478	0.1194	34.2261	32.3834	36.0688	3.9565	0.0435	65.9829	64.5617	67.4041	2.8261	0.1356	53.2576	48.2490	58.2662	2.1739	0.0808	48.6696	45.1236	52.2156	9.1304	0.1304	82.7035	80.3878	85.0192
N2	314	high		17.3758	0.1564	50.5589	49.5788	51.5415	5.0318	0.0765	39.6107	38.4298	40.7916	1.9236	0.0600	32.0793	30.1171	34.0415	1.8790	0.0582	35.4094	33.2581	37.5607	4.2739	0.0695	95.6837	92.6350	98.7325	6.3726	0.0931	57.7231	56.0707	59.3755
L1c1c'f'i	10	medium		17.3000	1.1060	50.3163	43.4469	57.3158	4.6000	0.4761	36.2112	28.8655	43.5569	5.6000	0.5416	93.3912	75.6879	111.0945	5.6000	0.4761	105.5320	87.9469	123.1171	1.4000	0.3712	31.3432	15.0555	47.6309	8.0000	0.5963	72.4640	61.8778	83.0502
M	20359	high		17.2924	0.0300	50.2919	50.1041	50.4799	6.8180	0.0168	53.6710	53.4113	53.9308	3.2819	0.0117	54.7329	54.3518	55.1140	3.2211	0.0121	60.7013	60.2554	61.1472	1.3842	0.0082	30.9884	30.6294	31.3475	5.6573	0.0173	51.2438	50.9373	51.5504
M42	28	low	ci_exceeds_ancestor	17.1429	0.7519	49.8138	45.1356	54.5524	6.7500	0.4590	53.1360	46.0546	60.2174	3.3929	0.3539	56.5827	45.0152	68.1502	3.7500	0.3318	70.6688	58.4118	82.9257	2.0714	0.2353	46.3751	36.0500	56.7003	6.5000	0.4615	58.8770	50.6840	67.0700
P	558	high		17.0914	0.2363	49.6494	48.1735	51.1313	5.8996	0.1204	46.4420	44.5850	48.2990	3.6828	0.0742	61.4180	58.9928	63.8431	3.6111	0.0755	68.0514	65.2620	70.8408	1.8351	0.0503	41.0848	38.8769	43.2926	6.8118	0.0882	61.7015	60.1365	63.2666
L1c1a1	16	medium		17.0625	1.1309	49.5572	42.5502	56.7012	5.0625	0.5202	39.8520	31.8263	47.8777	5.3750	0.2720	89.6389	80.7496	98.5282	5.0000	0.2236	94.2250	85.9658	102.4842	2.3750	0.2213	53.1715	43.4623	62.8807	8.8750	0.5234	80.3898	71.0973	89.6822
M7b	1578	low	ci_exceeds_ancestor	17.0330	0.0621	49.4628	49.0746	49.8514	5.3264	0.0331	41.9291	41.4191	42.4391	3.2161	0.0309	53.6348	52.6233	54.6464	3.1343	0.0299	59.0668	57.9612	60.1723	2.6141	0.0230	58.5238	57.5162	59.5313	7.0418	0.0376	63.7849	63.1168	64.4529
L0f1b^^	1	no_ci		17.0000		49.3577			5.0000		39.3600			5.0000		83.3850			5.0000		94.2250			4.0000		89.5520			10.0000		90.5800		
M42b2	1	no_ci		17.0000		49.3577			5.0000		39.3600			5.0000		83.3850			5.0000		94.2250			2.0000		44.7760			9.0000		81.5220		
"M13""108"	133	low	ci_exceeds_ancestor	16.9925	0.3221	49.3337	47.3250	51.3535	4.9098	0.1167	38.6497	36.8498	40.4497	3.4586	0.1515	57.6798	52.7273	62.6324	3.0752	0.1438	57.9519	52.6389	63.2649	1.2481	0.0794	27.9429	24.4567	31.4291	5.6617	0.1565	51.2833	48.5055	54.0610
R30b	20	low	ci_exceeds_ancestor	16.8000	1.7421	48.7200	38.0138	59.7547	6.0000	0.6959	47.2320	36.4956	57.9684	2.3000	0.2911	38.3571	28.8421	47.8721	2.6000	0.4554	48.9970	32.1771	65.8169	1.0000	0.1919	22.3880	13.9655	30.8105	5.4500	0.7521	49.3661	36.0135	62.7187
M7	2861	high		16.7913	0.0657	48.6924	48.2826	49.1026	6.9472	0.0318	54.6885	54.1979	55.1791	2.6889	0.0236	44.8431	44.0732	45.6130	2.6229	0.0231	49.4278	48.5748	50.2808	2.3646	0.0168	52.9377	52.1994	53.6761	5.7948	0.0358	52.4895	51.8542	53.1249
M21b'e	63	high		16.7778	0.2534	48.6492	47.0706	50.2347	5.4921	0.1355	43.2335	41.1424	45.3246	4.0952	0.1956	68.2963	61.9030	74.6896	4.0794	0.1924	76.8756	69.7688	83.9824	1.2857	0.0917	28.7846	24.7600	32.8091	5.8730	0.1745	53.1978	50.0992	56.2964
P12	9	low	ci_exceeds_ancestor	16.7778	0.6620	48.6492	44.5406	52.8052	4.0000	0.2887	31.4880	27.0340	35.9420	4.0000	0.5528	66.7080	48.6396	84.7764	3.1111	0.5122	58.6289	39.7103	77.5475	0.6667	0.2357	14.9253	4.5826	25.2681	5.3333	0.6667	48.3093	36.4735	60.1451
N1a1'2'4'5'6	279	high		16.7742	0.1890	48.6378	47.4599	49.8195	5.5842	0.1319	43.9591	41.9237	45.9944	3.7634	0.0792	62.7629	60.1744	65.3514	2.8244	0.0890	53.2253	49.9379	56.5127	1.9247	0.0681	43.0909	40.1038	46.0780	6.0466	0.1045	54.7701	52.9155	56.6247
B4e'p^	20	low	ci_exceeds_ancestor	16.7000	0.4536	48.4016	45.5830	51.2425	3.4000	0.1686	26.7648	24.1637	29.3659	2.2500	0.2798	37.5232	28.3774	46.6691	3.2500	0.2891	61.2463	50.5697	71.9228	4.9000	0.2039	109.7012	100.7536	118.6488	9.4000	0.3866	85.1452	78.2813	92.0091
L1c1c	9	low		16.6667	1.1667	48.2955	41.0957	55.6433	4.6667	0.5270	36.7360	28.6041	44.8679	4.7778	0.5720	79.6790	60.9828	98.3752	4.5556	0.5300	85.8494	66.2745	105.4244	1.4444	0.4120	32.3382	14.2590	50.4175	7.0000	0.6667	63.4060	51.5702	75.2418
L3f1'3'4'6'2a	94	high		16.5745	0.2403	48.0022	46.5078	49.5030	3.6596	0.1850	28.8082	25.9542	31.6621	2.4787	0.1198	41.3377	37.4219	45.2534	2.4681	0.1198	46.5111	42.0872	50.9349	2.5638	0.1167	57.3990	52.2769	62.5212	5.3617	0.1511	48.5663	45.8830	51.2496
M80	6	low	ci_exceeds_ancestor	16.5000	1.0567	47.7656	41.2478	54.4055	8.0000	0.4472	62.9760	56.0759	69.8761	4.1667	0.3073	69.4875	59.4422	79.5328	4.6667	0.4944	87.9433	69.6816	106.2051	0.3333	0.2108	7.4627	-1.7882	16.7135	6.1667	0.4773	55.8577	47.3845	64.3308
S	21	medium		16.3810	0.7913	47.3876	42.5006	52.3432	3.5238	0.4288	27.7394	21.1229	34.3560	3.7619	0.3000	62.7373	52.9300	72.5446	3.0952	0.2381	58.3298	49.5354	67.1241	2.7143	0.3173	60.7674	46.8441	74.6908	8.0476	0.6951	72.8953	60.5540	85.2366
Q	642	high		16.3100	0.1256	47.1623	46.3825	47.9440	4.0872	0.0567	32.1747	31.2998	33.0495	5.2087	0.0737	86.8659	84.4575	89.2742	5.1121	0.0788	96.3385	93.4287	99.2482	2.9798	0.0425	66.7107	64.8440	68.5774	9.4953	0.0921	86.0087	84.3741	87.6433
M20^^	85	high		16.2353	0.1854	46.9256	45.7760	48.0789	7.4824	0.0985	58.9011	57.3819	60.4203	3.1412	0.1137	52.3854	48.6689	56.1019	2.4353	0.0828	45.8931	42.8366	48.9497	1.4235	0.1127	31.8700	26.9229	36.8171	4.8118	0.1538	43.5850	40.8537	46.3163
M13c'd	19	low	ci_exceeds_ancestor	16.2105	0.6604	46.8471	42.7698	50.9725	4.4211	0.2791	34.8025	30.4970	39.1081	1.1053	0.1509	18.4325	13.4994	23.3655	0.1579	0.0859	2.9755	-0.1990	6.1501	1.9474	0.0526	43.5977	41.2882	45.9072	5.4211	0.3089	49.1039	43.6199	54.5879
F	4790	high		16.1666	0.0453	46.7079	46.4268	46.9893	5.2965	0.0224	41.6937	41.3488	42.0386	3.9658	0.0220	66.1370	65.4176	66.8564	3.9225	0.0222	73.9204	73.1013	74.7395	0.7440	0.0124	16.6578	16.1139	17.2017	5.3482	0.0281	48.4442	47.9457	48.9428
P3b	31	medium		16.1290	0.2694	46.5890	44.9212	48.2648	6.9032	0.4079	54.3422	48.0492	60.6352	1.7097	0.3857	28.5123	15.9033	41.1213	1.8387	0.4202	34.6505	19.1306	50.1704	3.3548	0.2298	75.1081	65.0259	85.1904	5.5161	0.6523	49.9651	38.3839	61.5463
L0d2b	8	low		16.1250	1.1090	46.5762	39.7634	53.5252	5.5000	0.6814	43.2960	32.7828	53.8092	2.5000	0.4629	41.6925	26.5614	56.8236	3.7500	0.7258	70.6688	43.8605	97.4770	0.5000	0.2673	11.1940	-0.5336	22.9216	6.3750	0.7304	57.7448	44.7775	70.7120
M13	83	low	ci_exceeds_ancestor	16.0843	0.3601	46.4475	44.2209	48.6884	4.0120	0.1658	31.5828	29.0254	34.1403	3.8313	0.2174	63.8950	56.7892	71.0008	3.2289	0.2136	60.8489	52.9577	68.7401	0.5542	0.0878	12.4078	8.5536	16.2620	5.5904	0.1475	50.6375	48.0188	53.2562
L1c1c4	4	low	ci_exceeds_ancestor	16.0000	0.5774	46.1806	42.6204	49.7779	5.0000	0.7071	39.3600	28.4500	50.2700	4.0000	0.7071	66.7080	43.5949	89.8211	3.5000	0.5000	65.9575	47.4894	84.4256	0.5000	0.2887	11.1940	-1.4732	23.8612	6.2500	0.6292	56.6125	45.4427	67.7823
L3h1a	14	medium		16.0000	0.8708	46.1806	40.8257	51.6198	5.7857	0.6038	45.5451	36.2287	54.8616	3.1429	0.3610	52.4134	40.6145	64.2124	2.6429	0.3867	49.8046	35.5218	64.0875	1.1429	0.3610	25.5863	9.7468	41.4258	5.4286	0.2912	49.1720	44.0029	54.3411
M13'61	115	high		15.9391	0.3229	45.9882	43.9937	47.9942	5.0174	0.1259	39.4969	37.5536	41.4402	3.5130	0.1722	58.5870	52.9585	64.2156	3.0696	0.1637	57.8460	51.7984	63.8935	0.6609	0.0760	14.7955	11.4595	18.1316	5.0435	0.1389	45.6838	43.2186	48.1491
M7b'c	2774	high		15.8919	0.0665	45.8387	45.4270	46.2510	6.0364	0.0311	47.5186	47.0387	47.9985	2.6900	0.0242	44.8608	44.0704	45.6511	2.6215	0.0237	49.4019	48.5261	50.2777	2.4229	0.0160	54.2429	53.5408	54.9449	5.8515	0.0362	53.0027	52.3605	53.6449
M46'79	18	medium		15.8333	0.5955	45.6539	41.9884	49.3591	5.1111	0.3120	40.2347	35.4215	45.0478	4.4444	0.2173	74.1200	67.0183	81.2217	3.8889	0.2788	73.2861	62.9899	83.5823	1.6111	0.2574	36.0696	24.7737	47.3655	6.6111	0.2444	59.8834	55.5444	64.2224
L5b	5	low		15.8000	1.7146	45.5487	35.1101	56.3165	6.2000	1.0677	48.8064	32.3326	65.2802	2.0000	0.5477	33.3540	15.4506	51.2574	2.0000	0.5477	37.6900	17.4592	57.9208	2.6000	0.2449	58.2088	47.4603	68.9573	6.4000	0.5099	57.9712	48.9186	67.0238
M12'G	1729	high		15.7872	0.0933	45.5081	44.9312	46.0860	5.3574	0.0494	42.1737	41.4122	42.9352	3.2452	0.0357	54.1207	52.9537	55.2876	3.2117	0.0364	60.5242	59.1794	61.8690	1.2047	0.0293	26.9718	25.6864	28.2571	5.2996	0.0582	48.0037	46.9702	49.0372
L0f3c	4	low		15.7500	1.8875	45.3908	33.9257	57.2558	6.0000	1.0000	47.2320	31.8029	62.6611	3.5000	0.8660	58.3695	30.0618	86.6772	3.5000	0.8660	65.9575	33.9698	97.9452	0.0000	0.0000	0.0000	0.0000	0.0000	4.5000	0.8660	40.7610	25.3859	56.1361
R5'35	55	high		15.7455	0.4313	45.3765	42.7198	48.0541	6.3636	0.2341	50.0945	46.4830	53.7061	2.8000	0.2253	46.6956	39.3302	54.0610	2.7818	0.2273	52.4234	44.0295	60.8172	1.4727	0.0855	32.9714	29.2198	36.7230	5.5455	0.2473	50.2307	45.8403	54.6212
M21b	45	medium		15.6889	0.3191	45.1981	43.2312	47.1763	4.5333	0.1842	35.6864	32.8439	38.5289	4.9556	0.0951	82.6438	79.5349	85.7527	4.9333	0.0865	92.9687	89.7753	96.1620	1.0444	0.0838	23.3830	19.7050	27.0611	6.2667	0.1752	56.7635	53.6524	59.8745
U8b	684	high		15.6798	0.1119	45.1695	44.4789	45.8615	4.6871	0.0624	36.8971	35.9343	37.8599	3.8450	0.0407	64.1236	62.7934	65.4537	3.7836	0.0348	71.3024	70.0168	72.5880	1.1053	0.0350	24.7446	23.2086	26.2806	5.8173	0.0520	52.6927	51.7699	53.6155
M50	22	medium		15.6364	0.2422	45.0325	43.5397	46.5318	6.0455	0.1227	47.5898	45.6968	49.4828	3.0000	0.1741	50.0310	44.3409	55.7211	3.0000	0.1741	56.5350	50.1052	62.9648	2.0000	0.1316	44.7760	39.0018	50.5502	7.9545	0.0800	72.0523	70.6325	73.4720
M52'58'101	28	medium		15.6071	0.6693	44.9404	40.8319	49.0993	3.2500	0.2220	25.5840	22.1591	29.0089	3.3929	0.2538	56.5827	48.2883	64.8770	3.0000	0.2467	56.5350	47.4239	65.6461	1.2143	0.2321	27.1854	17.0022	37.3686	6.3571	0.5045	57.5830	48.6260	66.5400
M17	48	medium		15.5833	0.4687	44.8653	41.9834	47.7721	5.0000	0.3859	39.3600	33.4056	45.3144	3.4375	0.1904	57.3272	51.1025	63.5518	3.5833	0.1903	67.5279	60.5003	74.5555	1.5000	0.1547	33.5820	26.7931	40.3709	5.7500	0.2848	52.0835	47.0271	57.1399
L3a	23	medium		15.5652	0.5062	44.8083	41.6976	47.9478	6.1739	0.2715	48.6010	44.4117	52.7904	3.5217	0.2424	58.7320	50.8077	66.6564	3.4783	0.2505	65.5478	56.2971	74.7985	0.8261	0.2715	18.4944	6.5799	30.4089	5.3913	0.3063	48.8344	43.3962	54.2727
L1c3	65	high		15.5077	0.4610	44.6271	41.7943	47.4840	4.8462	0.3224	38.1489	33.1742	43.1236	2.5231	0.1473	42.0774	37.2638	46.8909	2.7385	0.1600	51.6063	45.6949	57.5177	1.3385	0.1702	29.9655	22.4956	37.4354	4.7385	0.1758	42.9210	39.8001	46.0419
L1c1a1a'c'd	15	medium		15.4667	1.1291	44.4980	37.6070	51.5333	4.2667	0.5115	33.5872	25.6959	41.4785	5.5333	0.2364	92.2794	84.5530	100.0058	5.1333	0.1919	96.7377	89.6496	103.8257	1.5333	0.1652	34.3283	27.0778	41.5787	8.2667	0.3712	74.8795	68.2896	81.4694
R8'40	35	medium		15.4286	0.3388	44.3781	42.2957	46.4735	7.4286	0.2570	58.4777	54.5131	62.4423	1.2571	0.1497	20.9654	16.0705	25.8602	0.9143	0.1442	17.2297	11.9037	22.5557	0.8000	0.1630	17.9104	10.7598	25.0610	2.4286	0.2329	21.9980	17.8624	26.1336
M7b1^	1570	high		15.4140	0.0606	44.3323	43.9587	44.7063	5.3331	0.0331	41.9823	41.4716	42.4930	2.5688	0.0285	42.8397	41.9067	43.7727	2.4911	0.0259	46.9445	45.9890	47.8999	2.6274	0.0226	58.8220	57.8307	59.8132	6.4127	0.0359	58.0866	57.4487	58.7245
M25'86	5	low	ci_exceeds_ancestor	15.4000	1.6613	44.2882	34.2092	54.6805	2.4000	0.4000	18.8928	12.7212	25.0644	3.8000	0.8000	63.3726	37.2231	89.5221	4.8000	1.1136	90.4560	49.3256	131.5864	1.8000	0.4899	40.2984	18.8014	61.7954	8.2000	1.6553	74.2756	44.8880	103.6632
N7'28	11	medium		15.3636	1.3092	44.1739	36.2061	52.3365	4.5455	0.8672	35.7818	22.4014	49.1622	2.2727	0.5409	37.9023	20.2222	55.5823	1.7273	0.2727	32.5505	22.4769	42.6240	0.8182	0.2960	18.3175	5.3298	31.3051	4.4545	1.0476	40.3493	21.7501	58.9485
M2a'b'c'd'e	135	high		15.3630	0.2568	44.1718	42.5928	45.7582	5.3926	0.1052	42.4505	40.8274	44.0736	3.4148	0.0960	56.9489	53.8104	60.0873	3.6370	0.1055	68.5400	64.6445	72.4355	2.5037	0.1112	56.0529	51.1728	60.9331	6.5704	0.1761	59.5144	56.3877	62.6411
M11'81	203	high		15.3202	0.1978	44.0373	42.8212	45.2579	5.5123	0.0893	43.3929	42.0157	44.7702	1.1182	0.0885	18.6487	15.7559	21.5414	1.0394	0.0926	19.5877	16.1670	23.0083	1.7833	0.0788	39.9234	36.4667	43.3801	4.9458	0.1204	44.7992	42.6617	46.9367
F1'4	3280	high		15.2979	0.0529	43.9671	43.6415	44.2931	5.3655	0.0288	42.2376	41.7938	42.6814	3.3095	0.0237	55.1917	54.4182	55.9652	3.2787	0.0242	61.7863	60.8938	62.6788	0.7012	0.0148	15.6989	15.0501	16.3477	4.5518	0.0330	41.2305	40.6449	41.8161
M69	7	low		15.2857	0.3595	43.9290	41.7225	46.1501	8.1429	0.3401	64.1006	58.8536	69.3475	2.0000	0.0000	33.3540	33.3540	33.3540	2.0000	0.0000	37.6900	37.6900	37.6900	1.0000	0.0000	22.3880	22.3880	22.3880	5.0000	0.0000	45.2900	45.2900	45.2900
S1'7	13	medium		15.2308	0.6008	43.7564	40.0796	47.4744	2.6154	0.4317	20.5883	13.9271	27.2495	3.1538	0.3897	52.5967	39.8583	65.3351	3.0000	0.3581	56.5350	43.3097	69.7603	3.4615	0.2912	77.4969	64.7178	90.2761	8.3077	0.4294	75.2511	67.6269	82.8752
