haplogroup	region	n_samples	rho	se	age_years	ci95_lower_years	ci95_upper_years	age_kya	ci95_lower_kya	ci95_upper_kya	confidence	flag
U5b2b3h^	control	0							NA	NA	no_ci	no_descendants
U5b2b4	complete	8	1.75	0.453163	4554.4	2225.4	6918.7	4.5544	2.2254	6.9187	low	
U5b2b4	synonymous	8	0.25	0.25	1968.0	-1889.3	5825.3	1.968	-1.8893	5.8253	low	negative_lower_ci
U5b2b4	hvsi_full	8	0.25	0.163663	4169.2	-1180.4	9518.9	4.1692	-1.1804	9.5189	low	negative_lower_ci
U5b2b4	hvsi_trans	8	0.625	0.182981	11778.1	5019.5	18536.8	11.7781	5.0195	18.5368	low	
U5b2b4	hvsii	8	1.0	0.267261	22388.0	10660.4	34115.6	22.388	10.6604	34.1156	low	
U5b2b4	control	8	1.625	0.323899	14719.2	8968.8	20469.7	14.7193	8.9688	20.4697	low	
U5b2b4a	complete	6	1.166667	0.477261	3020.8	593.7	5487.5	3.0208	0.5937	5.4875	low	
U5b2b4a	synonymous	6	0.333333	0.333333	2624.0	-2519.0	7767.0	2.624	-2.5190	7.7670	low	negative_lower_ci
U5b2b4a	hvsi_full	6	0.166667	0.166667	2779.5	-2668.3	8227.3	2.7795	-2.6683	8.2273	low	negative_lower_ci
U5b2b4a	hvsi_trans	6	0.666667	0.210819	12563.3	4776.5	20350.2	12.5633	4.7765	20.3502	low	
U5b2b4a	hvsii	6	0.333333	0.210819	7462.7	-1788.2	16713.5	7.4627	-1.7882	16.7135	low	negative_lower_ci
U5b2b4a	control	6	1.0	0.258199	9058.0	4474.0	13642.0	9.058	4.4740	13.6420	low	
U5b2b4a+150	complete	0							NA	NA	no_ci	no_descendants
U5b2b4a+150	synonymous	0							NA	NA	no_ci	no_descendants
U5b2b4a+150	hvsi_full	0							NA	NA	no_ci	no_descendants
U5b2b4a+150	hvsi_trans	0							NA	NA	no_ci	no_descendants
U5b2b4a+150	hvsii	0							NA	NA	no_ci	no_descendants
U5b2b4a+150	control	0							NA	NA	no_ci	no_descendants
U5b2b4a+152	complete	0							NA	NA	no_ci	no_descendants
U5b2b4a+152	synonymous	0							NA	NA	no_ci	no_descendants
U5b2b4a+152	hvsi_full	0							NA	NA	no_ci	no_descendants
U5b2b4a+152	hvsi_trans	0							NA	NA	no_ci	no_descendants
U5b2b4a+152	hvsii	0							NA	NA	no_ci	no_descendants
U5b2b4a+152	control	0							NA	NA	no_ci	no_descendants
U5b2b4a+189	complete	1	0.0		0.0			0.0	NA	NA	no_ci	
U5b2b4a+189	synonymous	1	0.0		0.0			0.0	NA	NA	no_ci	
U5b2b4a+189	hvsi_full	1	0.0		0.0			0.0	NA	NA	no_ci	
U5b2b4a+189	hvsi_trans	1	1.0		18845.0			18.845	NA	NA	no_ci	
U5b2b4a+189	hvsii	1	0.0		0.0			0.0	NA	NA	no_ci	
U5b2b4a+189	control	1	1.0		9058.0			9.058	NA	NA	no_ci	
U5b2b4a1	complete	1	1.0		2585.4			2.5854	NA	NA	no_ci	
U5b2b4a1	synonymous	1	0.0		0.0			0.0	NA	NA	no_ci	
U5b2b4a1	hvsi_full	1	1.0		16677.0			16.677	NA	NA	no_ci	
U5b2b4a1	hvsi_trans	1	1.0		18845.0			18.845	NA	NA	no_ci	
U5b2b4a1	hvsii	1	0.0		0.0			0.0	NA	NA	no_ci	
U5b2b4a1	control	1	1.0		9058.0			9.058	NA	NA	no_ci	
U5b2b4a1+189	complete	0							NA	NA	no_ci	no_descendants
U5b2b4a1+189	synonymous	0							NA	NA	no_ci	no_descendants
U5b2b4a1+189	hvsi_full	0							NA	NA	no_ci	no_descendants
U5b2b4a1+189	hvsi_trans	0							NA	NA	no_ci	no_descendants
U5b2b4a1+189	hvsii	0							NA	NA	no_ci	no_descendants
U5b2b4a1+189	control	0							NA	NA	no_ci	no_descendants
U5b2b4a10	complete	0							NA	NA	no_ci	no_descendants
U5b2b4a10	synonymous	0							NA	NA	no_ci	no_descendants
U5b2b4a10	hvsi_full	0							NA	NA	no_ci	no_descendants
U5b2b4a10	hvsi_trans	0							NA	NA	no_ci	no_descendants
U5b2b4a10	hvsii	0							NA	NA	no_ci	no_descendants
U5b2b4a10	control	0							NA	NA	no_ci	no_descendants
U5b2b4a11	complete	0							NA	NA	no_ci	no_descendants
U5b2b4a11	synonymous	0							NA	NA	no_ci	no_descendants
U5b2b4a11	hvsi_full	0							NA	NA	no_ci	no_descendants
U5b2b4a11	hvsi_trans	0							NA	NA	no_ci	no_descendants
U5b2b4a11	hvsii	0							NA	NA	no_ci	no_descendants
U5b2b4a11	control	0							NA	NA	no_ci	no_descendants
U5b2b4a12	complete	1	2.0		5216.4			5.2164	NA	NA	no_ci	
U5b2b4a12	synonymous	1	1.0		7872.0			7.872	NA	NA	no_ci	
U5b2b4a12	hvsi_full	1	0.0		0.0			0.0	NA	NA	no_ci	
U5b2b4a12	hvsi_trans	1	0.0		0.0			0.0	NA	NA	no_ci	
U5b2b4a12	hvsii	1	1.0		22388.0			22.388	NA	NA	no_ci	
U5b2b4a12	control	1	1.0		9058.0			9.058	NA	NA	no_ci	
U5b2b4a13	complete	0							NA	NA	no_ci	no_descendants
U5b2b4a13	synonymous	0							NA	NA	no_ci	no_descendants
U5b2b4a13	hvsi_full	0							NA	NA	no_ci	no_descendants
U5b2b4a13	hvsi_trans	0							NA	NA	no_ci	no_descendants
U5b2b4a13	hvsii	0							NA	NA	no_ci	no_descendants
U5b2b4a13	control	0							NA	NA	no_ci	no_descendants
U5b2b4a14	complete	0							NA	NA	no_ci	no_descendants
U5b2b4a14	synonymous	0							NA	NA	no_ci	no_descendants
U5b2b4a14	hvsi_full	0							NA	NA	no_ci	no_descendants
U5b2b4a14	hvsi_trans	0							NA	NA	no_ci	no_descendants
U5b2b4a14	hvsii	0							NA	NA	no_ci	no_descendants
U5b2b4a14	control	0							NA	NA	no_ci	no_descendants
U5b2b4a15	complete	0							NA	NA	no_ci	no_descendants
U5b2b4a15	synonymous	0							NA	NA	no_ci	no_descendants
U5b2b4a15	hvsi_full	0							NA	NA	no_ci	no_descendants
U5b2b4a15	hvsi_trans	0							NA	NA	no_ci	no_descendants
U5b2b4a15	hvsii	0							NA	NA	no_ci	no_descendants
U5b2b4a15	control	0							NA	NA	no_ci	no_descendants
U5b2b4a1a	complete	0							NA	NA	no_ci	no_descendants
U5b2b4a1a	synonymous	0							NA	NA	no_ci	no_descendants
U5b2b4a1a	hvsi_full	0							NA	NA	no_ci	no_descendants
U5b2b4a1a	hvsi_trans	0							NA	NA	no_ci	no_descendants
U5b2b4a1a	hvsii	0							NA	NA	no_ci	no_descendants
U5b2b4a1a	control	0							NA	NA	no_ci	no_descendants
U5b2b4a1b	complete	0							NA	NA	no_ci	no_descendants
U5b2b4a1b	synonymous	0							NA	NA	no_ci	no_descendants
U5b2b4a1b	hvsi_full	0							NA	NA	no_ci	no_descendants
U5b2b4a1b	hvsi_trans	0							NA	NA	no_ci	no_descendants
U5b2b4a1b	hvsii	0							NA	NA	no_ci	no_descendants
U5b2b4a1b	control	0							NA	NA	no_ci	no_descendants
U5b2b4a1c	complete	0							NA	NA	no_ci	no_descendants
U5b2b4a1c	synonymous	0							NA	NA	no_ci	no_descendants
U5b2b4a1c	hvsi_full	0							NA	NA	no_ci	no_descendants
U5b2b4a1c	hvsi_trans	0							NA	NA	no_ci	no_descendants
U5b2b4a1c	hvsii	0							NA	NA	no_ci	no_descendants
U5b2b4a1c	control	0							NA	NA	no_ci	no_descendants
U5b2b4a2	complete	0							NA	NA	no_ci	no_descendants
U5b2b4a2	synonymous	0							NA	NA	no_ci	no_descendants
U5b2b4a2	hvsi_full	0							NA	NA	no_ci	no_descendants
U5b2b4a2	hvsi_trans	0							NA	NA	no_ci	no_descendants
U5b2b4a2	hvsii	0							NA	NA	no_ci	no_descendants
U5b2b4a2	control	0							NA	NA	no_ci	no_descendants
U5b2b4a3	complete	0							NA	NA	no_ci	no_descendants
U5b2b4a3	synonymous	0							NA	NA	no_ci	no_descendants
U5b2b4a3	hvsi_full	0							NA	NA	no_ci	no_descendants
U5b2b4a3	hvsi_trans	0							NA	NA	no_ci	no_descendants
U5b2b4a3	hvsii	0							NA	NA	no_ci	no_descendants
U5b2b4a3	control	0							NA	NA	no_ci	no_descendants
U5b2b4a3a	complete	0							NA	NA	no_ci	no_descendants
U5b2b4a3a	synonymous	0							NA	NA	no_ci	no_descendants
U5b2b4a3a	hvsi_full	0							NA	NA	no_ci	no_descendants
U5b2b4a3a	hvsi_trans	0							NA	NA	no_ci	no_descendants
U5b2b4a3a	hvsii	0							NA	NA	no_ci	no_descendants
U5b2b4a3a	control	0							NA	NA	no_ci	no_descendants
U5b2b4a4	complete	1	0.0		0.0			0.0	NA	NA	no_ci	
U5b2b4a4	synonymous	1	0.0		0.0			0.0	NA	NA	no_ci	
U5b2b4a4	hvsi_full	1	0.0		0.0			0.0	NA	NA	no_ci	
U5b2b4a4	hvsi_trans	1	1.0		18845.0			18.845	NA	NA	no_ci	
U5b2b4a4	hvsii	1	0.0		0.0			0.0	NA	NA	no_ci	
U5b2b4a4	control	1	1.0		9058.0			9.058	NA	NA	no_ci	
U5b2b4a5	complete	0							NA	NA	no_ci	no_descendants
U5b2b4a5	synonymous	0							NA	NA	no_ci	no_descendants
U5b2b4a5	hvsi_full	0							NA	NA	no_ci	no_descendants
U5b2b4a5	hvsi_trans	0							NA	NA	no_ci	no_descendants
U5b2b4a5	hvsii	0							NA	NA	no_ci	no_descendants
U5b2b4a5	control	0							NA	NA	no_ci	no_descendants
U5b2b4a5a	complete	0							NA	NA	no_ci	no_descendants
U5b2b4a5a	synonymous	0							NA	NA	no_ci	no_descendants
U5b2b4a5a	hvsi_full	0							NA	NA	no_ci	no_descendants
U5b2b4a5a	hvsi_trans	0							NA	NA	no_ci	no_descendants
U5b2b4a5a	hvsii	0							NA	NA	no_ci	no_descendants
U5b2b4a5a	control	0							NA	NA	no_ci	no_descendants
U5b2b4a6	complete	0							NA	NA	no_ci	no_descendants
U5b2b4a6	synonymous	0							NA	NA	no_ci	no_descendants
U5b2b4a6	hvsi_full	0							NA	NA	no_ci	no_descendants
U5b2b4a6	hvsi_trans	0							NA	NA	no_ci	no_descendants
U5b2b4a6	hvsii	0							NA	NA	no_ci	no_descendants
U5b2b4a6	control	0							NA	NA	no_ci	no_descendants
U5b2b4a8	complete	0							NA	NA	no_ci	no_descendants
U5b2b4a8	synonymous	0							NA	NA	no_ci	no_descendants
U5b2b4a8	hvsi_full	0							NA	NA	no_ci	no_descendants
U5b2b4a8	hvsi_trans	0							NA	NA	no_ci	no_descendants
U5b2b4a8	hvsii	0							NA	NA	no_ci	no_descendants
U5b2b4a8	control	0							NA	NA	no_ci	no_descendants
U5b2b4a9	complete	0							NA	NA	no_ci	no_descendants
U5b2b4a9	synonymous	0							NA	NA	no_ci	no_descendants
U5b2b4a9	hvsi_full	0							NA	NA	no_ci	no_descendants
U5b2b4a9	hvsi_trans	0							NA	NA	no_ci	no_descendants
U5b2b4a9	hvsii	0							NA	NA	no_ci	no_descendants
U5b2b4a9	control	0							NA	NA	no_ci	no_descendants
U5b2b4a9a	complete	0							NA	NA	no_ci	no_descendants
U5b2b4a9a	synonymous	0							NA	NA	no_ci	no_descendants
U5b2b4a9a	hvsi_full	0							NA	NA	no_ci	no_descendants
U5b2b4a9a	hvsi_trans	0							NA	NA	no_ci	no_descendants
U5b2b4a9a	hvsii	0							NA	NA	no_ci	no_descendants
U5b2b4a9a	control	0							NA	NA	no_ci	no_descendants
U5b2b4g	complete	0							NA	NA	no_ci	no_descendants
U5b2b4g	synonymous	0							NA	NA	no_ci	no_descendants
U5b2b4g	hvsi_full	0							NA	NA	no_ci	no_descendants
U5b2b4g	hvsi_trans	0							NA	NA	no_ci	no_descendants
U5b2b4g	hvsii	0							NA	NA	no_ci	no_descendants
U5b2b4g	control	0							NA	NA	no_ci	no_descendants
U5b2b4g1	complete	0							NA	NA	no_ci	no_descendants
U5b2b4g1	synonymous	0							NA	NA	no_ci	no_descendants
U5b2b4g1	hvsi_full	0							NA	NA	no_ci	no_descendants
U5b2b4g1	hvsi_trans	0							NA	NA	no_ci	no_descendants
U5b2b4g1	hvsii	0							NA	NA	no_ci	no_descendants
U5b2b4g1	control	0							NA	NA	no_ci	no_descendants
U5b2b4g2	complete	0							NA	NA	no_ci	no_descendants
U5b2b4g2	synonymous	0							NA	NA	no_ci	no_descendants
U5b2b4g2	hvsi_full	0							NA	NA	no_ci	no_descendants
U5b2b4g2	hvsi_trans	0							NA	NA	no_ci	no_descendants
U5b2b4g2	hvsii	0							NA	NA	no_ci	no_descendants
U5b2b4g2	control	0							NA	NA	no_ci	no_descendants
U5b2b4g2a	complete	0							NA	NA	no_ci	no_descendants
U5b2b4g2a	synonymous	0							NA	NA	no_ci	no_descendants
U5b2b4g2a	hvsi_full	0							NA	NA	no_ci	no_descendants
U5b2b4g2a	hvsi_trans	0							NA	NA	no_ci	no_descendants
U5b2b4g2a	hvsii	0							NA	NA	no_ci	no_descendants
U5b2b4g2a	control	0							NA	NA	no_ci	no_descendants
U5b2b4g5	complete	0							NA	NA	no_ci	no_descendants
U5b2b4g5	synonymous	0							NA	NA	no_ci	no_descendants
U5b2b4g5	hvsi_full	0							NA	NA	no_ci	no_descendants
U5b2b4g5	hvsi_trans	0							NA	NA	no_ci	no_descendants
U5b2b4g5	hvsii	0							NA	NA	no_ci	no_descendants
U5b2b4g5	control	0							NA	NA	no_ci	no_descendants
U5b2b4m	complete	1	0.0		0.0			0.0	NA	NA	no_ci	
U5b2b4m	synonymous	1	0.0		0.0			0.0	NA	NA	no_ci	
U5b2b4m	hvsi_full	1	0.0		0.0			0.0	NA	NA	no_ci	
U5b2b4m	hvsi_trans	1	0.0		0.0			0.0	NA	NA	no_ci	
U5b2b4m	hvsii	1	0.0		0.0			0.0	NA	NA	no_ci	
U5b2b4m	control	1	0.0		0.0			0.0	NA	NA	no_ci	
U5b2b4q	complete	0							NA	NA	no_ci	no_descendants
U5b2b4q	synonymous	0							NA	NA	no_ci	no_descendants
U5b2b4q	hvsi_full	0							NA	NA	no_ci	no_descendants
U5b2b4q	hvsi_trans	0							NA	NA	no_ci	no_descendants
U5b2b4q	hvsii	0							NA	NA	no_ci	no_descendants
U5b2b4q	control	0							NA	NA	no_ci	no_descendants
U5b2b4r	complete	0							NA	NA	no_ci	no_descendants
U5b2b4r	synonymous	0							NA	NA	no_ci	no_descendants
U5b2b4r	hvsi_full	0							NA	NA	no_ci	no_descendants
U5b2b4r	hvsi_trans	0							NA	NA	no_ci	no_descendants
U5b2b4r	hvsii	0							NA	NA	no_ci	no_descendants
U5b2b4r	control	0							NA	NA	no_ci	no_descendants
U5b2b4r+152	complete	0							NA	NA	no_ci	no_descendants
U5b2b4r+152	synonymous	0							NA	NA	no_ci	no_descendants
U5b2b4r+152	hvsi_full	0							NA	NA	no_ci	no_descendants
U5b2b4r+152	hvsi_trans	0							NA	NA	no_ci	no_descendants
U5b2b4r+152	hvsii	0							NA	NA	no_ci	no_descendants
U5b2b4r+152	control	0							NA	NA	no_ci	no_descendants
U5b2b4s	complete	0							NA	NA	no_ci	no_descendants
U5b2b4s	synonymous	0							NA	NA	no_ci	no_descendants
U5b2b4s	hvsi_full	0							NA	NA	no_ci	no_descendants
U5b2b4s	hvsi_trans	0							NA	NA	no_ci	no_descendants
U5b2b4s	hvsii	0							NA	NA	no_ci	no_descendants
U5b2b4s	control	0							NA	NA	no_ci	no_descendants
U5b2b5	complete	13	1.461538	0.312463	3794.1	2192.4	5412.8	3.7941	2.1924	5.4128	medium	
U5b2b5	synonymous	13	0.307692	0.237093	2422.2	-1236.0	6080.3	2.4222	-1.2360	6.0803	medium	negative_lower_ci
U5b2b5	hvsi_full	13	0.846154	0.104154	14111.3	10706.8	17515.8	14.1113	10.7068	17.5158	medium	
U5b2b5	hvsi_trans	13	0.846154	0.104154	15945.8	12098.7	19792.8	15.9458	12.0987	19.7928	medium	
U5b2b5	hvsii	13	0.0	0.0	0.0	0.0	0.0	0.0	0.0000	0.0000	medium	
U5b2b5	control	13	1.846154	0.104154	16722.5	14873.3	18571.6	16.7225	14.8733	18.5716	medium	
U5b2b5'15	complete	14	2.928571	0.549368	7699.1	4823.7	10624.7	7.6991	4.8237	10.6247	medium	
U5b2b5'15	synonymous	14	0.428571	0.250588	3373.7	-492.6	7240.1	3.3737	-0.4926	7.2401	medium	negative_lower_ci
U5b2b5'15	hvsi_full	14	1.928571	0.126851	32162.8	28016.4	36309.1	32.1628	28.0164	36.3091	medium	
U5b2b5'15	hvsi_trans	14	1.857143	0.097052	34997.9	31413.1	38582.6	34.9979	31.4131	38.5826	medium	
U5b2b5'15	hvsii	14	0.0	0.0	0.0	0.0	0.0	0.0	0.0000	0.0000	medium	
U5b2b5'15	control	14	2.928571	0.126851	26527.0	24274.9	28779.1	26.527	24.2749	28.7791	medium	
U5b2b5c	complete	2	2.5	1.5	6548.6	-1122.9	14598.0	6.5486	-1.1229	14.5980	very_low	negative_lower_ci;ci_exceeds_ancestor
U5b2b5c	synonymous	2	1.0	1.0	7872.0	-7557.1	23301.1	7.872	-7.5571	23.3011	very_low	negative_lower_ci;ci_exceeds_ancestor
U5b2b5c	hvsi_full	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0000	0.0000	very_low	ci_exceeds_ancestor
U5b2b5c	hvsi_trans	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0000	0.0000	very_low	ci_exceeds_ancestor
U5b2b5c	hvsii	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0000	0.0000	very_low	ci_exceeds_ancestor
U5b2b5c	control	2	1.0	0.0	9058.0	9058.0	9058.0	9.058	9.0580	9.0580	very_low	ci_exceeds_ancestor
U5b2b5c+11914	complete	0							NA	NA	no_ci	no_descendants
U5b2b5c+11914	synonymous	0							NA	NA	no_ci	no_descendants
U5b2b5c+11914	hvsi_full	0							NA	NA	no_ci	no_descendants
U5b2b5c+11914	hvsi_trans	0							NA	NA	no_ci	no_descendants
U5b2b5c+11914	hvsii	0							NA	NA	no_ci	no_descendants
U5b2b5c+11914	control	0							NA	NA	no_ci	no_descendants
U5b2b5c1	complete	1	0.0		0.0			0.0	NA	NA	no_ci	
U5b2b5c1	synonymous	1	0.0		0.0			0.0	NA	NA	no_ci	
U5b2b5c1	hvsi_full	1	0.0		0.0			0.0	NA	NA	no_ci	
U5b2b5c1	hvsi_trans	1	0.0		0.0			0.0	NA	NA	no_ci	
U5b2b5c1	hvsii	1	0.0		0.0			0.0	NA	NA	no_ci	
U5b2b5c1	control	1	1.0		9058.0			9.058	NA	NA	no_ci	
U5b2b5c2	complete	0							NA	NA	no_ci	no_descendants
U5b2b5c2	synonymous	0							NA	NA	no_ci	no_descendants
U5b2b5c2	hvsi_full	0							NA	NA	no_ci	no_descendants
U5b2b5c2	hvsi_trans	0							NA	NA	no_ci	no_descendants
U5b2b5c2	hvsii	0							NA	NA	no_ci	no_descendants
U5b2b5c2	control	0							NA	NA	no_ci	no_descendants
U5b2b5c2a	complete	0							NA	NA	no_ci	no_descendants
U5b2b5c2a	synonymous	0							NA	NA	no_ci	no_descendants
U5b2b5c2a	hvsi_full	0							NA	NA	no_ci	no_descendants
U5b2b5c2a	hvsi_trans	0							NA	NA	no_ci	no_descendants
U5b2b5c2a	hvsii	0							NA	NA	no_ci	no_descendants
U5b2b5c2a	control	0							NA	NA	no_ci	no_descendants
U5b2b5d	complete	0							NA	NA	no_ci	no_descendants
U5b2b5d	synonymous	0							NA	NA	no_ci	no_descendants
U5b2b5d	hvsi_full	0							NA	NA	no_ci	no_descendants
U5b2b5d	hvsi_trans	0							NA	NA	no_ci	no_descendants
U5b2b5d	hvsii	0							NA	NA	no_ci	no_descendants
U5b2b5d	control	0							NA	NA	no_ci	no_descendants
U5b2b5d1	complete	0							NA	NA	no_ci	no_descendants
U5b2b5d1	synonymous	0							NA	NA	no_ci	no_descendants
U5b2b5d1	hvsi_full	0							NA	NA	no_ci	no_descendants
U5b2b5d1	hvsi_trans	0							NA	NA	no_ci	no_descendants
U5b2b5d1	hvsii	0							NA	NA	no_ci	no_descendants
U5b2b5d1	control	0							NA	NA	no_ci	no_descendants
U5b2b5d2	complete	0							NA	NA	no_ci	no_descendants
U5b2b5d2	synonymous	0							NA	NA	no_ci	no_descendants
U5b2b5d2	hvsi_full	0							NA	NA	no_ci	no_descendants
U5b2b5d2	hvsi_trans	0							NA	NA	no_ci	no_descendants
U5b2b5d2	hvsii	0							NA	NA	no_ci	no_descendants
U5b2b5d2	control	0							NA	NA	no_ci	no_descendants
U5b2b5e	complete	0							NA	NA	no_ci	no_descendants
U5b2b5e	synonymous	0							NA	NA	no_ci	no_descendants
U5b2b5e	hvsi_full	0							NA	NA	no_ci	no_descendants
U5b2b5e	hvsi_trans	0							NA	NA	no_ci	no_descendants
U5b2b5e	hvsii	0							NA	NA	no_ci	no_descendants
U5b2b5e	control	0							NA	NA	no_ci	no_descendants
U5b2b5e+200	complete	0							NA	NA	no_ci	no_descendants
U5b2b5e+200	synonymous	0							NA	NA	no_ci	no_descendants
U5b2b5e+200	hvsi_full	0							NA	NA	no_ci	no_descendants
U5b2b5e+200	hvsi_trans	0							NA	NA	no_ci	no_descendants
U5b2b5e+200	hvsii	0							NA	NA	no_ci	no_descendants
U5b2b5e+200	control	0							NA	NA	no_ci	no_descendants
U5b2b5f	complete	0							NA	NA	no_ci	no_descendants
U5b2b5f	synonymous	0							NA	NA	no_ci	no_descendants
U5b2b5f	hvsi_full	0							NA	NA	no_ci	no_descendants
U5b2b5f	hvsi_trans	0							NA	NA	no_ci	no_descendants
U5b2b5f	hvsii	0							NA	NA	no_ci	no_descendants
U5b2b5f	control	0							NA	NA	no_ci	no_descendants
U5b2b5f1	complete	0							NA	NA	no_ci	no_descendants
U5b2b5f1	synonymous	0							NA	NA	no_ci	no_descendants
U5b2b5f1	hvsi_full	0							NA	NA	no_ci	no_descendants
U5b2b5f1	hvsi_trans	0							NA	NA	no_ci	no_descendants
U5b2b5f1	hvsii	0							NA	NA	no_ci	no_descendants
U5b2b5f1	control	0							NA	NA	no_ci	no_descendants
U5b2b5f1a	complete	0							NA	NA	no_ci	no_descendants
U5b2b5f1a	synonymous	0							NA	NA	no_ci	no_descendants
U5b2b5f1a	hvsi_full	0							NA	NA	no_ci	no_descendants
U5b2b5f1a	hvsi_trans	0							NA	NA	no_ci	no_descendants
U5b2b5f1a	hvsii	0							NA	NA	no_ci	no_descendants
U5b2b5f1a	control	0							NA	NA	no_ci	no_descendants
U5b2b5f2	complete	0							NA	NA	no_ci	no_descendants
U5b2b5f2	synonymous	0							NA	NA	no_ci	no_descendants
U5b2b5f2	hvsi_full	0							NA	NA	no_ci	no_descendants
U5b2b5f2	hvsi_trans	0							NA	NA	no_ci	no_descendants
U5b2b5f2	hvsii	0							NA	NA	no_ci	no_descendants
U5b2b5f2	control	0							NA	NA	no_ci	no_descendants
U5b2b5g	complete	0							NA	NA	no_ci	no_descendants
U5b2b5g	synonymous	0							NA	NA	no_ci	no_descendants
U5b2b5g	hvsi_full	0							NA	NA	no_ci	no_descendants
U5b2b5g	hvsi_trans	0							NA	NA	no_ci	no_descendants
U5b2b5g	hvsii	0							NA	NA	no_ci	no_descendants
U5b2b5g	control	0							NA	NA	no_ci	no_descendants
U5b2b6	complete	0							NA	NA	no_ci	no_descendants
U5b2b6	synonymous	0							NA	NA	no_ci	no_descendants
U5b2b6	hvsi_full	0							NA	NA	no_ci	no_descendants
U5b2b6	hvsi_trans	0							NA	NA	no_ci	no_descendants
U5b2b6	hvsii	0							NA	NA	no_ci	no_descendants
U5b2b6	control	0							NA	NA	no_ci	no_descendants
U5b2b6a	complete	0							NA	NA	no_ci	no_descendants
U5b2b6a	synonymous	0							NA	NA	no_ci	no_descendants
U5b2b6a	hvsi_full	0							NA	NA	no_ci	no_descendants
U5b2b6a	hvsi_trans	0							NA	NA	no_ci	no_descendants
U5b2b6a	hvsii	0							NA	NA	no_ci	no_descendants
U5b2b6a	control	0							NA	NA	no_ci	no_descendants
U5b2b7	complete	1	0.0		0.0			0.0	NA	NA	no_ci	
U5b2b7	synonymous	1	0.0		0.0			0.0	NA	NA	no_ci	
U5b2b7	hvsi_full	1	0.0		0.0			0.0	NA	NA	no_ci	
U5b2b7	hvsi_trans	1	0.0		0.0			0.0	NA	NA	no_ci	
U5b2b7	hvsii	1	0.0		0.0			0.0	NA	NA	no_ci	
U5b2b7	control	1	1.0		9058.0			9.058	NA	NA	no_ci	
U5b2b8	complete	1	2.0		5216.4			5.2164	NA	NA	no_ci	
U5b2b8	synonymous	1	0.0		0.0			0.0	NA	NA	no_ci	
U5b2b8	hvsi_full	1	0.0		0.0			0.0	NA	NA	no_ci	
U5b2b8	hvsi_trans	1	0.0		0.0			0.0	NA	NA	no_ci	
U5b2b8	hvsii	1	0.0		0.0			0.0	NA	NA	no_ci	
U5b2b8	control	1	1.0		9058.0			9.058	NA	NA	no_ci	
U5b2b8^	complete	1	3.0		7891.7			7.8917	NA	NA	no_ci	
U5b2b8^	synonymous	1	1.0		7872.0			7.872	NA	NA	no_ci	
U5b2b8^	hvsi_full	1	0.0		0.0			0.0	NA	NA	no_ci	
U5b2b8^	hvsi_trans	1	0.0		0.0			0.0	NA	NA	no_ci	
U5b2b8^	hvsii	1	0.0		0.0			0.0	NA	NA	no_ci	
U5b2b8^	control	1	1.0		9058.0			9.058	NA	NA	no_ci	
U5b2b8a	complete	1	1.0		2585.4			2.5854	NA	NA	no_ci	
U5b2b8a	synonymous	1	0.0		0.0			0.0	NA	NA	no_ci	
U5b2b8a	hvsi_full	1	0.0		0.0			0.0	NA	NA	no_ci	
U5b2b8a	hvsi_trans	1	0.0		0.0			0.0	NA	NA	no_ci	
U5b2b8a	hvsii	1	0.0		0.0			0.0	NA	NA	no_ci	
U5b2b8a	control	1	1.0		9058.0			9.058	NA	NA	no_ci	
U5b2b9	complete	0							NA	NA	no_ci	no_descendants
U5b2b9	synonymous	0							NA	NA	no_ci	no_descendants
U5b2b9	hvsi_full	0							NA	NA	no_ci	no_descendants
U5b2b9	hvsi_trans	0							NA	NA	no_ci	no_descendants
U5b2b9	hvsii	0							NA	NA	no_ci	no_descendants
U5b2b9	control	0							NA	NA	no_ci	no_descendants
U5b2b9'10	complete	0							NA	NA	no_ci	no_descendants
U5b2b9'10	synonymous	0							NA	NA	no_ci	no_descendants
U5b2b9'10	hvsi_full	0							NA	NA	no_ci	no_descendants
U5b2b9'10	hvsi_trans	0							NA	NA	no_ci	no_descendants
U5b2b9'10	hvsii	0							NA	NA	no_ci	no_descendants
U5b2b9'10	control	0							NA	NA	no_ci	no_descendants
U5b2b9a	complete	0							NA	NA	no_ci	no_descendants
U5b2b9a	synonymous	0							NA	NA	no_ci	no_descendants
U5b2b9a	hvsi_full	0							NA	NA	no_ci	no_descendants
U5b2b9a	hvsi_trans	0							NA	NA	no_ci	no_descendants
U5b2b9a	hvsii	0							NA	NA	no_ci	no_descendants
U5b2b9a	control	0							NA	NA	no_ci	no_descendants
U5b2b9a1	complete	0							NA	NA	no_ci	no_descendants
U5b2b9a1	synonymous	0							NA	NA	no_ci	no_descendants
U5b2b9a1	hvsi_full	0							NA	NA	no_ci	no_descendants
U5b2b9a1	hvsi_trans	0							NA	NA	no_ci	no_descendants
U5b2b9a1	hvsii	0							NA	NA	no_ci	no_descendants
U5b2b9a1	control	0							NA	NA	no_ci	no_descendants
U5b2b9a2	complete	0							NA	NA	no_ci	no_descendants
U5b2b9a2	synonymous	0							NA	NA	no_ci	no_descendants
U5b2b9a2	hvsi_full	0							NA	NA	no_ci	no_descendants
