source_file	reference	literature_method	haplogroup	n_literature	literature_age_kya	literature_ci95_lower_kya	literature_ci95_upper_kya	literature_sd_kya	literature_period
以往研究-2.tsv	River Valleys Shaped the Maternal Genetic Landscape of Han Chinese	complete_genome_rho	D4b2b2a	6	6.46	1.92	11.01		5-11.5 kya
以往研究-2.tsv	River Valleys Shaped the Maternal Genetic Landscape of Han Chinese	synonymous_positions_rho	D4b2b2a	6	14.45	2.1	26.79		5-11.5 kya
以往研究-2.tsv	River Valleys Shaped the Maternal Genetic Landscape of Han Chinese	bayesian	D4b2b2a	6	10.15	3.16	20.63		5-11.5 kya
以往研究-2.tsv	River Valleys Shaped the Maternal Genetic Landscape of Han Chinese	average	D4b2b2a	6	9.38				5-11.5 kya
以往研究-2.tsv	River Valleys Shaped the Maternal Genetic Landscape of Han Chinese	coding_region_rho	D4b2b2a1	3	0.0	0.0	0.0		<2 kya
以往研究-2.tsv	River Valleys Shaped the Maternal Genetic Landscape of Han Chinese	complete_genome_rho	D4b2b2a1	3	2.58	-1.19	6.36		<2 kya
以往研究-2.tsv	River Valleys Shaped the Maternal Genetic Landscape of Han Chinese	synonymous_positions_rho	D4b2b2a1	3	0.0	0.0	0.0		<2 kya
以往研究-2.tsv	River Valleys Shaped the Maternal Genetic Landscape of Han Chinese	bayesian	D4b2b2a1	3	0.0	0.0	0.0		<2 kya
以往研究-2.tsv	River Valleys Shaped the Maternal Genetic Landscape of Han Chinese	average	D4b2b2a1	3	0.65				<2 kya
以往研究-2.tsv	River Valleys Shaped the Maternal Genetic Landscape of Han Chinese	coding_region_rho	D4b2b2b	8	5.65	0.11	11.18		5-11.5 kya
以往研究-2.tsv	River Valleys Shaped the Maternal Genetic Landscape of Han Chinese	complete_genome_rho	D4b2b2b	8	6.2	1.45	10.96		5-11.5 kya
以往研究-2.tsv	River Valleys Shaped the Maternal Genetic Landscape of Han Chinese	synonymous_positions_rho	D4b2b2b	8	9.46	-2.1	21.01		5-11.5 kya
以往研究-2.tsv	River Valleys Shaped the Maternal Genetic Landscape of Han Chinese	bayesian	D4b2b2b	8	6.33	1.13	14.68		5-11.5 kya
以往研究-2.tsv	River Valleys Shaped the Maternal Genetic Landscape of Han Chinese	average	D4b2b2b	8	6.91				5-11.5 kya
以往研究-2.tsv	River Valleys Shaped the Maternal Genetic Landscape of Han Chinese	coding_region_rho	D4b2b2c	4	6.18	-1.36	13.72		5-11.5 kya
以往研究-2.tsv	River Valleys Shaped the Maternal Genetic Landscape of Han Chinese	complete_genome_rho	D4b2b2c	4	9.05	1.24	16.86		5-11.5 kya
以往研究-2.tsv	River Valleys Shaped the Maternal Genetic Landscape of Han Chinese	synonymous_positions_rho	D4b2b2c	4	13.79	-3.04	30.62		5-11.5 kya
以往研究-2.tsv	River Valleys Shaped the Maternal Genetic Landscape of Han Chinese	bayesian	D4b2b2c	4	5.93	0.69	15.46		5-11.5 kya
以往研究-2.tsv	River Valleys Shaped the Maternal Genetic Landscape of Han Chinese	average	D4b2b2c	4	8.74				5-11.5 kya
以往研究-2.tsv	River Valleys Shaped the Maternal Genetic Landscape of Han Chinese	coding_region_rho	D4b2b4	4	13.24	4.59	21.89		5-11.5 kya
以往研究-2.tsv	River Valleys Shaped the Maternal Genetic Landscape of Han Chinese	complete_genome_rho	D4b2b4	4	14.22	6.83	21.6		5-11.5 kya
以往研究-2.tsv	River Valleys Shaped the Maternal Genetic Landscape of Han Chinese	synonymous_positions_rho	D4b2b4	4	7.88	-1.58	17.34		5-11.5 kya
以往研究-2.tsv	River Valleys Shaped the Maternal Genetic Landscape of Han Chinese	bayesian	D4b2b4	4	10.9	3.5	21.92		5-11.5 kya
以往研究-2.tsv	River Valleys Shaped the Maternal Genetic Landscape of Han Chinese	average	D4b2b4	4	11.56				5-11.5 kya
以往研究-2.tsv	River Valleys Shaped the Maternal Genetic Landscape of Han Chinese	coding_region_rho	D4b2b5	9	13.73	4.86	22.59		11.5-19.5 kya
以往研究-2.tsv	River Valleys Shaped the Maternal Genetic Landscape of Han Chinese	complete_genome_rho	D4b2b5	9	12.06	5.26	18.87		11.5-19.5 kya
以往研究-2.tsv	River Valleys Shaped the Maternal Genetic Landscape of Han Chinese	synonymous_positions_rho	D4b2b5	9	21.89	5.52	38.26		11.5-19.5 kya
以往研究-2.tsv	River Valleys Shaped the Maternal Genetic Landscape of Han Chinese	bayesian	D4b2b5	9	16.95	7.64	29.13		11.5-19.5 kya
以往研究-2.tsv	River Valleys Shaped the Maternal Genetic Landscape of Han Chinese	average	D4b2b5	9	16.16				11.5-19.5 kya
以往研究-2.tsv	River Valleys Shaped the Maternal Genetic Landscape of Han Chinese	coding_region_rho	D4b2b3	7	1.51	-0.2	3.22		2-5 kya
以往研究-2.tsv	River Valleys Shaped the Maternal Genetic Landscape of Han Chinese	complete_genome_rho	D4b2b3	7	1.85	0.23	3.46		2-5 kya
以往研究-2.tsv	River Valleys Shaped the Maternal Genetic Landscape of Han Chinese	synonymous_positions_rho	D4b2b3	7	2.25	-0.87	5.37		2-5 kya
以往研究-2.tsv	River Valleys Shaped the Maternal Genetic Landscape of Han Chinese	bayesian	D4b2b3	7	4.12	0.4	11.15		2-5 kya
以往研究-2.tsv	River Valleys Shaped the Maternal Genetic Landscape of Han Chinese	average	D4b2b3	7	2.43				2-5 kya
以往研究-2.tsv	River Valleys Shaped the Maternal Genetic Landscape of Han Chinese	coding_region_rho	D4c	69	13.66	6.46	20.86		11.5-19.5 kya
以往研究-2.tsv	River Valleys Shaped the Maternal Genetic Landscape of Han Chinese	complete_genome_rho	D4c	69	19.44	12.53	26.35		11.5-19.5 kya
以往研究-2.tsv	River Valleys Shaped the Maternal Genetic Landscape of Han Chinese	synonymous_positions_rho	D4c	69	16.33	4.25	28.41		11.5-19.5 kya
以往研究-2.tsv	River Valleys Shaped the Maternal Genetic Landscape of Han Chinese	bayesian	D4c	69	19.91	10.44	27.89		11.5-19.5 kya
以往研究-2.tsv	River Valleys Shaped the Maternal Genetic Landscape of Han Chinese	average	D4c	69	17.34				11.5-19.5 kya
以往研究-2.tsv	River Valleys Shaped the Maternal Genetic Landscape of Han Chinese	coding_region_rho	D4c1	35	9.88	3.25	16.52		5-11.5 kya
以往研究-2.tsv	River Valleys Shaped the Maternal Genetic Landscape of Han Chinese	complete_genome_rho	D4c1	35	18.32	10.31	26.32		5-11.5 kya
以往研究-2.tsv	River Valleys Shaped the Maternal Genetic Landscape of Han Chinese	synonymous_positions_rho	D4c1	35	6.75	-0.91	14.42		5-11.5 kya
以往研究-2.tsv	River Valleys Shaped the Maternal Genetic Landscape of Han Chinese	bayesian	D4c1	35	10.47	5.41	15.51		5-11.5 kya
以往研究-2.tsv	River Valleys Shaped the Maternal Genetic Landscape of Han Chinese	average	D4c1	35	11.36				5-11.5 kya
以往研究-2.tsv	River Valleys Shaped the Maternal Genetic Landscape of Han Chinese	coding_region_rho	D4c1a	17	3.53	1.34	5.72		2-5 kya
以往研究-2.tsv	River Valleys Shaped the Maternal Genetic Landscape of Han Chinese	complete_genome_rho	D4c1a	17	4.71	2.76	6.67		2-5 kya
以往研究-2.tsv	River Valleys Shaped the Maternal Genetic Landscape of Han Chinese	synonymous_positions_rho	D4c1a	17	2.78	0.56	5.01		2-5 kya
以往研究-2.tsv	River Valleys Shaped the Maternal Genetic Landscape of Han Chinese	bayesian	D4c1a	17	4.16	0.37	11.39		2-5 kya
以往研究-2.tsv	River Valleys Shaped the Maternal Genetic Landscape of Han Chinese	average	D4c1a	17	3.8				2-5 kya
以往研究-2.tsv	River Valleys Shaped the Maternal Genetic Landscape of Han Chinese	coding_region_rho	D4c1a1	4	0.88	-0.85	2.61		<2 kya
以往研究-2.tsv	River Valleys Shaped the Maternal Genetic Landscape of Han Chinese	complete_genome_rho	D4c1a1	4	4.52	1.17	7.87		<2 kya
以往研究-2.tsv	River Valleys Shaped the Maternal Genetic Landscape of Han Chinese	synonymous_positions_rho	D4c1a1	4	0.0	0.0	0.0		<2 kya
以往研究-2.tsv	River Valleys Shaped the Maternal Genetic Landscape of Han Chinese	bayesian	D4c1a1	4	0.0	0.0	0.0		<2 kya
以往研究-2.tsv	River Valleys Shaped the Maternal Genetic Landscape of Han Chinese	average	D4c1a1	4	1.35				<2 kya
以往研究-2.tsv	River Valleys Shaped the Maternal Genetic Landscape of Han Chinese	coding_region_rho	D4c1b	18	5.69	0.32	11.05		5-11.5 kya
以往研究-2.tsv	River Valleys Shaped the Maternal Genetic Landscape of Han Chinese	complete_genome_rho	D4c1b	18	11.2	4.33	18.07		5-11.5 kya
以往研究-2.tsv	River Valleys Shaped the Maternal Genetic Landscape of Han Chinese	synonymous_positions_rho	D4c1b	18	3.06	0.79	5.33		5-11.5 kya
以往研究-2.tsv	River Valleys Shaped the Maternal Genetic Landscape of Han Chinese	bayesian	D4c1b	18	5.26	1.55	11.92		5-11.5 kya
以往研究-2.tsv	River Valleys Shaped the Maternal Genetic Landscape of Han Chinese	average	D4c1b	18	6.3				5-11.5 kya
以往研究-2.tsv	River Valleys Shaped the Maternal Genetic Landscape of Han Chinese	coding_region_rho	D4c1b1	13	2.72	0.59	4.84		5-11.5 kya
以往研究-2.tsv	River Valleys Shaped the Maternal Genetic Landscape of Han Chinese	complete_genome_rho	D4c1b1	13	5.77	2.48	9.05		5-11.5 kya
以往研究-2.tsv	River Valleys Shaped the Maternal Genetic Landscape of Han Chinese	synonymous_positions_rho	D4c1b1	13	3.64	0.73	6.55		5-11.5 kya
以往研究-2.tsv	River Valleys Shaped the Maternal Genetic Landscape of Han Chinese	bayesian	D4c1b1	13	10.13	1.17	28.91		5-11.5 kya
以往研究-2.tsv	River Valleys Shaped the Maternal Genetic Landscape of Han Chinese	average	D4c1b1	13	5.57				5-11.5 kya
以往研究-2.tsv	River Valleys Shaped the Maternal Genetic Landscape of Han Chinese	coding_region_rho	D4c2	34	6.85	2.34	11.37		5-11.5 kya
以往研究-2.tsv	River Valleys Shaped the Maternal Genetic Landscape of Han Chinese	complete_genome_rho	D4c2	34	10.11	5.3	14.92		5-11.5 kya
以往研究-2.tsv	River Valleys Shaped the Maternal Genetic Landscape of Han Chinese	synonymous_positions_rho	D4c2	34	10.43	2.6	18.26		5-11.5 kya
以往研究-2.tsv	River Valleys Shaped the Maternal Genetic Landscape of Han Chinese	bayesian	D4c2	34	10.75	5.92	22.09		5-11.5 kya
以往研究-2.tsv	River Valleys Shaped the Maternal Genetic Landscape of Han Chinese	average	D4c2	34	9.54				5-11.5 kya
以往研究-2.tsv	River Valleys Shaped the Maternal Genetic Landscape of Han Chinese	coding_region_rho	D4c2a	9	3.14	-1.07	7.35		5-11.5 kya
以往研究-2.tsv	River Valleys Shaped the Maternal Genetic Landscape of Han Chinese	complete_genome_rho	D4c2a	9	5.17	1.03	9.31		5-11.5 kya
以往研究-2.tsv	River Valleys Shaped the Maternal Genetic Landscape of Han Chinese	synonymous_positions_rho	D4c2a	9	8.76	-1.82	19.33		5-11.5 kya
以往研究-2.tsv	River Valleys Shaped the Maternal Genetic Landscape of Han Chinese	bayesian	D4c2a	9	3.89	0.41	10.15		5-11.5 kya
以往研究-2.tsv	River Valleys Shaped the Maternal Genetic Landscape of Han Chinese	average	D4c2a	9	5.24				5-11.5 kya
以往研究-2.tsv	River Valleys Shaped the Maternal Genetic Landscape of Han Chinese	coding_region_rho	D4c2b	16	3.97	1.38	6.57		5-11.5 kya
以往研究-2.tsv	River Valleys Shaped the Maternal Genetic Landscape of Han Chinese	complete_genome_rho	D4c2b	16	4.85	2.44	7.26		5-11.5 kya
以往研究-2.tsv	River Valleys Shaped the Maternal Genetic Landscape of Han Chinese	synonymous_positions_rho	D4c2b	16	3.94	0.08	7.8		5-11.5 kya
以往研究-2.tsv	River Valleys Shaped the Maternal Genetic Landscape of Han Chinese	bayesian	D4c2b	16	11.15	4.36	21.07		5-11.5 kya
以往研究-2.tsv	River Valleys Shaped the Maternal Genetic Landscape of Han Chinese	average	D4c2b	16	5.98				5-11.5 kya
以往研究-2.tsv	River Valleys Shaped the Maternal Genetic Landscape of Han Chinese	coding_region_rho	D4c2c	9	2.35	0.18	4.53		<2 kya
以往研究-2.tsv	River Valleys Shaped the Maternal Genetic Landscape of Han Chinese	complete_genome_rho	D4c2c	9	2.3	0.35	4.25		<2 kya
以往研究-2.tsv	River Valleys Shaped the Maternal Genetic Landscape of Han Chinese	synonymous_positions_rho	D4c2c	9	0.0	0.0	0.0		<2 kya
以往研究-2.tsv	River Valleys Shaped the Maternal Genetic Landscape of Han Chinese	bayesian	D4c2c	9	0.87	0.0	4.72		<2 kya
以往研究-2.tsv	River Valleys Shaped the Maternal Genetic Landscape of Han Chinese	average	D4c2c	9	1.38				<2 kya
以往研究-2.tsv	River Valleys Shaped the Maternal Genetic Landscape of Han Chinese	coding_region_rho	D4e	125	13.95	8.19	19.72		11.5-19.5 kya
以往研究-2.tsv	River Valleys Shaped the Maternal Genetic Landscape of Han Chinese	complete_genome_rho	D4e	125	15.9	11.09	20.71		11.5-19.5 kya
以往研究-2.tsv	River Valleys Shaped the Maternal Genetic Landscape of Han Chinese	synonymous_positions_rho	D4e	125	18.26	7.67	28.85		11.5-19.5 kya
以往研究-2.tsv	River Valleys Shaped the Maternal Genetic Landscape of Han Chinese	bayesian	D4e	125	20.53	11.18	32.76		11.5-19.5 kya
以往研究-2.tsv	River Valleys Shaped the Maternal Genetic Landscape of Han Chinese	average	D4e	125	17.16				11.5-19.5 kya
以往研究-2.tsv	River Valleys Shaped the Maternal Genetic Landscape of Han Chinese	coding_region_rho	D4e1'3	43	17.33	6.59	28.07		19.5 kya
以往研究-2.tsv	River Valleys Shaped the Maternal Genetic Landscape of Han Chinese	complete_genome_rho	D4e1'3	43	22.44	12.54	32.35		19.5 kya
以往研究-2.tsv	River Valleys Shaped the Maternal Genetic Landscape of Han Chinese	synonymous_positions_rho	D4e1'3	43	18.8	2.74	34.87		19.5 kya
以往研究-2.tsv	River Valleys Shaped the Maternal Genetic Landscape of Han Chinese	bayesian	D4e1'3	43	20.99	12.26	32.69		19.5 kya
以往研究-2.tsv	River Valleys Shaped the Maternal Genetic Landscape of Han Chinese	average	D4e1'3	43	19.89				19.5 kya
以往研究-2.tsv	River Valleys Shaped the Maternal Genetic Landscape of Han Chinese	coding_region_rho	D4e3	10	2.35	-1.29	6.0		2-5 kya
以往研究-2.tsv	River Valleys Shaped the Maternal Genetic Landscape of Han Chinese	complete_genome_rho	D4e3	10	5.17	0.86	9.48		2-5 kya
以往研究-2.tsv	River Valleys Shaped the Maternal Genetic Landscape of Han Chinese	synonymous_positions_rho	D4e3	10	5.25	-2.89	13.39		2-5 kya
以往研究-2.tsv	River Valleys Shaped the Maternal Genetic Landscape of Han Chinese	bayesian	D4e3	10	2.78	0.03	9.12		2-5 kya
以往研究-2.tsv	River Valleys Shaped the Maternal Genetic Landscape of Han Chinese	average	D4e3	10	3.89				2-5 kya
以往研究-2.tsv	River Valleys Shaped the Maternal Genetic Landscape of Han Chinese	coding_region_rho	D4e1	36	15.36	4.88	25.84		19.5 kya
以往研究-2.tsv	River Valleys Shaped the Maternal Genetic Landscape of Han Chinese	complete_genome_rho	D4e1	36	19.63	10.46	28.8		19.5 kya
以往研究-2.tsv	River Valleys Shaped the Maternal Genetic Landscape of Han Chinese	synonymous_positions_rho	D4e1	36	20.23	1.34	39.13		19.5 kya
以往研究-2.tsv	River Valleys Shaped the Maternal Genetic Landscape of Han Chinese	bayesian	D4e1	36	18.77	10.88	29.8		19.5 kya
以往研究-2.tsv	River Valleys Shaped the Maternal Genetic Landscape of Han Chinese	average	D4e1	36	18.5				19.5 kya
以往研究-2.tsv	River Valleys Shaped the Maternal Genetic Landscape of Han Chinese	coding_region_rho	D4e1a	31	6.95	3.42	10.47		5-11.5 kya
以往研究-2.tsv	River Valleys Shaped the Maternal Genetic Landscape of Han Chinese	complete_genome_rho	D4e1a	31	12.09	8.0	16.18		5-11.5 kya
以往研究-2.tsv	River Valleys Shaped the Maternal Genetic Landscape of Han Chinese	synonymous_positions_rho	D4e1a	31	7.88	2.31	13.45		5-11.5 kya
以往研究-2.tsv	River Valleys Shaped the Maternal Genetic Landscape of Han Chinese	bayesian	D4e1a	31	17.13	8.98	28.56		5-11.5 kya
以往研究-2.tsv	River Valleys Shaped the Maternal Genetic Landscape of Han Chinese	average	D4e1a	31	11.01				5-11.5 kya
以往研究-2.tsv	River Valleys Shaped the Maternal Genetic Landscape of Han Chinese	coding_region_rho	D4e1a1	6	1.76	-0.23	3.76		5-11.5 kya
以往研究-2.tsv	River Valleys Shaped the Maternal Genetic Landscape of Han Chinese	complete_genome_rho	D4e1a1	6	5.17	-0.3	10.64		5-11.5 kya
以往研究-2.tsv	River Valleys Shaped the Maternal Genetic Landscape of Han Chinese	synonymous_positions_rho	D4e1a1	6	0.0	0.0	0.0		5-11.5 kya
以往研究-2.tsv	River Valleys Shaped the Maternal Genetic Landscape of Han Chinese	bayesian	D4e1a1	6	3.97	0.48	10.52		5-11.5 kya
以往研究-2.tsv	River Valleys Shaped the Maternal Genetic Landscape of Han Chinese	average	D4e1a1	6	2.73				5-11.5 kya
以往研究-2.tsv	River Valleys Shaped the Maternal Genetic Landscape of Han Chinese	coding_region_rho	D4e1a2	7	7.06	-1.44	15.56		5-11.5 kya
以往研究-2.tsv	River Valleys Shaped the Maternal Genetic Landscape of Han Chinese	complete_genome_rho	D4e1a2	7	12.19	3.23	21.14		5-11.5 kya
以往研究-2.tsv	River Valleys Shaped the Maternal Genetic Landscape of Han Chinese	synonymous_positions_rho	D4e1a2	7	2.25	-0.87	5.37		5-11.5 kya
以往研究-2.tsv	River Valleys Shaped the Maternal Genetic Landscape of Han Chinese	bayesian	D4e1a2	7	6.3	1.27	14.67		5-11.5 kya
以往研究-2.tsv	River Valleys Shaped the Maternal Genetic Landscape of Han Chinese	average	D4e1a2	7	6.95				5-11.5 kya
以往研究-2.tsv	River Valleys Shaped the Maternal Genetic Landscape of Han Chinese	coding_region_rho	D4e1a2a	6	0.59	-0.56	1.74		2-5 kya
以往研究-2.tsv	River Valleys Shaped the Maternal Genetic Landscape of Han Chinese	complete_genome_rho	D4e1a2a	6	4.31	-1.03	9.65		2-5 kya
以往研究-2.tsv	River Valleys Shaped the Maternal Genetic Landscape of Han Chinese	synonymous_positions_rho	D4e1a2a	6	1.31	-1.26	3.89		2-5 kya
以往研究-2.tsv	River Valleys Shaped the Maternal Genetic Landscape of Han Chinese	bayesian	D4e1a2a	6	1.04	0.0	5.7		2-5 kya
以往研究-2.tsv	River Valleys Shaped the Maternal Genetic Landscape of Han Chinese	average	D4e1a2a	6	1.81				2-5 kya
以往研究-2.tsv	River Valleys Shaped the Maternal Genetic Landscape of Han Chinese	coding_region_rho	D4e2	51	3.53	2.17	4.89		5-11.5 kya
以往研究-2.tsv	River Valleys Shaped the Maternal Genetic Landscape of Han Chinese	complete_genome_rho	D4e2	51	4.26	2.83	5.68		5-11.5 kya
以往研究-2.tsv	River Valleys Shaped the Maternal Genetic Landscape of Han Chinese	synonymous_positions_rho	D4e2	51	4.33	2.02	6.63		5-11.5 kya
以往研究-2.tsv	River Valleys Shaped the Maternal Genetic Landscape of Han Chinese	bayesian	D4e2	51	15.99	8.93	25.56		5-11.5 kya
以往研究-2.tsv	River Valleys Shaped the Maternal Genetic Landscape of Han Chinese	average	D4e2	51	7.03				5-11.5 kya
以往研究-2.tsv	River Valleys Shaped the Maternal Genetic Landscape of Han Chinese	coding_region_rho	D4e2a	5	1.41	-0.54	3.37		<2 kya
以往研究-2.tsv	River Valleys Shaped the Maternal Genetic Landscape of Han Chinese	complete_genome_rho	D4e2a	5	2.58	0.32	4.85		<2 kya
以往研究-2.tsv	River Valleys Shaped the Maternal Genetic Landscape of Han Chinese	synonymous_positions_rho	D4e2a	5	0.0	0.0	0.0		<2 kya
以往研究-2.tsv	River Valleys Shaped the Maternal Genetic Landscape of Han Chinese	average	D4e2a	5	1.33				<2 kya
以往研究-2.tsv	River Valleys Shaped the Maternal Genetic Landscape of Han Chinese	coding_region_rho	D4e2c	5	2.82	0.06	5.59		2-5 kya
以往研究-2.tsv	River Valleys Shaped the Maternal Genetic Landscape of Han Chinese	complete_genome_rho	D4e2c	5	3.1	0.62	5.58		2-5 kya
以往研究-2.tsv	River Valleys Shaped the Maternal Genetic Landscape of Han Chinese	synonymous_positions_rho	D4e2c	5	1.58	-1.51	4.66		2-5 kya
以往研究-2.tsv	River Valleys Shaped the Maternal Genetic Landscape of Han Chinese	bayesian	D4e2c	5	5.85	1.12	13.96		2-5 kya
以往研究-2.tsv	River Valleys Shaped the Maternal Genetic Landscape of Han Chinese	average	D4e2c	5	3.34				2-5 kya
